               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.8668092101980533E-06         1.0000000000000000E+03        -3.0153000000002194E+01                   0                   10                    0                   20                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                   10                    0                  -14                  -16                    0                   18                    1                    0
                   3               200000         2.7333088474512493E-06         1.0000000000000000E+03        -3.3514999999996881E+01                   0                    8                    0                   20                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   10                    0                  -14                  -17                    1                   19                    1                    0
                   4               300000         3.6002663941350166E-06         1.0000000000000000E+03        -4.6775999999996891E+01                   0                    6                    0                   27                    0                    2                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   12                    0                  -14                  -22                    1                   19                    1                    0
                   5               400000         4.1871508239886513E-06         1.0000000000000000E+03        -5.3921999999996871E+01                   0                   15                    0                   27                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    3                    0                   13                    0                  -17                  -24                    2                   20                    2                    0
                   6               500000         4.8713698122182743E-06         1.0000000000000000E+03        -6.1591999999996879E+01                   0                   13                    0                   30                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   15                    0                  -17                  -27                    2                   20                    3                    0
                   7               600000         5.5849504711223144E-06         1.0000000000000000E+03        -7.6057999999879158E+01                   0                   14                    0                   28                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   18                    0                  -18                  -31                    3                   20                    5                    0
                   8               700000         6.1105459021096290E-06         1.0000000000000000E+03        -8.6048999999879101E+01                   0                   20                    0                   32                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    1                    1                    0                    0                   19                    0                  -21                  -34                    3                   21                    6                    0
                   9               800000         6.5562773025696511E-06         1.0000000000000000E+03        -9.7547999999878954E+01                   0                   17                    0                   35                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    1                    0                    0                    1                    0                    0                   22                    0                  -21                  -38                    4                   22                    6                    0
                  10               900000         6.9663791572062369E-06         1.0000000000000000E+03        -1.0073599999987897E+02                   0                   20                    0                   37                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    1                    1                    0                   23                    0                  -23                  -40                    4                   24                    7                    0
                  11              1000000         7.3436410188931334E-06         1.0000000000000000E+03        -1.0609199999987908E+02                   0                   21                    0                   41                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    2                    0                   23                    0                  -23                  -42                    4                   24                    7                    0
                  12              1100000         7.7047949270323035E-06         1.0000000000000000E+03        -1.0869999999987893E+02                   0                   21                    0                   37                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   25                    0                  -24                  -42                    5                   25                    7                    0
                  13              1200000         8.1193782456962233E-06         1.0000000000000000E+03        -1.1470499999987892E+02                   0                   20                    0                   40                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   26                    0                  -24                  -44                    6                   25                    7                    0
                  14              1300000         8.4799983575514887E-06         1.0000000000000000E+03        -1.1896099999987885E+02                   0                   19                    0                   43                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   27                    0                  -24                  -46                    6                   25                    7                    0
                  15              1400000         8.8310814396885236E-06         1.0000000000000000E+03        -1.2240299999987886E+02                   0                   17                    0                   42                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   29                    0                  -24                  -47                    6                   25                    7                    0
                  16              1500000         9.2132220424875728E-06         1.0000000000000000E+03        -1.2384599999987894E+02                   0                   17                    0                   44                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   29                    0                  -24                  -48                    6                   25                    7                    0
                  17              1600000         9.5428328469058876E-06         1.0000000000000000E+03        -1.2474899999987893E+02                   0                   20                    0                   47                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   26                    0                  -24                  -48                    6                   25                    7                    0
                  18              1700000         9.8590145581471309E-06         1.0000000000000000E+03        -1.2980099999996111E+02                   0                   17                    0                   48                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   29                    0                  -24                  -50                    6                   25                    7                    0
                  19              1800000         1.0191005914247337E-05         1.0000000000000000E+03        -1.3696300000065207E+02                   0                   16                    0                   43                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   36                    0                  -26                  -52                    6                   26                    8                    0
                  20              1900000         1.0559913897923716E-05         1.0000000000000000E+03        -1.3563800000065220E+02                   0                   16                    0                   46                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   34                    0                  -26                  -53                    6                   26                    8                    1
                  21              2000000         1.0891004416476228E-05         1.0000000000000000E+03        -1.4026500000065209E+02                   0                   17                    0                   48                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   33                    0                  -26                  -54                    7                   26                    8                    1
                  22              2100000         1.1209675564755759E-05         1.0000000000000000E+03        -1.4219700000065208E+02                   0                   19                    0                   51                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   31                    0                  -26                  -55                    7                   26                    9                    1
                  23              2200000         1.1545078514122821E-05         1.0000000000000000E+03        -1.4279100000065208E+02                   0                   17                    0                   51                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   33                    0                  -26                  -56                    7                   26                   10                    1
                  24              2300000         1.1905067838946773E-05         1.0000000000000000E+03        -1.4415500000065214E+02                   0                   16                    0                   52                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   34                    0                  -26                  -57                    7                   26                   10                    1
                  25              2400000         1.2192172985918563E-05         1.0000000000000000E+03        -1.5255500000065194E+02                   0                   16                    0                   58                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   34                    0                  -26                  -60                    7                   26                   10                    1
                  26              2500000         1.2496953631316047E-05         1.0000000000000000E+03        -1.5440500000065191E+02                   0                   14                    0                   58                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   36                    0                  -26                  -61                    7                   26                   10                    1
                  27              2600000         1.5070698102751792E-05         1.0000000000000000E+03        -1.7303400000065167E+02                   0                   24                    0                   60                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    1                    0                    2                    0                    0                    0                   38                    0                  -31                  -66                    8                   26                   11                    2
                  28              2700000         1.6899763672177414E-05         1.0000000000000000E+03        -1.8696100000065155E+02                   0                   29                    1                   57                    0                    1                    0                    0                    0                    7                    0                    0                    0                    0                    0                    1                    0                    2                    1                    1                    0                   45                    0                  -35                  -71                    8                   26                   13                    3
                  29              2800000         1.8565192893403313E-05         1.0000000000000000E+03        -2.0550800000065121E+02                   0                   33                    0                   49                    0                    0                    0                    0                    0                    8                    1                    0                    0                    0                    0                    1                    0                    3                    1                    3                    0                   57                    0                  -39                  -74                   10                   26                   13                    3
                  30              2900000         2.3033549804944923E-05         1.0000000000000000E+03        -2.2209600000065089E+02                   0                   46                    1                   43                    0                    1                    0                    0                    0                    8                    0                    0                    0                    0                    0                    2                    0                    1                    3                    1                    0                   60                    0                  -45                  -78                   12                   29                   16                    4
                  31              3000000         2.4868144075847403E-05         1.0000000000000000E+03        -2.2282600000065096E+02                   0                   49                    1                   41                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    2                    0                    2                    2                    3                    0                   62                    0                  -48                  -79                   13                   32                   17                    4
                  32              3100000         2.7161942580880741E-05         1.0000000000000000E+03        -2.2145900000065080E+02                   0                   49                    1                   40                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    2                    0                    4                    1                    4                    0                   63                    0                  -50                  -79                   13                   34                   17                    4
                  33              3200000         2.9596276115117650E-05         1.0000000000000000E+03        -2.2221700000065076E+02                   0                   52                    0                   36                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    2                    0                    3                    1                    5                    0                   65                    0                  -51                  -79                   14                   34                   17                    5
                  34              3300000         3.7312342500908864E-05         1.0000000000000000E+03        -2.2167900000065077E+02                   0                   48                    0                   39                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    3                    0                   62                    0                  -52                  -84                   19                   43                   19                    6
                  35              3400000         4.8214404314426770E-05         1.0000000000000000E+03        -2.4630600000065053E+02                   1                   47                    0                   42                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    2                    0                   70                    0                  -56                  -94                   20                   44                   22                    8
                  36              3500000         5.8414789777014668E-05         1.0000000000000000E+03        -2.5391000000064989E+02                   0                   52                    0                   43                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    2                    0                   71                    0                  -58                  -97                   20                   45                   23                    9
                  37              3600000         6.8549153011962744E-05         1.0000000000000000E+03        -2.6306200000060096E+02                   0                   56                    0                   42                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    1                    0                   72                    0                  -60                 -100                   23                   46                   24                   10
                  38              3700000         7.8074984762627100E-05         1.0000000000000000E+03        -2.7343100000060127E+02                   0                   56                    0                   45                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    1                    0                   74                    0                  -61                 -103                   25                   47                   24                   10
                  39              3800000         1.2535091787840545E-04         1.0000000000000000E+03        -2.8177800000060120E+02                   0                   54                    0                   45                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    3                    0                    1                    0                    1                    0                   78                    0                  -66                 -109                   28                   52                   24                   13
                  40              3900000         2.5892279590519041E-04         1.0000000000000000E+03        -2.7615900000060037E+02                   0                   65                    0                   32                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                   74                    0                  -76                 -115                   32                   60                   27                   22
                  41              4000000         3.6869633008834165E-04         1.0000000000000000E+03        -2.6207600000059671E+02                   1                   55                    0                   39                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    7                    0                    1                    1                    0                    0                   69                    0                  -85                 -127                   33                   72                   33                   33
                  42              4100000         5.1690330356878077E-04         1.0000000000000000E+03        -2.8293900000059563E+02                   0                   67                    0                   31                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    7                    0                    0                    1                    2                    0                   80                    0                  -93                 -136                   37                   76                   37                   36
                  43              4200000         6.1569536350401279E-04         1.0000000000000000E+03        -2.7640800000054327E+02                   1                   59                    0                   35                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    5                    0                    1                    0                    2                    0                   80                    0                 -103                 -149                   42                   88                   42                   46
                  44              4300000         7.6794267516555907E-04         1.0000000000000000E+03        -2.8074000000054514E+02                   1                   55                    0                   43                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    5                    0                    2                    1                    0                    0                   75                    0                 -113                 -164                   49                   99                   46                   58
                  45              4400000         9.4422584228134063E-04         1.0000000000000000E+03        -2.9477600000054434E+02                   1                   52                    0                   47                    0                    0                    1                    1                    0                    7                    0                    0                    0                    0                    0                    4                    0                    3                    0                    0                    0                   81                    0                 -124                 -181                   56                  109                   51                   67
