               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         3.2043394660778201E-06         1.0000000000000000E+03        -3.9305000000013067E+01                   0                    2                    0                   40                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -11                  -23                    0                   20                    2                    0
                   3               200000         3.9250356335854578E-06         1.0000000000000000E+03        -6.3788999999985343E+01                   0                   16                    0                   32                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    2                    1                    1                    0                   13                    0                  -19                  -28                    1                   21                    4                    0
                   4               300000         4.5558397055464167E-06         1.0000000000000000E+03        -6.2273999999974968E+01                   0                   12                    0                   24                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                   16                    0                  -19                  -29                    1                   22                    7                    1
                   5               400000         5.2475282974408050E-06         1.0000000000000000E+03        -7.0257999999655794E+01                   0                   14                    0                   26                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   18                    0                  -21                  -33                    2                   25                    9                    1
                   6               500000         6.0284796349622671E-06         1.0000000000000000E+03        -8.3928999999655844E+01                   0                   15                    0                   36                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   17                    0                  -21                  -38                    2                   25                    9                    1
                   7               600000         6.4724882952541233E-06         1.0000000000000000E+03        -9.2163999999655829E+01                   0                   13                    0                   40                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   19                    0                  -21                  -41                    2                   25                    9                    1
                   8               700000         6.8842978238716449E-06         1.0000000000000000E+03        -9.3210999999655840E+01                   0                   12                    0                   41                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   20                    0                  -21                  -42                    2                   25                    9                    1
                   9               800000         7.3238007175687784E-06         1.0000000000000000E+03        -9.7939999999655839E+01                   0                   12                    0                   43                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   20                    0                  -21                  -43                    2                   25                    9                    1
                  10               900000         7.7513800567969493E-06         1.0000000000000000E+03        -9.9272999999655866E+01                   0                   14                    0                   45                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   18                    0                  -21                  -44                    2                   25                   10                    1
