               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.6513944336004111E-06         1.0000000000000000E+03        -5.6205000000002350E+01                   0                   11                    0                   42                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                    7                    0                  -14                  -27                    0                   17                    2                    1
                   3               200000         2.1584690059334327E-06         1.0000000000000000E+03        -7.3601999999677403E+01                   0                   10                    0                   47                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                   12                    0                  -15                  -33                    0                   17                    3                    1
                   4               300000         2.5561489005825150E-06         1.0000000000000000E+03        -8.1538999999677429E+01                   0                   10                    0                   53                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                   12                    0                  -15                  -36                    0                   17                    3                    1
                   5               400000         2.9770055026278423E-06         1.0000000000000000E+03        -8.8681999999677402E+01                   0                    7                    0                   53                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                   15                    0                  -15                  -38                    0                   17                    3                    1
                   6               500000         3.3527474923256046E-06         1.0000000000000000E+03        -9.7107999999677460E+01                   0                    9                    0                   56                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                   17                    0                  -16                  -41                    0                   17                    4                    1
                   7               600000         3.6680054510880904E-06         1.0000000000000000E+03        -9.9266999999677324E+01                   0                   10                    0                   53                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                   20                    0                  -17                  -42                    0                   17                    5                    1
                   8               700000         4.0369636646260708E-06         1.0000000000000000E+03        -1.0370499999967716E+02                   0                   13                    0                   48                    0                    1                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                   21                    0                  -18                  -42                    0                   17                    6                    1
                   9               800000         4.3513842839988545E-06         1.0000000000000000E+03        -1.0843699999967724E+02                   0                   16                    0                   47                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    1                    1                    0                   23                    0                  -19                  -43                    1                   17                    6                    1
                  10               900000         4.6866090317056746E-06         1.0000000000000000E+03        -1.1909299999967713E+02                   0                   15                    0                   50                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    0                    0                   24                    0                  -19                  -46                    1                   17                    6                    1
                  11              1000000         4.9627585571047708E-06         1.0000000000000000E+03        -1.2632399999967740E+02                   0                   15                    0                   56                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    0                    0                   24                    0                  -19                  -49                    1                   17                    6                    1
                  12              1100000         5.2443103962643699E-06         1.0000000000000000E+03        -1.2631599999967807E+02                   0                   14                    0                   55                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    0                    0                   25                    0                  -19                  -49                    1                   17                    6                    1
                  13              1200000         5.5012823105581851E-06         1.0000000000000000E+03        -1.3415300000120575E+02                   0                   13                    0                   61                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   25                    0                  -19                  -52                    1                   17                    6                    1
                  14              1300000         5.7301339088989444E-06         1.0000000000000000E+03        -1.3880100000120584E+02                   0                   11                    0                   63                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   27                    0                  -19                  -54                    1                   17                    6                    1
                  15              1400000         5.9494273557634990E-06         1.0000000000000000E+03        -1.3811700000120587E+02                   0                   11                    0                   63                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   27                    0                  -19                  -54                    1                   17                    6                    1
                  16              1500000         6.1683061437486152E-06         1.0000000000000000E+03        -1.3931200000120580E+02                   0                   11                    0                   62                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   27                    0                  -19                  -54                    1                   17                    6                    1
                  17              1600000         6.3991156705229994E-06         1.0000000000000000E+03        -1.4036300000120582E+02                   0                   16                    0                   58                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                    0                   28                    0                  -20                  -54                    1                   17                    8                    1
                  18              1700000         6.6317632797101330E-06         1.0000000000000000E+03        -1.4249500000120560E+02                   0                   22                    0                   56                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   28                    0                  -22                  -54                    1                   17                    9                    1
                  19              1800000         6.8526472720206377E-06         1.0000000000000000E+03        -1.4686600000120561E+02                   0                   21                    0                   55                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    1                    0                   31                    0                  -22                  -55                    1                   17                    9                    1
                  20              1900000         7.0991421377777476E-06         1.0000000000000000E+03        -1.4894800000120571E+02                   0                   25                    0                   51                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    1                    0                   33                    0                  -24                  -55                    1                   17                   10                    1
                  21              2000000         7.3246021142786450E-06         1.0000000000000000E+03        -1.5151500000120555E+02                   0                   24                    0                   51                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    1                    0                   35                    0                  -24                  -56                    1                   17                   10                    1
                  22              2100000         7.5522196038002890E-06         1.0000000000000000E+03        -1.5475300000120575E+02                   0                   22                    0                   52                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    1                    0                   36                    0                  -24                  -57                    1                   17                   10                    1
                  23              2200000         7.7678898403043213E-06         1.0000000000000000E+03        -1.5499400000120576E+02                   0                   24                    0                   52                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    0                    0                   35                    0                  -24                  -57                    1                   17                   10                    1
                  24              2300000         7.9776680659464216E-06         1.0000000000000000E+03        -1.6249600000120569E+02                   0                   24                    0                   57                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   34                    0                  -24                  -59                    2                   17                   10                    1
                  25              2400000         8.1803266237608507E-06         1.0000000000000000E+03        -1.6584200000120546E+02                   0                   23                    0                   56                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    1                    0                   37                    0                  -24                  -60                    2                   17                   10                    1
                  26              2500000         8.4136591804455920E-06         1.0000000000000000E+03        -1.6848500000120561E+02                   0                   22                    0                   57                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    1                    0                   38                    0                  -24                  -61                    2                   17                   10                    1
                  27              2600000         1.3507071119104015E-05         1.0000000000000000E+03        -2.0880400000120517E+02                   0                   21                    1                   69                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    2                    0                    2                    0                    0                    0                   48                    0                  -28                  -75                    2                   17                   13                    1
                  28              2700000         1.7202816166716417E-05         1.0000000000000000E+03        -2.2120500000120529E+02                   0                   28                    0                   62                    0                    1                    0                    0                    0                    8                    0                    0                    0                    0                    0                    3                    0                    2                    1                    0                    0                   53                    0                  -31                  -77                    2                   17                   14                    2
                  29              2800000         1.8506702547436176E-05         1.0000000000000000E+03        -2.2583400000120525E+02                   0                   31                    1                   55                    0                    2                    0                    1                    0                    7                    0                    0                    0                    0                    0                    3                    0                    2                    1                    0                    0                   57                    0                  -34                  -77                    2                   17                   15                    2
