               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         2.0033402534060171E-05         1.1000000000000000E+03         3.3015999999999146E+01                   8                    1                    1                    0                    9                    1                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                    0                    0                    0                    2                    0                    0                    0                    6                    0                    0                  -31                    0                    7                   52                   -5                    0
                   3               200000         2.0351735504067988E-05         1.1000000000000000E+03         5.5640000000003930E+01                   8                    1                    5                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                    0                    0                    0                    5                    0                    0                    0                    4                    0                    0                  -43                    0                    7                   78                   -9                    0
                   4               300000         2.0667907337620446E-05         1.1000000000000000E+03         7.8799000000049418E+01                   8                    1                    3                    0                    4                    1                    0                    0                    0                    0                    0                    0                    0                    0                   26                    0                    0                    0                    0                    8                    0                    0                    0                   11                    0                    0                  -57                    0                    7                   98                   -7                    0
                   5               400000         2.0950575398817204E-05         1.1000000000000000E+03         9.4494000000049368E+01                   8                    1                    2                    0                    4                    1                    0                    0                    0                    0                    0                    0                    0                    0                   36                    0                    0                    0                    0                    9                    0                    0                    0                    3                    0                    0                  -60                    0                    7                  107                   -6                    0
                   6               500000         2.1245211397274944E-05         1.1000000000000000E+03         9.5949000000049367E+01                   8                    1                    5                    0                    5                    1                    0                    0                    0                    0                    0                    0                    0                    0                   36                    0                    0                    0                    0                    7                    0                    0                    0                   10                    0                    0                  -65                    0                    7                  115                   -9                    0
                   7               600000         2.1489334117314826E-05         1.1000000000000000E+03         1.0876700000004928E+02                   8                    1                    2                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                   39                    0                    0                    0                    0                   15                    0                    0                    0                    4                    0                    0                  -70                    0                    7                  122                   -6                    0
                   8               700000         2.1805118122802120E-05         1.1000000000000000E+03         1.1349400000004931E+02                   8                    1                    3                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                   39                    0                    0                    0                    0                   16                    0                    0                    0                    8                    0                    0                  -75                    0                    7                  129                   -7                    0
                   9               800000         2.2125191593411000E-05         1.1000000000000000E+03         1.1496300000004948E+02                   8                    1                    3                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                   39                    0                    0                    0                    0                   24                    0                    0                    0                    8                    0                    0                  -83                    0                    7                  136                   -7                    0
                  10               900000         2.2488951212355416E-05         1.1000000000000000E+03         1.2752900000005158E+02                   8                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   42                    0                    0                    1                    0                   27                    0                    0                    0                    6                    0                    0                  -88                    0                    7                  145                   -5                    0
                  11              1000000         2.2839710149226251E-05         1.1000000000000000E+03         1.2681300000005699E+02                   8                    1                    2                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   41                    0                    0                    1                    0                   22                    0                    0                    0                   11                    0                    0                  -87                    0                    7                  145                   -6                    0
                  12              1100000         2.3420529390714923E-05         1.1000000000000000E+03         1.1984900000009954E+02                   8                    1                    7                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   41                    0                    0                    1                    0                   25                    0                    0                    0                   12                    0                    0                  -91                    0                    7                  149                  -11                    0
                  13              1200000         2.3981929570108086E-05         1.1000000000000000E+03         1.3525100000012046E+02                   8                    1                    2                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                   46                    0                    0                    0                    0                   27                    0                    0                    0                    8                    0                    0                  -93                    0                    7                  153                   -6                    0
                  14              1300000         2.6118061010711341E-05         1.1000000000000000E+03         1.3963450000012838E+02                   9                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   47                    0                    0                    0                    0                   22                    0                    0                    0                   10                    0                    0                  -92                    0                    8                  157                   -7                    0
                  15              1400000         2.8587758712812499E-05         1.1000000000000000E+03         1.4504250000013067E+02                   9                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   51                    0                    0                    0                    0                   18                    0                    0                    0                   10                    0                    0                  -92                    0                    8                  161                   -8                    0
                  16              1500000         3.1338415939510011E-05         1.1000000000000000E+03         1.5517450000013116E+02                   9                    0                    4                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   56                    0                    0                    0                    0                   14                    0                    0                    0                    9                    0                    0                  -92                    0                    8                  165                   -8                    0
                  17              1600000         3.6797878075043259E-05         1.1000000000000000E+03         1.4765550000013113E+02                   9                    0                    9                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   57                    0                    0                    0                    0                   11                    0                    0                    0                   11                    0                    0                  -92                    0                    8                  167                  -13                    0
                  18              1700000         4.1091193664071254E-05         1.1000000000000000E+03         1.5680250000013140E+02                   9                    0                    6                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   59                    0                    0                    0                    0                    9                    0                    0                    0                   10                    0                    0                  -92                    0                   10                  169                  -11                    0
                  19              1800000         4.7527105966669976E-05         1.1000000000000000E+03         1.6279250000013141E+02                   9                    0                    5                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   62                    0                    0                    0                    0                    9                    0                    0                    0                    7                    0                    0                  -92                    0                   10                  171                  -10                    0
                  20              1900000         5.3017211125853119E-05         1.1000000000000000E+03         1.6054750000013155E+02                   9                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   58                    0                    0                    0                    0                    6                    0                    0                    0                   14                    0                    0                  -92                    0                   10                  171                  -11                    0
                  21              2000000         6.0218173269385661E-05         1.1000000000000000E+03         1.6395850000013132E+02                   9                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    9                    0                    0                    0                    8                    0                    0                  -92                    0                   10                  171                   -9                    0
                  22              2100000         6.4876755396628177E-05         1.1000000000000000E+03         1.6868550000013158E+02                   9                    0                    3                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   64                    0                    0                    0                    0                    8                    0                    0                    0                    6                    1                    0                  -92                    0                   11                  172                   -9                    0
                  23              2200000         7.0815738277842241E-05         1.1000000000000000E+03         1.5988550000013149E+02                   9                    0                    6                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   60                    0                    0                    0                    0                    6                    0                    0                    0                   11                    0                    0                  -92                    0                   12                  172                  -12                    0
                  24              2300000         7.7926595158334249E-05         1.1000000000000000E+03         1.5975550000013155E+02                   9                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   62                    0                    0                    0                    0                    5                    0                    0                    0                   10                    0                    0                  -92                    0                   12                  174                  -14                    0
                  25              2400000         8.6121364538960891E-05         1.1000000000000000E+03         1.6399850000013177E+02                   9                    0                    6                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    2                    0                    0                    0                   13                    0                    0                  -92                    0                   14                  175                  -13                    0
                  26              2500000         9.4265281661830571E-05         1.1000000000000000E+03         1.6945150000013157E+02                   9                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    4                    0                    0                    0                   10                    0                    0                  -92                    0                   16                  175                  -10                    0
                  27              2600000         1.0945931871590269E-04         1.1000000000000000E+03         1.6907150000013144E+02                   9                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   63                    0                    0                    0                    0                    6                    0                    0                    0                    6                    0                    0                  -92                    0                   16                  175                  -10                    0
                  28              2700000         1.2141804194076135E-04         1.1000000000000000E+03         1.6444350000013173E+02                   9                    0                    5                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   64                    0                    0                    0                    0                    4                    0                    0                    0                    6                    0                    0                  -92                    0                   18                  176                  -14                    0
                  29              2800000         1.3207658300327479E-04         1.1000000000000000E+03         1.5985950000013153E+02                   9                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   59                    0                    0                    0                    0                    3                    0                    0                    0                   10                    0                    0                  -92                    0                   22                  176                  -15                    0
                  30              2900000         1.4339031261559381E-04         1.1000000000000000E+03         1.5949350000013149E+02                   9                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   60                    0                    0                    0                    0                    4                    0                    0                    0                    6                    0                    0                  -92                    0                   26                  177                  -16                    0
                  31              3000000         1.5892673224306511E-04         1.1000000000000000E+03         1.5396550000013144E+02                   9                    0                    5                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   62                    0                    0                    0                    0                    3                    0                    0                    0                    3                    0                    0                  -92                    0                   30                  179                  -20                    0
                  32              3100000         1.8686860714640265E-04         1.1000000000000000E+03         1.5529350000013150E+02                   9                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   60                    0                    0                    0                    0                    1                    0                    0                    0                    6                    0                    0                  -92                    0                   32                  180                  -20                    0
                  33              3200000         2.1884883672383131E-04         1.1000000000000000E+03         1.5441450000013151E+02                   9                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                    0                  -92                    0                   38                  181                  -21                    0
                  34              3300000         2.5443893391551329E-04         1.1000000000000000E+03         1.5228150000013144E+02                   9                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   59                    0                    0                    0                    0                    1                    0                    0                    0                    4                    0                    0                  -92                    0                   38                  181                  -22                    0
                  35              3400000         2.6125246576217607E-04         1.1000000000000000E+03         1.4880000000013158E+02                   8                    1                    5                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                   58                    0                    0                    0                    0                    5                    0                    0                    0                    6                    0                    0                  -97                    0                   39                  185                  -25                    0
                  36              3500000         2.6171229600820573E-04         1.1000000000000000E+03         1.5632400000013132E+02                   8                    1                    2                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   56                    0                    0                    1                    0                    8                    0                    0                    0                   10                    0                    0                 -103                    0                   39                  191                  -22                    0
                  37              3600000         2.6219437065978378E-04         1.1000000000000000E+03         1.5285700000013105E+02                   8                    1                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   56                    0                    0                    1                    0                   11                    0                    0                    0                    8                    0                    0                 -104                    0                   39                  192                  -23                    0
                  38              3700000         2.6269414744765050E-04         1.1000000000000000E+03         1.5191600000013105E+02                   8                    1                    3                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                   55                    0                    0                    0                    0                   16                    0                    0                    0                    8                    0                    0                 -107                    0                   39                  193                  -23                    0
                  39              3800000         2.6312347123495317E-04         1.1000000000000000E+03         1.5441300000013106E+02                   8                    1                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   55                    0                    0                    1                    0                   16                    0                    0                    0                    8                    0                    0                 -108                    0                   39                  195                  -23                    0
                  40              3900000         2.6353790698202621E-04         1.1000000000000000E+03         1.5664300000013114E+02                   8                    1                    2                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   56                    0                    0                    1                    0                   16                    0                    0                    0                    7                    0                    0                 -108                    0                   39                  195                  -22                    0
                  41              4000000         2.6398676865474821E-04         1.1000000000000000E+03         1.5699000000013118E+02                   8                    1                    3                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                   57                    0                    0                    0                    0                   17                    0                    0                    0                    7                    0                    0                 -109                    0                   39                  197                  -23                    0
                  42              4100000         2.6456953267783823E-04         1.1000000000000000E+03         1.6041900000013126E+02                   8                    1                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   55                    0                    0                    1                    0                   13                    0                    0                    0                   12                    0                    0                 -109                    0                   39                  198                  -22                    0
                  43              4200000         2.9721958882269350E-04         1.1000000000000000E+03         1.7087050000013161E+02                   9                    0                    2                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    7                    0                    0                    0                   11                    0                    0                 -109                    0                   42                  205                  -23                    0
                  44              4300000         3.3061484505758545E-04         1.1000000000000000E+03         1.6509850000013171E+02                   9                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   63                    0                    0                    0                    0                    6                    0                    0                    0                   10                    0                    0                 -109                    0                   42                  207                  -28                    0
                  45              4400000         3.7164191898661839E-04         1.1000000000000000E+03         1.6622650000013164E+02                   9                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   63                    0                    0                    0                    0                    5                    0                    0                    0                    8                    0                    0                 -109                    0                   48                  209                  -29                    0
                  46              4500000         4.2078284034037489E-04         1.1000000000000000E+03         1.6493950000013186E+02                   9                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   66                    0                    0                    0                    0                    1                    0                    0                    0                    8                    0                    0                 -109                    0                   50                  213                  -33                    0
