               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         4.8503627557083253E-04         1.0000000000000000E+03         7.7029999999964378E+00                   0                    0                    0                    4                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                  -38                    8                   96                   31                    0
                   3               200000         7.9344178097384222E-04         1.0000000000000000E+03         1.0656999999996648E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -90                  -73                   22                  180                   60                    0
                   4               300000         1.1407633971349934E-03         1.0000000000000000E+03         1.2710999999993792E+01                   0                    2                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -131                 -109                   29                  261                   93                    0
                   5               400000         1.4614324433642671E-03         1.0000000000000000E+03         1.5376999999990787E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -156                 -131                   33                  311                  114                    0
                   6               500000         1.7566315417054681E-03         1.0000000000000000E+03         7.4220000000000441E+00                   0                    2                    0                    5                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -181                 -157                   36                  361                  136                    0
                   7               600000         2.0160787585947579E-03         1.0000000000000000E+03         9.0550000000041777E+00                   0                    1                    0                    3                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -214                 -187                   41                  427                  164                    0
                   8               700000         2.3521766840856281E-03         1.0000000000000000E+03         1.0216000000012306E+01                   0                    0                    0                    4                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -246                 -215                   49                  492                  188                    0
                   9               800000         2.8019370538780804E-03         1.0000000000000000E+03         7.5450000000108526E+00                   0                    2                    0                    5                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -295                 -256                   66                  589                  220                    0
                  10               900000         3.2435085950901503E-03         1.0000000000000000E+03         1.2745000000009652E+01                   0                    0                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -331                 -285                   78                  661                  244                    1
                  11              1000000         3.6009753637933524E-03         1.0000000000000000E+03         3.9630000000093659E+00                   0                    0                    0                    3                    0                    0                    4                    0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -362                 -315                   84                  723                  269                    1
                  12              1100000         3.9681850174677824E-03         1.0000000000000000E+03         1.1303000000008533E+01                   0                    2                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -395                 -344                   90                  787                  296                    2
                  13              1200000         4.3770507933346024E-03         1.0000000000000000E+03         1.6566000000007172E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -434                 -376                  101                  864                  324                    3
                  14              1300000         4.7529541108231772E-03         1.0000000000000000E+03         1.2999000000005250E+01                   0                    2                    0                    3                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -474                 -412                  112                  944                  353                    3
                  15              1400000         5.0156137487039976E-03         1.0000000000000000E+03         8.9480000000074238E+00                   0                    0                    0                    3                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -503                 -438                  120                 1003                  374                    3
                  16              1500000         5.4688480314130103E-03         1.0000000000000000E+03         1.1401000000006787E+01                   0                    2                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -546                 -473                  134                 1088                  403                    3
                  17              1600000         5.7890672858551860E-03         1.0000000000000000E+03         1.1911000000006203E+01                   0                    1                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -575                 -499                  141                 1145                  425                    4
                  18              1700000         6.1002270741741969E-03         1.0000000000000000E+03         1.9068000000003309E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -606                 -525                  148                 1207                  448                    5
                  19              1800000         6.5210927718567461E-03         1.0000000000000000E+03         1.5281000000003232E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -648                 -563                  158                 1290                  481                    5
                  20              1900000         6.9231538908496480E-03         1.0000000000000000E+03         7.7770000000027366E+00                   0                    1                    0                    6                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -690                 -600                  174                 1374                  507                    5
                  21              2000000         7.3698915667630618E-03         1.0000000000000000E+03         1.2237000000004175E+01                   0                    2                    0                    2                    0                    1                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -728                 -631                  184                 1450                  535                    5
                  22              2100000         7.8247595495590065E-03         1.0000000000000000E+03         1.6566000000002191E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -769                 -665                  195                 1532                  565                    5
                  23              2200000         8.3571575320577091E-03         1.0000000000000000E+03         1.2770999999999978E+01                   0                    1                    0                    1                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -812                 -703                  207                 1618                  596                    5
                  24              2300000         8.7520507972946773E-03         1.0000000000000000E+03         9.9429999999921108E+00                   0                    1                    1                    2                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -846                 -731                  220                 1685                  617                    5
                  25              2400000         8.9992430382403350E-03         1.0000000000000000E+03         1.4070999999990649E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -869                 -752                  224                 1732                  636                    6
                  26              2500000         9.4933814524241506E-03         1.0000000000000000E+03         1.4111999999986528E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -918                 -795                  236                 1830                  673                    6
                  27              2600000         1.0047614157244809E-02         1.0000000000000000E+03         1.3972999999985147E+01                   0                    0                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -966                 -836                  252                 1925                  705                    7
                  28              2700000         1.0451095909070894E-02         1.0000000000000000E+03         1.1557999999985425E+01                   0                    0                    0                    1                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1004                 -869                  263                 2000                  732                    8
                  29              2800000         1.0768133486989297E-02         1.0000000000000000E+03         1.1524999999983732E+01                   0                    1                    0                    4                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1040                 -901                  272                 2071                  759                    8
                  30              2900000         1.1201154390714689E-02         1.0000000000000000E+03         1.5283999999984392E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1087                 -940                  286                 2164                  792                    9
                  31              3000000         1.1712722924196688E-02         1.0000000000000000E+03         1.1288999999982265E+01                   0                    1                    0                    4                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                -1134                 -983                  296                 2258                  828                    9
                  32              3100000         1.2202803687481887E-02         1.0000000000000000E+03         1.3931999999980821E+01                   0                    0                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1179                -1022                  310                 2347                  860                   11
                  33              3200000         1.2593082007135530E-02         1.0000000000000000E+03         1.5283999999983031E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1217                -1058                  314                 2420                  894                   13
                  34              3300000         1.2996379171818673E-02         1.0000000000000000E+03         1.0242999999975330E+01                   0                    1                    0                    3                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1255                -1094                  322                 2495                  924                   14
                  35              3400000         1.3413243538885617E-02         1.0000000000000000E+03         1.1097999999973542E+01                   0                    2                    0                    5                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                -1301                -1134                  335                 2584                  956                   16
                  36              3500000         1.3921814818508410E-02         1.0000000000000000E+03         1.2767999999967897E+01                   0                    2                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1354                -1177                  355                 2690                  990                   17
                  37              3600000         1.4212621082502265E-02         1.0000000000000000E+03         1.2728999999979115E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1385                -1203                  367                 2753                 1009                   17
                  38              3700000         1.4674294827245978E-02         1.0000000000000000E+03         1.4070999999981835E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1427                -1236                  383                 2837                 1035                   17
                  39              3800000         1.5049063216913086E-02         1.0000000000000000E+03         1.0175999999965768E+01                   0                    0                    0                    4                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1469                -1275                  392                 2921                 1068                   17
                  40              3900000         1.5391279005329160E-02         1.0000000000000000E+03         1.1578999999964109E+01                   0                    2                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1517                -1315                  406                 3016                 1102                   17
                  41              4000000         1.5861577116773086E-02         1.0000000000000000E+03         7.1479999999652826E+00                   0                    1                    0                    5                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                -1559                -1353                  418                 3100                 1132                   17
                  42              4100000         1.6190819234133163E-02         1.0000000000000000E+03         7.6049999999608993E+00                   0                    0                    0                    6                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1600                -1390                  428                 3181                 1163                   19
                  43              4200000         1.6721903785652480E-02         1.0000000000000000E+03         1.2628999999961747E+01                   0                    2                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1654                -1436                  440                 3288                 1205                   19
                  44              4300000         1.7125706797905794E-02         1.0000000000000000E+03         1.1542999999960298E+01                   0                    0                    0                    3                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1695                -1473                  450                 3370                 1236                   20
                  45              4400000         1.7692993719056228E-02         1.0000000000000000E+03         1.3972999999958422E+01                   0                    0                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1749                -1514                  476                 3477                 1264                   21
