               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         9.9195395961306164E-06         1.0000000000000000E+03        -5.9570000000426182E+00                   0                    1                    0                   13                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                  -15                  -16                    0                   26                    7                    3
                   3               200000         1.4106117082778153E-05         1.0000000000000000E+03        -1.3687000000054116E+01                   0                    0                    0                   20                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -19                  -24                    0                   32                   10                    5
                   4               300000         1.6293334409129780E-05         1.0000000000000000E+03        -1.8338000000056770E+01                   0                    4                    0                   22                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -22                  -28                    0                   35                   13                    6
                   5               400000         1.7851372473193137E-05         1.0000000000000000E+03        -3.1332000000057622E+01                   0                    3                    0                   31                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                  -22                  -33                    0                   35                   13                    6
                   6               500000         1.9387537321821835E-05         1.0000000000000000E+03        -3.6744000000057667E+01                   0                    3                    0                   35                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                  -22                  -35                    0                   35                   13                    6
                   7               600000         2.0550207922293357E-05         1.0000000000000000E+03        -3.6788000000057643E+01                   0                    4                    0                   29                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                  -23                  -35                    0                   36                   15                    6
                   8               700000         2.1528074358519594E-05         1.0000000000000000E+03        -4.7861000000057643E+01                   0                    8                    0                   29                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                  -25                  -38                    0                   36                   16                    6
                   9               800000         2.2535529610111277E-05         1.0000000000000000E+03        -4.8032000000057643E+01                   0                    8                    0                   24                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   12                    0                  -26                  -38                    0                   36                   17                    6
                  10               900000         2.3637343342847735E-05         1.0000000000000000E+03        -5.2686000000057611E+01                   0                   10                    0                   24                    0                    0                    1                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   10                    0                  -26                  -39                    1                   36                   18                    6
                  11              1000000         2.4553874159881624E-05         1.0000000000000000E+03        -5.2778000000057645E+01                   0                   10                    0                   27                    0                    0                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   10                    0                  -27                  -41                    1                   38                   19                    6
