               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         5.8658059993791223E-07         1.1000000000000000E+03        -2.1049999999999951E+00                   4                    0                    0                    0                    1                    1                    0                    0                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    5                   -1                    0
                   3               200000         6.7952593581541339E-07         1.1000000000000000E+03        -3.1794999999999920E+00                   5                    0                    1                    0                    1                    1                    0                    0                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    7                   -2                    0
                   4               300000         7.5379911651486427E-07         1.1000000000000000E+03        -3.7474999999999903E+00                   5                    1                    0                    0                    0                    2                    0                    0                    0                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    7                   -2                    0
                   5               400000         8.8860595972368374E-07         1.1000000000000000E+03        -5.6620000000000008E+00                   6                    1                    0                    0                    1                    1                    0                    0                    0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    7                   -3                    0
                   6               500000         1.1908252156104244E-06         1.1000000000000000E+03        -5.9165000000000099E+00                   7                    0                    0                    0                    1                    1                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    7                   -3                    0
                   7               600000         4.3653967488108403E-06         1.1000000000000000E+03        -5.3420000000003682E+00                   8                    1                    1                    0                    2                    2                    0                    0                    0                    0                    5                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -7                    0                    1                   11                   -5                    1
                   8               700000         2.0492051984518239E-05         1.1000000000000000E+03        -7.0610000000008100E+00                   8                    1                    0                    0                    3                    1                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -8                    0                    6                   13                   -7                    1
                   9               800000         3.0624838779767970E-05         1.1000000000000000E+03        -9.7370000000010570E+00                   8                    1                    0                    0                    0                    0                    0                    0                    0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -8                    0                   10                   15                  -11                    1
                  10               900000         3.7792061752110248E-05         1.1000000000000000E+03        -1.1680500000001217E+01                   9                    0                    1                    0                    0                    0                    0                    0                    0                    0                   11                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -8                    0                   10                   15                  -12                    1
                  11              1000000         4.5963720305843258E-05         1.1000000000000000E+03        -1.3715000000001467E+01                   8                    1                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -8                    0                   13                   15                  -14                    1
                  12              1100000         5.8696058791770302E-05         1.1000000000000000E+03        -1.8986000000002218E+01                   8                    1                    0                    0                    0                    0                    0                    0                    0                    0                   17                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -9                    0                   19                   17                  -19                    1
