               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         3.9143395150727443E-06         1.1000000000000000E+03        -1.0631149999999654E+02                   9                    0                   27                    0                   18                    0                    0                    0                    0                    0                   26                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -10                    0                   30                   10                  -56                    0
                   3               200000         4.8408525031694530E-06         1.1000000000000000E+03        -1.3049750000000088E+02                   7                    2                   37                    0                   30                    0                    0                    0                    0                    0                   22                    0                    0                    0                    3                    0                    0                    2                    0                    0                    0                    0                    0                    0                    4                    0                  -15                    0                   31                   10                  -67                    1
                   4               300000         5.0654531487717553E-06         1.1000000000000000E+03        -1.3452050000000099E+02                   7                    2                   39                    0                   26                    0                    0                    0                    0                    0                   20                    0                    0                    1                    1                    0                    0                    2                    0                    0                    0                    0                    0                    2                    6                    0                  -16                    0                   32                   12                  -70                    1
                   5               400000         5.3792424483432939E-06         1.1000000000000000E+03        -1.3076150000001348E+02                   7                    2                   38                    0                   23                    1                    0                    0                    0                    0                   18                    0                    0                    1                    2                    0                    0                    2                    0                    0                    0                    0                    0                    1                    7                    0                  -17                    0                   33                   15                  -69                    1
                   6               500000         5.7384626369994859E-06         1.1000000000000000E+03        -1.3627050000002427E+02                   7                    2                   39                    0                   24                    2                    0                    0                    0                    0                   17                    0                    0                    2                    1                    0                    0                    2                    0                    0                    0                    0                    0                    2                    8                    0                  -18                    0                   34                   15                  -71                    1
                   7               600000         5.9546033059322717E-06         1.1000000000000000E+03        -1.2946050000003004E+02                   7                    1                   36                    0                   26                    0                    0                    0                    0                    0                   20                    0                    0                    1                    2                    0                    0                    2                    0                    0                    0                    0                    0                    1                    7                    0                  -18                    0                   38                   16                  -70                    1
                   8               700000         6.0668036161901467E-06         1.1000000000000000E+03        -1.3511750000003394E+02                   7                    1                   38                    0                   25                    1                    0                    0                    0                    0                   20                    0                    0                    1                    3                    0                    0                    2                    0                    1                    0                    0                    0                    0                    8                    0                  -19                    0                   39                   17                  -73                    1
                   9               800000         6.1925524690652885E-06         1.1000000000000000E+03        -1.5030150000003391E+02                   7                    1                   44                    0                   27                    2                    0                    0                    0                    0                   20                    0                    0                    1                    2                    0                    0                    1                    1                    1                    0                    0                    0                    1                    7                    0                  -20                    0                   40                   17                  -79                    1
                  10               900000         6.3342299247968030E-06         1.1000000000000000E+03        -1.4864150000003400E+02                   7                    2                   45                    0                   26                    1                    0                    0                    0                    0                   20                    0                    0                    0                    2                    0                    0                    1                    0                    1                    0                    0                    0                    1                    6                    0                  -19                    0                   40                   17                  -80                    2
                  11              1000000         6.8183183134730394E-06         1.1000000000000000E+03        -1.4402850000003235E+02                   7                    3                   42                    0                   31                    1                    0                    0                    0                    0                   14                    0                    0                    1                    1                    0                    0                    1                    0                    0                    0                    0                    0                    1                    7                    0                  -21                    0                   42                   18                  -77                    3
                  12              1100000         7.0681674830015164E-06         1.1000000000000000E+03        -1.6124550000003208E+02                   7                    3                   50                    0                   35                    1                    0                    0                    0                    0                   15                    0                    0                    1                    3                    0                    0                    1                    0                    0                    0                    0                    0                    0                    6                    0                  -22                    0                   42                   19                  -85                    3
                  13              1200000         7.2781535815068765E-06         1.1000000000000000E+03        -1.5661650000003212E+02                   7                    3                   48                    0                   34                    1                    0                    0                    0                    0                   14                    0                    0                    1                    3                    0                    0                    1                    0                    0                    0                    0                    0                    0                    7                    0                  -22                    0                   42                   19                  -83                    3
                  14              1300000         7.4879818395138695E-06         1.1000000000000000E+03        -1.5562350000003204E+02                   7                    3                   47                    0                   34                    1                    0                    0                    0                    0                   14                    0                    0                    0                    3                    0                    0                    1                    0                    0                    0                    0                    0                    0                    7                    0                  -22                    0                   43                   19                  -82                    3
                  15              1400000         7.7350800120464214E-06         1.1000000000000000E+03        -1.5647950000003212E+02                   7                    3                   47                    0                   36                    1                    0                    0                    0                    0                   14                    0                    0                    0                    3                    0                    0                    2                    0                    0                    0                    0                    0                    0                    7                    0                  -23                    0                   43                   19                  -82                    3
