               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.6476271297106309E-04         1.0000000000000000E+03        -2.6519999999999073E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   3                16000         2.2701418406957246E-04         1.0000000000000000E+03        -2.6519999999998429E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   4                24000         2.8976585875660195E-04         1.0000000000000000E+03        -2.6519999999997625E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   5                32000         3.5122910007324482E-04         1.0000000000000000E+03        -2.6519999999996622E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   6                40000         3.9778025973081523E-04         1.0000000000000000E+03        -5.3039999999999603E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                   7                48000         4.2863974613199004E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                   8                56000         4.5047413310568383E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                   9                64000         4.7182421353965073E-04         1.0000000000000000E+03        -7.8900000000004589E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  10                72000         4.9334827675320120E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  11                80000         5.1442623289557838E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  12                88000         5.3606229400760745E-04         1.0000000000000000E+03        -7.9230000000004583E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  13                96000         5.5748877285120737E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  14               104000         5.7874216857556067E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  15               112000         6.0009656966626993E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  16               120000         6.2168436474918610E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  17               128000         6.4329332226757501E-04         1.0000000000000000E+03        -7.9560000000004578E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  18               136000         6.6477294253486472E-04         1.0000000000000000E+03        -7.9230000000004583E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  19               144000         6.8598366449379986E-04         1.0000000000000000E+03        -1.0542000000000456E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                  20               152000         7.0241440128325202E-04         1.0000000000000000E+03        -1.0542000000000456E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                  21               160000         7.1589025093040293E-04         1.0000000000000000E+03        -1.3260000000000460E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  22               168000         7.2925351298826224E-04         1.0000000000000000E+03        -1.3260000000000460E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  23               176000         7.4270494242312517E-04         1.0000000000000000E+03        -1.3194000000000457E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  24               184000         7.5604824392996612E-04         1.0000000000000000E+03        -1.3227000000000459E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  25               192000         7.6901647461210425E-04         1.0000000000000000E+03        -1.3260000000000460E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  26               200000         7.8277292201705292E-04         1.0000000000000000E+03        -1.3227000000000459E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  27               208000         7.9650320684213234E-04         1.0000000000000000E+03        -1.3260000000000460E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
                  28               216000         8.0992283276651897E-04         1.0000000000000000E+03        -1.3194000000000457E+01                   0                    0                   10                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                    0                    0                    0
