               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         2.2770835721430496E-03         1.0000000000000000E+03         1.7018999999995398E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                  -39                  -20                   20                   77                   10                    0
                   3               200000         5.5059726610321427E-03         1.0000000000000000E+03         1.4111999999989459E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -82                  -51                   46                  164                   27                    0
                   4               300000         9.5163797948012198E-03         1.0000000000000000E+03         1.5298999999983597E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -124                  -83                   66                  248                   49                    0
                   5               400000         1.4139270860294040E-02         1.0000000000000000E+03         1.2901999999978546E+01                   0                    3                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -170                 -111                  101                  338                   60                    0
                   6               500000         1.6677728996336974E-02         1.0000000000000000E+03         1.2728999999973883E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -203                 -134                  124                  406                   70                    0
                   7               600000         1.9863524308413549E-02         1.0000000000000000E+03         1.4052999999970860E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -237                 -154                  149                  473                   79                    0
                   8               700000         2.2914584225046258E-02         1.0000000000000000E+03         1.4575999999967644E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -274                 -180                  172                  547                   94                    0
                   9               800000         2.7229486038263487E-02         1.0000000000000000E+03         1.4593999999964561E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -315                 -207                  201                  630                  106                    0
                  10               900000         2.8535789129628071E-02         1.0000000000000000E+03         1.6661999999962884E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -338                 -220                  218                  675                  111                    0
                  11              1000000         3.1804649383834399E-02         1.0000000000000000E+03         1.8792999999956386E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                 -374                 -245                  238                  747                  126                    0
                  12              1100000         3.4602819334015232E-02         1.0000000000000000E+03         1.4111999999953769E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -405                 -266                  262                  810                  134                    0
                  13              1200000         3.8307350099815743E-02         1.0000000000000000E+03         1.3197999999947603E+01                   0                    0                    0                    2                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -444                 -294                  285                  888                  150                    0
                  14              1300000         4.1182096661450313E-02         1.0000000000000000E+03         1.6565999999940708E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -472                 -312                  302                  943                  161                    0
                  15              1400000         4.3368269598934660E-02         1.0000000000000000E+03         1.6661999999937425E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -507                 -337                  322                 1013                  176                    0
                  16              1500000         4.5337272943754121E-02         1.0000000000000000E+03         1.6992999999934948E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -534                 -354                  341                 1067                  183                    0
                  17              1600000         4.8706077611792346E-02         1.0000000000000000E+03         1.1543999999931080E+01                   0                    0                    0                    3                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -568                 -378                  366                 1136                  193                    0
                  18              1700000         5.0583053719159207E-02         1.0000000000000000E+03         1.3249999999928095E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -598                 -396                  389                 1195                  201                    0
                  19              1800000         5.3260483748713471E-02         1.0000000000000000E+03         1.0213999999925536E+01                   0                    2                    0                    1                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -630                 -419                  407                 1259                  214                    0
                  20              1900000         5.8381112195434716E-02         1.0000000000000000E+03         1.4715999999920838E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -677                 -449                  440                 1353                  229                    0
                  21              2000000         6.1108855052280378E-02         1.0000000000000000E+03         1.5257999999918514E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -705                 -468                  458                 1410                  238                    0
                  22              2100000         6.3712657692364130E-02         1.0000000000000000E+03         1.2744999999915404E+01                   0                    0                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -732                 -486                  477                 1464                  246                    0
                  23              2200000         6.6467908338836520E-02         1.0000000000000000E+03         1.4096999999912205E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -773                 -517                  495                 1545                  269                    0
                  24              2300000         6.9663321781880824E-02         1.0000000000000000E+03         1.4096999999906016E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -810                 -540                  524                 1618                  277                    1
                  25              2400000         7.2836598778196385E-02         1.0000000000000000E+03         1.3308999999888600E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -841                 -562                  545                 1681                  288                    1
                  26              2500000         7.5225408229397356E-02         1.0000000000000000E+03         1.4052999999887168E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -868                 -578                  564                 1734                  295                    1
                  27              2600000         7.9428511041824426E-02         1.0000000000000000E+03         1.6565999999884038E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -916                 -610                  595                 1830                  312                    1
                  28              2700000         8.3974564701289320E-02         1.0000000000000000E+03         1.5751999999881232E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -968                 -646                  629                 1935                  330                    1
                  29              2800000         8.8420442463965160E-02         1.0000000000000000E+03         1.5298999999878358E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1007                 -674                  651                 2013                  347                    1
                  30              2900000         9.2896235174304675E-02         1.0000000000000000E+03         1.5298999999875726E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1057                 -709                  681                 2113                  367                    1
                  31              3000000         9.6841580621793599E-02         1.0000000000000000E+03         1.6609999999873054E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1103                 -740                  709                 2204                  385                    1
                  32              3100000         1.0049404636910592E-01         1.0000000000000000E+03         1.9341999999871103E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                -1137                 -763                  729                 2272                  398                    1
                  33              3200000         1.0571692593860292E-01         1.0000000000000000E+03         1.4111999999867633E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1176                 -791                  755                 2351                  412                    1
                  34              3300000         1.0909015758611930E-01         1.0000000000000000E+03         1.1492999999857171E+01                   0                    0                    0                    3                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1224                 -827                  781                 2447                  434                    1
                  35              3400000         1.1224185378490993E-01         1.0000000000000000E+03         1.2863999999855801E+01                   0                    2                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1257                 -848                  803                 2512                  445                    1
                  36              3500000         1.1671056897288103E-01         1.0000000000000000E+03         1.4111999999853348E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1304                 -880                  834                 2606                  461                    2
                  37              3600000         1.1906707286500487E-01         1.0000000000000000E+03         2.1235999999850122E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                -1342                 -904                  856                 2681                  475                    2
                  38              3700000         1.2264860792524458E-01         1.0000000000000000E+03         1.4052999999847993E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1384                 -934                  885                 2765                  490                    2
                  39              3800000         1.2527932285982910E-01         1.0000000000000000E+03         1.4283999999845843E+01                   0                    2                    0                    2                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                -1421                 -962                  904                 2839                  508                    2
                  40              3900000         1.2851921640739050E-01         1.0000000000000000E+03         1.5197999999843459E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1465                 -992                  932                 2926                  524                    3
                  41              4000000         1.3181821158860646E-01         1.0000000000000000E+03         1.2023999999840830E+01                   0                    0                    0                    3                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1511                -1024                  964                 3019                  539                    3
