               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         5.1178301712157825E-05         1.0000000000000000E+03        -1.7440000000070524E+00                   0                    1                    0                   11                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                  -34                  -24                   16                   66                    9                    1
                   3               200000         9.2773813149274695E-05         1.0000000000000000E+03         1.9347999999982648E+01                   0                    1                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    1                    0                  -63                  -37                   33                  124                   18                    1
                   4               300000         1.3169679634740861E-04         1.0000000000000000E+03         1.2399999999810445E+00                   0                    1                    0                    9                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                  -86                  -57                   52                  169                   24                    2
                   5               400000         1.5617057470625821E-04         1.0000000000000000E+03         6.3929999999733109E+00                   0                    2                    0                    4                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -107                  -70                   66                  209                   32                    4
                   6               500000         1.9054886239573842E-04         1.0000000000000000E+03         2.0223999999984251E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -134                  -86                   82                  260                   41                    7
                   7               600000         2.3362516808955643E-04         1.0000000000000000E+03         1.2603999999964707E+01                   0                    1                    0                    3                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -159                 -101                  107                  310                   42                    7
                   8               700000         3.0219005922695887E-04         1.0000000000000000E+03         1.4119999999955308E+01                   0                    7                    0                    6                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    3                    0                    0                    0                 -199                 -125                  137                  385                   49                    9
                   9               800000         3.5545885909316608E-04         1.0000000000000000E+03         1.8716999999944669E+01                   0                    2                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    0                 -224                 -140                  158                  437                   54                   10
                  10               900000         3.9725201940589086E-04         1.0000000000000000E+03         8.6649999999229230E+00                   0                    1                    0                    6                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -256                 -162                  186                  500                   60                   11
                  11              1000000         4.3071622553296826E-04         1.0000000000000000E+03         1.6976999999912010E+01                   0                    3                    0                    4                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                    0                    0                 -286                 -180                  205                  556                   68                   14
                  12              1100000         4.6309612461646187E-04         1.0000000000000000E+03         1.1352999999901721E+01                   0                    1                    0                    5                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    1                    0                 -309                 -198                  224                  600                   74                   17
                  13              1200000         4.9793811780916917E-04         1.0000000000000000E+03         1.2524999999903407E+01                   0                    1                    0                    3                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -334                 -215                  239                  650                   85                   17
                  14              1300000         5.4173717335766094E-04         1.0000000000000000E+03         1.6095999999892410E+01                   0                    2                    0                    4                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    0                 -363                 -231                  262                  708                   89                   17
                  15              1400000         5.7872937629803564E-04         1.0000000000000000E+03         6.1909999998860581E+00                   0                    2                    0                    6                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -384                 -248                  278                  749                   96                   18
