               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                 H2O*                  OH*                   O*                   H*                COOH*                   CO                  H2O                   H2                  CO2                   O2
                 378               377000         3.2954129107358211E-03         8.0000000000000000E+02        -6.3980000000458217E+00                   2                    0                    1                    0                    5                    0                 -117                 -116                  113                  115                    0
                 379               378000         3.2960467510564926E-03         8.0000000000000000E+02        -6.3980000000458217E+00                   2                    0                    1                    0                    5                    0                 -117                 -116                  113                  115                    0
                 380               379000         3.2967103297748069E-03         8.0000000000000000E+02        -6.3980000000458217E+00                   2                    0                    1                    0                    5                    0                 -117                 -116                  113                  115                    0
                 381               380000         3.2973240587318804E-03         8.0000000000000000E+02        -6.3980000000458217E+00                   2                    0                    1                    0                    5                    0                 -117                 -116                  113                  115                    0
                 382               381000         3.2979233271096552E-03         8.0000000000000000E+02        -6.3980000000458217E+00                   2                    0                    1                    0                    5                    0                 -117                 -116                  113                  115                    0
                 383               382000         3.2985561518166012E-03         8.0000000000000000E+02        -5.7540000000458225E+00                   2                    1                    0                    0                    2                    0                 -117                 -116                  114                  115                    0
                 384               383000         3.2991788861467817E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 385               384000         3.2998319340872763E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 386               385000         3.3078873442964145E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 387               386000         3.3085099288310059E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 388               387000         3.3091592581478767E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 389               388000         3.3097961855339101E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 390               389000         3.3104913192113007E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 391               390000         3.3111258762545401E-03         8.0000000000000000E+02        -7.2370000000458221E+00                   3                    0                    1                    0                    3                    0                 -118                 -116                  114                  115                    0
                 392               391000         3.3552393032206650E-03         8.0000000000000000E+02        -9.0690000000464259E+00                   3                    1                    0                    0                    4                    0                 -119                 -117                  114                  116                    0
                 393               392000         3.4221360983536890E-03         8.0000000000000000E+02        -1.1508000000046611E+01                   4                    2                    0                    0                    4                    0                 -122                 -120                  116                  118                    0
                 394               393000         3.4331593587751080E-03         8.0000000000000000E+02        -9.0690000000467137E+00                   3                    1                    0                    0                    4                    0                 -122                 -120                  117                  119                    0
                 395               394000         3.4522000893023514E-03         8.0000000000000000E+02        -1.1508000000047046E+01                   4                    2                    0                    0                    4                    0                 -123                 -121                  117                  119                    0
                 396               395000         3.4526755362725200E-03         8.0000000000000000E+02        -1.1508000000047046E+01                   4                    2                    0                    0                    4                    0                 -123                 -121                  117                  119                    0
                 397               396000         3.4592333923473950E-03         8.0000000000000000E+02        -9.0690000000475148E+00                   3                    1                    0                    0                    4                    0                 -123                 -121                  118                  120                    0
                 398               397000         3.4619031571288855E-03         8.0000000000000000E+02        -7.1710000000483891E+00                   3                    0                    1                    0                    3                    0                 -123                 -121                  119                  120                    0
                 399               398000         3.4646787102540506E-03         8.0000000000000000E+02        -4.9150000000485399E+00                   1                    1                    0                    0                    4                    0                 -123                 -123                  120                  122                    0
                 400               399000         3.4653082890245962E-03         8.0000000000000000E+02        -4.9150000000485399E+00                   1                    1                    0                    0                    4                    0                 -123                 -123                  120                  122                    0
                 401               400000         3.4658878382830874E-03         8.0000000000000000E+02        -3.0830000000485400E+00                   1                    0                    1                    0                    3                    0                 -123                 -123                  121                  122                    0
                 402               401000         3.4665063952019986E-03         8.0000000000000000E+02        -4.0390000000485404E+00                   1                    2                    0                    0                    2                    0                 -123                 -124                  121                  122                    0
                 403               402000         3.4668913966915582E-03         8.0000000000000000E+02        -4.0390000000485404E+00                   1                    2                    0                    0                    2                    0                 -123                 -124                  121                  122                    0
                 404               403000         3.4674542652302219E-03         8.0000000000000000E+02        -3.0830000000485400E+00                   1                    0                    1                    0                    3                    0                 -123                 -123                  121                  122                    0
                 405               404000         3.4680180577531029E-03         8.0000000000000000E+02        -4.0390000000485404E+00                   1                    2                    0                    0                    2                    0                 -123                 -124                  121                  122                    0
                 406               405000         3.4683388754064579E-03         8.0000000000000000E+02        -4.0390000000485404E+00                   1                    2                    0                    0                    2                    0                 -123                 -124                  121                  122                    0
                 407               406000         3.4686440825646724E-03         8.0000000000000000E+02        -4.0390000000485404E+00                   1                    2                    0                    0                    2                    0                 -123                 -124                  121                  122                    0
                 408               407000         3.4689820656024404E-03         8.0000000000000000E+02        -3.0830000000485400E+00                   1                    0                    1                    0                    3                    0                 -123                 -123                  121                  122                    0
                 409               408000         3.4696385848401387E-03         8.0000000000000000E+02        -3.0830000000485400E+00                   1                    0                    1                    0                    3                    0                 -123                 -123                  121                  122                    0
                 410               409000         3.4702868720856987E-03         8.0000000000000000E+02        -3.0830000000485400E+00                   1                    0                    1                    0                    3                    0                 -123                 -123                  121                  122                    0
                 411               410000         3.4780254082216562E-03         8.0000000000000000E+02        -5.7540000000485403E+00                   2                    1                    0                    0                    2                    0                 -124                 -123                  121                  122                    0
                 412               411000         3.4791675213148910E-03         8.0000000000000000E+02        -5.7540000000485403E+00                   2                    1                    0                    0                    2                    0                 -124                 -123                  121                  122                    0
                 413               412000         3.4856832696554571E-03         8.0000000000000000E+02        -7.2160000000490410E+00                   3                    0                    1                    0                    3                    0                 -126                 -124                  122                  123                    0
                 414               413000         3.4865669166080832E-03         8.0000000000000000E+02        -7.2160000000499291E+00                   3                    0                    1                    0                    3                    0                 -126                 -124                  122                  123                    0
                 415               414000         3.5002545112851825E-03         8.0000000000000000E+02        -1.1325000000049918E+01                   5                    0                    1                    0                    3                    0                 -128                 -124                  122                  123                    0
                 416               415000         3.5383283777519581E-03         8.0000000000000000E+02        -9.9080000000499044E+00                   4                    1                    0                    0                    2                    0                 -130                 -127                  125                  126                    0
                 417               416000         3.5837184783112132E-03         8.0000000000000000E+02        -1.0531000000049929E+01                   4                    0                    1                    0                    5                    0                 -133                 -130                  127                  129                    0
                 418               417000         3.5881586426169780E-03         8.0000000000000000E+02        -9.9080000000499311E+00                   4                    1                    0                    0                    2                    0                 -133                 -130                  128                  129                    0
                 419               418000         3.5887336169120108E-03         8.0000000000000000E+02        -9.0690000000505346E+00                   3                    1                    0                    0                    4                    0                 -133                 -131                  128                  130                    0
                 420               419000         3.5893599211093232E-03         8.0000000000000000E+02        -7.2370000000507817E+00                   3                    0                    1                    0                    3                    0                 -133                 -131                  129                  130                    0
                 421               420000         3.5950703021637729E-03         8.0000000000000000E+02        -6.3770000000514919E+00                   2                    0                    1                    0                    5                    0                 -133                 -132                  129                  131                    0
                 422               421000         3.5959620337113400E-03         8.0000000000000000E+02        -6.3770000000514919E+00                   2                    0                    1                    0                    5                    0                 -133                 -132                  129                  131                    0
                 423               422000         3.5968597082467698E-03         8.0000000000000000E+02        -6.3770000000514919E+00                   2                    0                    1                    0                    5                    0                 -133                 -132                  129                  131                    0
                 424               423000         3.6107793149455242E-03         8.0000000000000000E+02        -7.1950000000522136E+00                   3                    0                    1                    0                    3                    0                 -134                 -132                  130                  131                    0
                 425               424000         3.6115391140131856E-03         8.0000000000000000E+02        -6.5930000000523901E+00                   3                    1                    0                    0                    0                    0                 -134                 -132                  131                  131                    0
                 426               425000         3.6239231458045844E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 427               426000         3.6245185844034928E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 428               427000         3.6251359378824894E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 429               428000         3.6258216041339763E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 430               429000         3.6264338545001968E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 431               430000         3.6270759618481233E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 432               431000         3.6277336367509768E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 433               432000         3.6297075905992820E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 434               433000         3.6305973842608941E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 435               434000         3.6315139841002417E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -134                 -133                  131                  132                    0
                 436               435000         3.6519487296875759E-03         8.0000000000000000E+02        -4.9150000000523892E+00                   1                    1                    0                    0                    4                    0                 -134                 -134                  131                  133                    0
                 437               436000         3.6527906499621977E-03         8.0000000000000000E+02        -4.9150000000523892E+00                   1                    1                    0                    0                    4                    0                 -134                 -134                  131                  133                    0
                 438               437000         3.6537669026767547E-03         8.0000000000000000E+02        -3.0620000000523895E+00                   1                    0                    1                    0                    3                    0                 -134                 -134                  132                  133                    0
                 439               438000         3.6546853098103839E-03         8.0000000000000000E+02        -3.0620000000523895E+00                   1                    0                    1                    0                    3                    0                 -134                 -134                  132                  133                    0
                 440               439000         3.6553280289897548E-03         8.0000000000000000E+02        -3.0830000000523894E+00                   1                    0                    1                    0                    3                    0                 -134                 -134                  132                  133                    0
                 441               440000         3.6654039239555143E-03         8.0000000000000000E+02        -4.0390000000523898E+00                   1                    2                    0                    0                    2                    0                 -134                 -135                  132                  133                    0
                 442               441000         3.6657701350410244E-03         8.0000000000000000E+02        -5.5220000000523894E+00                   2                    1                    1                    0                    3                    0                 -135                 -135                  132                  133                    0
                 443               442000         3.6661327038931281E-03         8.0000000000000000E+02        -5.5220000000523894E+00                   2                    1                    1                    0                    3                    0                 -135                 -135                  132                  133                    0
                 444               443000         3.6664794460942681E-03         8.0000000000000000E+02        -5.5220000000523894E+00                   2                    1                    1                    0                    3                    0                 -135                 -135                  132                  133                    0
                 445               444000         3.6781564056301255E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 446               445000         3.6790406921448039E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 447               446000         3.6799312607582305E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 448               447000         3.6807536933762290E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 449               448000         3.6816103064721503E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 450               449000         3.6824753954581135E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 451               450000         3.6833608967486386E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 452               451000         3.6841827407554594E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 453               452000         3.6850579674249494E-03         8.0000000000000000E+02        -5.7540000000523897E+00                   2                    1                    0                    0                    2                    0                 -135                 -134                  132                  133                    0
                 454               453000         3.6872311161235262E-03         8.0000000000000000E+02        -7.2160000000524587E+00                   3                    0                    1                    0                    3                    0                 -136                 -134                  132                  133                    0
                 455               454000         3.7064207195908042E-03         8.0000000000000000E+02        -9.9080000000532831E+00                   4                    1                    0                    0                    2                    0                 -137                 -134                  132                  133                    0
                 456               455000         3.7071417149016042E-03         8.0000000000000000E+02        -9.6100000000532777E+00                   4                    1                    1                    0                    3                    0                 -137                 -135                  132                  133                    0
                 457               456000         3.7077494938914093E-03         8.0000000000000000E+02        -9.9080000000532777E+00                   4                    1                    0                    0                    2                    0                 -137                 -134                  132                  133                    0
                 458               457000         3.7364761358369028E-03         8.0000000000000000E+02        -1.1391000000053273E+01                   5                    0                    1                    0                    3                    0                 -139                 -135                  133                  134                    0
                 459               458000         3.7510371811781073E-03         8.0000000000000000E+02        -1.1391000000053273E+01                   5                    0                    1                    0                    3                    0                 -139                 -135                  133                  134                    0
                 460               459000         3.7604918575328610E-03         8.0000000000000000E+02        -1.1325000000053272E+01                   5                    0                    1                    0                    3                    0                 -139                 -135                  133                  134                    0
                 461               460000         3.7784722849280162E-03         8.0000000000000000E+02        -9.5750000000532651E+00                   3                    0                    0                    0                    3                    1                 -140                 -137                  135                  136                    0
                 462               461000         3.7803855087509349E-03         8.0000000000000000E+02        -8.2300000000540958E+00                   2                    1                    0                    0                    6                    0                 -140                 -139                  135                  138                    0
                 463               462000         3.7816733743358351E-03         8.0000000000000000E+02        -6.3560000000545882E+00                   2                    0                    1                    0                    5                    0                 -140                 -139                  136                  138                    0
                 464               463000         3.7826378091804628E-03         8.0000000000000000E+02        -5.7540000000545888E+00                   2                    1                    0                    0                    2                    0                 -140                 -139                  137                  138                    0
                 465               464000         3.7873771133098148E-03         8.0000000000000000E+02        -5.7540000000545888E+00                   2                    1                    0                    0                    2                    0                 -140                 -139                  137                  138                    0
                 466               465000         3.7878111274614891E-03         8.0000000000000000E+02        -5.5010000000545887E+00                   2                    1                    1                    0                    3                    0                 -140                 -140                  137                  138                    0
                 467               466000         3.7893512683418863E-03         8.0000000000000000E+02        -5.7540000000545888E+00                   2                    1                    0                    0                    2                    0                 -140                 -139                  137                  138                    0
                 468               467000         3.7901999062087597E-03         8.0000000000000000E+02        -5.7540000000545888E+00                   2                    1                    0                    0                    2                    0                 -140                 -139                  137                  138                    0
                 469               468000         3.7961124393921190E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 470               469000         3.7969201504803474E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 471               470000         3.7977844849530137E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 472               471000         3.7986757477640248E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 473               472000         3.7995636022668381E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 474               473000         3.8004525476641841E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 475               474000         3.8013418303524957E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 476               475000         3.8021522383701609E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 477               476000         3.8172210224223404E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 478               477000         3.8205644849392327E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 479               478000         3.8212056737636662E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 480               479000         3.8219060003906926E-03         8.0000000000000000E+02        -5.7540000000546669E+00                   2                    1                    0                    0                    2                    0                 -141                 -140                  138                  139                    0
                 481               480000         3.8372322581210466E-03         8.0000000000000000E+02        -7.2370000000546666E+00                   3                    0                    1                    0                    3                    0                 -142                 -140                  138                  139                    0
                 482               481000         3.8889078947911019E-03         8.0000000000000000E+02        -9.6760000000547937E+00                   4                    1                    1                    0                    3                    0                 -144                 -142                  139                  140                    0
                 483               482000         3.8892848616715972E-03         8.0000000000000000E+02        -9.6550000000547929E+00                   4                    1                    1                    0                    3                    0                 -144                 -142                  139                  140                    0
                 484               483000         3.8896371965785564E-03         8.0000000000000000E+02        -9.6550000000547929E+00                   4                    1                    1                    0                    3                    0                 -144                 -142                  139                  140                    0
                 485               484000         3.8900789120380687E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 486               485000         3.8906906595488769E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 487               486000         3.8913613485421742E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 488               487000         3.9169523167404859E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 489               488000         3.9176081691022751E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 490               489000         3.9182768377214626E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 491               490000         3.9188625436352795E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 492               491000         3.9194391361292210E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 493               492000         3.9200587694065581E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 494               493000         3.9206840718618271E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 495               494000         3.9213327280244294E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 496               495000         3.9219787666024365E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 497               496000         3.9226371839185510E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 498               497000         3.9232579062416272E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 499               498000         3.9239378050979845E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
                 500               499000         3.9245203055244130E-03         8.0000000000000000E+02        -9.9080000000547948E+00                   4                    1                    0                    0                    2                    0                 -144                 -141                  139                  140                    0
