               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         8.6764171614901880E-03         1.0000000000000000E+03         1.7702999999990453E+01                   0                    4                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                  -53                  -26                   34                  104                    9                    0
                   3               200000         1.4682676880664764E-02         1.0000000000000000E+03         1.4096999999984048E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -84                  -43                   65                  167                   10                    0
                   4               300000         1.9090881716930314E-02         1.0000000000000000E+03         1.9052999999975128E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -109                  -57                   84                  217                   15                    0
                   5               400000         2.2467706252532759E-02         1.0000000000000000E+03         2.0352999999942895E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -143                  -77                  112                  286                   21                    0
                   6               500000         2.8255676998331661E-02         1.0000000000000000E+03         1.5339999999924370E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -169                  -92                  138                  338                   22                    0
                   7               600000         3.4356448145080806E-02         1.0000000000000000E+03         1.6609999999913697E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -200                 -108                  166                  399                   25                    0
                   8               700000         3.6958185265079449E-02         1.0000000000000000E+03         2.3938999999909981E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    0                 -225                 -121                  184                  449                   29                    0
                   9               800000         4.0785403317449710E-02         1.0000000000000000E+03         1.1837999999915500E+01                   0                    3                    0                    1                    0                    0                    2                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                 -245                 -134                  205                  488                   30                    0
                  10               900000         4.6611610431157524E-02         1.0000000000000000E+03         1.9008999999905647E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -281                 -155                  232                  561                   39                    0
                  11              1000000         5.1613454994218343E-02         1.0000000000000000E+03         1.6624999999899437E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -308                 -170                  259                  616                   40                    0
                  12              1100000         5.6918306853915149E-02         1.0000000000000000E+03         1.7708999999889528E+01                   0                    3                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -337                 -184                  286                  672                   41                    0
                  13              1200000         6.2086197554717844E-02         1.0000000000000000E+03         1.6583999999879644E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -381                 -208                  329                  762                   43                    0
                  14              1300000         6.6539453495915460E-02         1.0000000000000000E+03         1.4096999999869519E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -409                 -224                  353                  817                   47                    0
                  15              1400000         6.9667272566838703E-02         1.0000000000000000E+03         1.6583999999859667E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -437                 -241                  375                  874                   53                    0
                  16              1500000         7.4697096951795688E-02         1.0000000000000000E+03         1.9052999999821040E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -461                 -253                  396                  921                   55                    0
                  17              1600000         7.7893489524916718E-02         1.0000000000000000E+03         2.5238999999797784E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    0                 -486                 -265                  418                  972                   56                    0
                  18              1700000         8.2095507469235329E-02         1.0000000000000000E+03         2.2795999999784875E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -513                 -280                  444                 1026                   58                    0
                  19              1800000         8.8767676015905947E-02         1.0000000000000000E+03         1.4096999999768837E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -549                 -302                  477                 1097                   63                    0
                  20              1900000         9.2928021986144665E-02         1.0000000000000000E+03         1.9148999999760008E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -574                 -315                  498                 1147                   66                    0
                  21              2000000         9.6825122815434025E-02         1.0000000000000000E+03         2.4127999999753818E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    0                 -596                 -325                  518                 1191                   66                    0
                  22              2100000         1.0231341336030654E-01         1.0000000000000000E+03         1.9008999999713581E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -626                 -344                  544                 1251                   72                    0
                  23              2200000         1.0605278966342563E-01         1.0000000000000000E+03         1.5324999999704740E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -655                 -364                  565                 1309                   81                    0
                  24              2300000         1.1324555496343892E-01         1.0000000000000000E+03         1.2767999999687705E+01                   0                    2                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -689                 -386                  590                 1377                   90                    0
                  25              2400000         1.1859702430041502E-01         1.0000000000000000E+03         1.7726999999678036E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -716                 -400                  613                 1431                   93                    0
                  26              2500000         1.2538514843127532E-01         1.0000000000000000E+03         1.8836999999660641E+01                   0                    0                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                 -749                 -420                  638                 1497                  101                    0
