               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         3.5542180546090627E-06         1.0000000000000000E+03        -1.7000000000167370E-01                   0                    5                    1                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    1
                   3                16000         4.6715505975021081E-06         1.0000000000000000E+03         2.5019999999983265E+00                   0                    7                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -1                    0                    0                    0                    2
                   4                24000         5.3362794939035124E-06         1.0000000000000000E+03        -6.8300000000169958E-01                   0                    6                    2                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -3                   -2                    0                    0                    0                    2
                   5                32000         6.2974790044415946E-06         1.0000000000000000E+03         2.0989999999983313E+00                   0                    3                    2                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -3                    0                    0                    0                    4
                   6                40000         7.8757323541769800E-06         1.0000000000000000E+03         2.1539999999983328E+00                   0                    3                    2                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -3                   -3                    0                    0                    0                    4
                   7                48000         8.6589166808764383E-06         1.0000000000000000E+03         3.6049999999983973E+00                   0                    5                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -4                   -3                    1                    0                    0                    5
                   8                56000         9.1271331980114118E-06         1.0000000000000000E+03         3.6049999999983511E+00                   0                    5                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -4                   -3                    1                    0                    0                    5
                   9                64000         1.0084238488542435E-05         1.0000000000000000E+03         3.2269999999983234E+00                   0                    4                    0                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -4                   -3                    1                    0                    0                    5
                  10                72000         1.0794484236024363E-05         1.0000000000000000E+03         3.5609999999982724E+00                   0                    5                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -4                   -3                    1                    0                    0                    5
                  11                80000         1.1303858882030918E-05         1.0000000000000000E+03         3.1909999999982568E+00                   0                    4                    0                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -4                   -3                    1                    0                    0                    5
                  12                88000         1.1799465282944648E-05         1.0000000000000000E+03         7.2099999999838105E-01                   0                    5                    2                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -4                   -4                    1                    0                    0                    5
                  13                96000         1.2166360077801267E-05         1.0000000000000000E+03         3.5119999999984461E+00                   0                    7                    0                    0                    0                    0                    0                    0                    4                    0                    1                    0                   -5                   -4                    1                    0                    0                    6
                  14               104000         1.2595075228278792E-05         1.0000000000000000E+03         4.5499999999989811E+00                   0                    5                    1                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -5                   -4                    1                    1                    0                    6
                  15               112000         1.3591029520628366E-05         1.0000000000000000E+03         4.5259999999994047E+00                   0                    3                    2                    0                    0                    0                    0                    1                    3                    0                    0                    0                   -5                   -5                    1                    1                    0                    7
