               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         5.2602685555714049E-06         1.1000000000000000E+03         7.3295000000001833E+00                   7                    2                    3                    0                   13                    2                    0                    0                    0                    0                    1                    0                    0                    0                    7                    0                    0                    1                    0                    0                    0                    0                    0                    3                    0                    0                  -21                    0                    5                   32                   -7                    0
                   3               200000         5.3886404951047496E-06         1.1000000000000000E+03         1.8632499999999720E+01                   7                    2                    6                    0                   10                    3                    0                    0                    0                    0                    1                    0                    0                    0                   12                    0                    0                    0                    0                    3                    0                    0                    0                    5                    0                    0                  -30                    0                    5                   48                  -10                    0
                   4               300000         5.5365258550267389E-06         1.1000000000000000E+03         2.8913499999998663E+01                   7                    2                   10                    0                   15                    2                    0                    0                    0                    0                    2                    0                    0                    0                   22                    0                    0                    0                    0                    2                    0                    0                    0                    5                    0                    0                  -39                    0                    6                   65                  -15                    0
                   5               400000         5.7573595610052290E-06         1.1000000000000000E+03         5.6623999999984683E+01                   8                    1                    6                    0                    8                    0                    0                    0                    0                    0                    1                    0                    0                    0                   28                    0                    0                    1                    0                    3                    0                    0                    0                    3                    1                    0                  -46                    0                    7                   82                  -11                    0
                   6               500000         8.2054121657023879E-06         1.1000000000000000E+03         7.6899499999994887E+01                   9                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   29                    0                    0                    0                    0                    1                    0                    0                    0                    2                    0                    0                  -48                    0                   15                   93                   -9                    1
                   7               600000         1.2417997336774928E-05         1.1000000000000000E+03         7.3482499999995554E+01                   9                    0                    3                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   30                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -48                    0                   15                   93                  -11                    1
                   8               700000         4.7026786892047927E-05         1.1000000000000000E+03         4.2423999999993754E+01                   8                    1                    1                    0                    4                    1                    0                    0                    0                    0                    0                    0                    0                    0                   17                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                    0                  -53                    0                   52                  101                  -28                    1
                   9               800000         4.7564532450072836E-05         1.1000000000000000E+03         5.4400499999993755E+01                   9                    0                    3                    0                    4                    0                    0                    0                    0                    0                    2                    0                    0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                    0                  -61                    0                   53                  116                  -31                    1
                  10               900000         5.3123770953927718E-05         1.1000000000000000E+03         6.1605499999986876E+01                   9                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   23                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -61                    0                   55                  120                  -29                    1
                  11              1000000         7.2476166853478681E-05         1.1000000000000000E+03         3.8772499999976496E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   14                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -63                    0                   81                  125                  -41                    1
