               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         5.8047535473549033E-04         1.0000000000000000E+03         1.5339999999973262E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -31                  -17                   12                   62                   10                    0
                   3               200000         1.2180501606772664E-03         1.0000000000000000E+03         1.7723999999954188E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                  -66                  -43                   28                  130                   28                    1
                   4               300000         2.3535198504307667E-03         1.0000000000000000E+03         1.6583999999928132E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -111                  -78                   50                  221                   52                    1
                   5               400000         3.1384119032516573E-03         1.0000000000000000E+03         1.6624999999921556E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -153                 -109                   72                  305                   72                    1
                   6               500000         3.8493528501652814E-03         1.0000000000000000E+03         1.6565999999916652E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -190                 -136                   91                  378                   90                    1
                   7               600000         4.3485316145694735E-03         1.0000000000000000E+03         1.1381999999914880E+01                   0                    2                    0                    3                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -222                 -162                  107                  440                  106                    2
                   8               700000         5.2664659200766708E-03         1.0000000000000000E+03         1.6554999999909267E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -268                 -195                  130                  534                  128                    2
                   9               800000         5.9647454126391412E-03         1.0000000000000000E+03         1.5298999999906318E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -305                 -222                  152                  608                  144                    2
                  10               900000         7.1985346796335911E-03         1.0000000000000000E+03         1.2407999999903186E+01                   0                    2                    0                    4                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                 -347                 -252                  176                  690                  161                    2
                  11              1000000         7.6519702160658693E-03         1.0000000000000000E+03         1.4052999999900605E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -374                 -271                  191                  745                  174                    2
                  12              1100000         8.2249644779792599E-03         1.0000000000000000E+03         1.1598999999893250E+01                   0                    0                    0                    1                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -404                 -295                  205                  806                  190                    2
                  13              1200000         8.6711936440763224E-03         1.0000000000000000E+03         1.5339999999878589E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -442                 -326                  218                  882                  215                    2
                  14              1300000         9.7330190326615149E-03         1.0000000000000000E+03         1.6554999999875740E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -495                 -364                  246                  988                  239                    2
                  15              1400000         1.0448349264308534E-02         1.0000000000000000E+03         1.4013999999871906E+01                   0                    0                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -526                 -389                  262                 1049                  255                    3
                  16              1500000         1.1256212219288405E-02         1.0000000000000000E+03         1.2824999999866350E+01                   0                    1                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -564                 -416                  284                 1124                  271                    3
                  17              1600000         1.1832235173970808E-02         1.0000000000000000E+03         2.1495999999857496E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -597                 -438                  299                 1190                  287                    3
                  18              1700000         1.2853600069987949E-02         1.0000000000000000E+03         1.4052999999852476E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -637                 -469                  324                 1268                  304                    5
                  19              1800000         1.3571265236026713E-02         1.0000000000000000E+03         1.5324999999850426E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -676                 -500                  340                 1346                  327                    5
