               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         3.4195183907130501E-04         1.0000000000000000E+03         1.6565999999998706E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                  -29                   13                   86                   22                    1
                   3               200000         5.5376347197075347E-04         1.0000000000000000E+03         1.0073999999995486E+01                   0                    2                    0                    3                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -76                  -54                   32                  149                   35                    2
                   4               300000         8.5628217637108471E-04         1.0000000000000000E+03         1.2715999999996466E+01                   0                    2                    0                    5                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -110                  -79                   49                  217                   51                    2
                   5               400000         1.0923155331317692E-03         1.0000000000000000E+03         1.3995999999984521E+01                   0                    2                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -140                 -100                   67                  276                   64                    3
                   6               500000         1.3338996444890387E-03         1.0000000000000000E+03         1.1442999999983781E+01                   0                    2                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -173                 -129                   77                  341                   87                    4
                   7               600000         1.7644420511408287E-03         1.0000000000000000E+03         1.1469999999980727E+01                   0                    1                    0                    4                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -215                 -161                   99                  424                  107                    5
                   8               700000         2.0254412884734146E-03         1.0000000000000000E+03         1.2507999999978045E+01                   0                    1                    0                    1                    0                    0                    3                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                 -250                 -187                  114                  493                  125                    6
                   9               800000         2.3942623992224544E-03         1.0000000000000000E+03         2.3824999999964781E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                    0                    0                 -291                 -214                  136                  574                  142                    7
                  10               900000         2.6882982510283600E-03         1.0000000000000000E+03         2.1510999999954443E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -325                 -238                  160                  643                  154                    7
                  11              1000000         2.8725368151434911E-03         1.0000000000000000E+03         2.0169999999924443E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -357                 -261                  179                  705                  167                    8
                  12              1100000         3.1588012452766234E-03         1.0000000000000000E+03         1.4070999999923719E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -389                 -290                  190                  770                  190                    8
                  13              1200000         3.4467336591024124E-03         1.0000000000000000E+03         1.7448999999916424E+01                   0                    3                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                 -421                 -315                  202                  830                  209                   10
                  14              1300000         3.7290375223447652E-03         1.0000000000000000E+03         8.8719999998638954E+00                   0                    2                    0                    4                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -450                 -343                  211                  889                  230                   10
                  15              1400000         3.9736887401641335E-03         1.0000000000000000E+03         2.0005999999852371E+01                   0                    1                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                 -476                 -361                  219                  941                  246                   10
