               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         4.0304908065306236E-05         1.0000000000000000E+03        -1.2569999999841419E+00                   0                    1                    0                   13                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                  -26                  -24                    1                   50                   16                    1
                   3               200000         8.3451271769612183E-05         1.0000000000000000E+03         4.8160000000141663E+00                   0                    2                    0                    7                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -45                  -39                    4                   87                   32                    2
                   4               300000         1.1097550018508191E-04         1.0000000000000000E+03         4.8720000000120898E+00                   0                    1                    0                    9                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -58                  -53                    7                  109                   42                    6
                   5               400000         1.4513356708490069E-04         1.0000000000000000E+03         5.2040000000150659E+00                   0                    2                    0                    9                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                  -73                  -69                    7                  137                   57                    8
                   6               500000         1.8934860729746331E-04         1.0000000000000000E+03        -2.5249999999795461E+00                   0                    1                    0                   12                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                  -94                  -91                   10                  179                   75                    8
                   7               600000         2.3523260175857904E-04         1.0000000000000000E+03        -2.9249999999805252E+00                   0                    3                    0                   13                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                 -111                 -109                   12                  208                   90                   12
                   8               700000         2.6876892176484128E-04         1.0000000000000000E+03        -5.4759999999814166E+00                   0                    0                    0                   13                    0                    0                    1                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -129                 -128                   15                  245                  107                   13
                   9               800000         2.8339910898876483E-04         1.0000000000000000E+03         3.3630000000042055E+00                   0                    1                    0                    9                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -139                 -134                   15                  264                  115                   13
                  10               900000         2.9680381746521840E-04         1.0000000000000000E+03        -1.3216999999994568E+01                   0                    2                    0                   21                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -143                 -144                   15                  272                  119                   13
                  11              1000000         3.0013268009127208E-04         1.0000000000000000E+03        -7.3680000000393200E+00                   0                    4                    0                   10                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                 -147                 -144                   15                  277                  123                   13
                  12              1100000         3.3128038881030517E-04         1.0000000000000000E+03         1.2728999999960614E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -161                 -153                   19                  305                  133                   17
                  13              1200000         4.1413651771598310E-04         1.0000000000000000E+03         5.0929999999599946E+00                   0                    0                    0                    6                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -185                 -177                   23                  353                  153                   17
                  14              1300000         4.9277611751631265E-04         1.0000000000000000E+03         1.1435999999957131E+01                   0                    0                    0                    5                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -215                 -206                   26                  409                  180                   21
                  15              1400000         5.4180631434271975E-04         1.0000000000000000E+03         2.6029999999560705E+00                   0                    1                    0                    8                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -231                 -225                   27                  438                  195                   23
                  16              1500000         5.8136594853204460E-04         1.0000000000000000E+03         6.2709999999620827E+00                   0                    0                    0                    7                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -247                 -241                   28                  468                  210                   26
                  17              1600000         6.3396768176692691E-04         1.0000000000000000E+03        -4.1800000000285484E+00                   0                    0                    0                   15                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -262                 -259                   31                  497                  222                   27
