               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.0701334642853434E-05         1.0000000000000000E+03        -1.5026449999999926E+02                   9                    0                   48                    0                   33                    0                    0                    0                    0                    0                   16                    0                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                    1                    4                    0                  -11                    0                   19                    3                  -68                    0
                   3               200000         1.3125204854516577E-05         1.0000000000000000E+03        -1.5517399999999932E+02                   8                    1                   49                    0                   35                    0                    0                    0                    0                    0                   15                    0                    0                    2                    2                    0                    0                    1                    0                    0                    0                    0                    0                    0                    5                    0                  -12                    0                   19                    3                  -70                    0
                   4               300000         1.3771685668652753E-05         1.0000000000000000E+03        -1.5730399999999935E+02                   8                    1                   50                    0                   36                    0                    0                    0                    0                    0                   16                    0                    0                    1                    2                    0                    0                    1                    0                    0                    0                    0                    0                    0                    4                    0                  -12                    0                   20                    3                  -71                    0
                   5               400000         1.4479994843737466E-05         1.0000000000000000E+03        -1.5236299999999937E+02                   8                    1                   47                    0                   35                    0                    0                    0                    0                    0                   15                    0                    0                    2                    2                    0                    0                    1                    0                    0                    0                    0                    0                    1                    6                    0                  -13                    0                   20                    4                  -69                    0
                   6               500000         1.5323949778172064E-05         1.0000000000000000E+03        -1.5418299999999937E+02                   8                    1                   48                    0                   33                    0                    0                    0                    0                    0                   14                    0                    0                    2                    2                    0                    0                    1                    0                    1                    0                    0                    0                    0                    7                    0                  -13                    0                   20                    4                  -70                    0
                   7               600000         1.6124891067690862E-05         1.0000000000000000E+03        -1.4973499999999927E+02                   8                    1                   46                    0                   34                    2                    0                    0                    0                    0                   14                    0                    0                    2                    3                    0                    0                    0                    0                    0                    0                    0                    0                    1                    7                    0                  -13                    0                   20                    4                  -68                    0
                   8               700000         1.7915770564543600E-05         1.0000000000000000E+03        -1.5637149999999923E+02                   9                    0                   49                    0                   32                    0                    0                    0                    0                    0                   15                    0                    0                    3                    2                    0                    0                    0                    0                    0                    0                    0                    0                    2                    8                    0                  -13                    0                   20                    5                  -72                    0
                   9               800000         1.9490497481794774E-05         1.0000000000000000E+03        -1.5374149999999923E+02                   9                    0                   47                    0                   34                    0                    0                    0                    0                    0                   15                    0                    0                    3                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                  -13                    0                   22                    5                  -71                    0
                  10               900000         2.1182335422007150E-05         1.0000000000000000E+03        -1.6163549999999930E+02                   9                    0                   50                    0                   34                    0                    0                    0                    0                    0                   16                    0                    0                    4                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                  -13                    0                   22                    5                  -75                    0
                  11              1000000         2.2708228493542978E-05         1.0000000000000000E+03        -1.6134349999999921E+02                   9                    0                   49                    0                   32                    0                    0                    0                    0                    0                   16                    0                    0                    3                    2                    0                    0                    0                    0                    0                    0                    0                    0                    1                    9                    0                  -13                    0                   24                    5                  -75                    0
                  12              1100000         2.5553172316127500E-05         1.0000000000000000E+03        -1.6688749999999925E+02                   9                    0                   50                    0                   31                    0                    0                    0                    0                    0                   17                    0                    0                    3                    2                    0                    0                    0                    0                    0                    0                    0                    0                    1                   10                    0                  -13                    0                   26                    5                  -78                    0
                  13              1200000         2.8548918334743287E-05         1.0000000000000000E+03        -1.6743349999999927E+02                   9                    0                   50                    0                   32                    0                    0                    0                    0                    0                   17                    0                    0                    2                    2                    1                    0                    0                    0                    0                    0                    0                    0                    1                   10                    0                  -14                    0                   27                    5                  -78                    0
                  14              1300000         3.1665266021562488E-05         1.0000000000000000E+03        -1.7071749999999929E+02                   9                    0                   52                    0                   32                    0                    0                    0                    0                    0                   18                    0                    0                    2                    2                    0                    0                    0                    0                    0                    0                    0                    0                    1                    9                    0                  -13                    0                   27                    5                  -80                    0
