               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         4.8611352227728462E-05         1.0000000000000000E+03         4.5665999999994497E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   11                    0                    0                    0                  -36                   -8                   14                   71                    1                    0
                   3               200000         6.8153602710967976E-05         1.0000000000000000E+03         6.3138999999992656E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   18                    0                    0                    0                  -45                   -9                   16                   89                    1                    0
                   4               300000         9.2870403798186372E-05         1.0000000000000000E+03         5.1928999999992435E+01                   0                    1                    0                    1                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                   15                    0                    0                    0                  -54                  -16                   29                  107                    1                    0
                   5               400000         1.4347845918821712E-04         1.0000000000000000E+03         4.4591999999992439E+01                   0                    1                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   11                    0                    0                    0                  -69                  -25                   47                  137                    1                    0
                   6               500000         1.7113310141093552E-04         1.0000000000000000E+03         5.0953999999992448E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   14                    0                    0                    0                  -80                  -29                   56                  159                    1                    0
                   7               600000         1.8738276178084700E-04         1.0000000000000000E+03         7.3003999999969096E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   22                    0                    0                    0                  -91                  -30                   58                  181                    1                    0
                   8               700000         2.2141039119519536E-04         1.0000000000000000E+03         8.5122999999969053E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   26                    0                    0                    0                  -96                  -30                   58                  191                    1                    0
                   9               800000         2.3727340776274813E-04         1.0000000000000000E+03         8.5426999999969055E+01                   0                    0                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                   27                    0                    0                    0                 -100                  -32                   62                  199                    1                    0
                  10               900000         2.5973762366389951E-04         1.0000000000000000E+03         8.2983999999969058E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   26                    0                    0                    0                 -104                  -35                   66                  207                    2                    0
                  11              1000000         2.9390656499329106E-04         1.0000000000000000E+03         8.9915999999969060E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   28                    0                    0                    0                 -111                  -37                   70                  221                    2                    0
                  12              1100000         3.2810852179073819E-04         1.0000000000000000E+03         9.7572999999968999E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   31                    0                    0                    0                 -115                  -38                   70                  229                    3                    0
                  13              1200000         3.3625461326329970E-04         1.0000000000000000E+03         1.0019999999996902E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   33                    0                    0                    0                 -116                  -38                   70                  231                    3                    0
                  14              1300000         3.4897751308303384E-04         1.0000000000000000E+03         1.0011199999996903E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   33                    0                    0                    0                 -118                  -39                   72                  235                    3                    0
                  15              1400000         3.5314494218688738E-04         1.0000000000000000E+03         1.0485299999996901E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   34                    0                    0                    0                 -120                  -39                   72                  239                    3                    0
                  16              1500000         3.5986968156507984E-04         1.0000000000000000E+03         1.1055699999996895E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   37                    0                    0                    0                 -122                  -39                   72                  243                    3                    0
                  17              1600000         3.6664599871884647E-04         1.0000000000000000E+03         1.1069599999996902E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   37                    0                    0                    0                 -125                  -40                   74                  248                    3                    0
                  18              1700000         3.8131354635603559E-04         1.0000000000000000E+03         1.0373699999996902E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    4                   32                    0                    0                    0                 -127                  -42                   78                  251                    3                    0
                  19              1800000         3.8532634441359510E-04         1.0000000000000000E+03         1.0907099999996903E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   36                    0                    0                    0                 -129                  -42                   78                  255                    3                    0
                  20              1900000         4.0018687819132778E-04         1.0000000000000000E+03         1.0502399999996906E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   33                    0                    0                    0                 -131                  -44                   82                  260                    3                    0
                  21              2000000         4.0296699557331746E-04         1.0000000000000000E+03         1.0712999999996907E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    3                   34                    0                    0                    0                 -134                  -44                   82                  263                    3                    0
                  22              2100000         4.0551147301924655E-04         1.0000000000000000E+03         1.1811099999996894E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   39                    0                    0                    0                 -136                  -44                   82                  270                    3                    0
                  23              2200000         4.2042968855318208E-04         1.0000000000000000E+03         1.1434599999996904E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   38                    0                    0                    0                 -138                  -46                   86                  275                    3                    0
                  24              2300000         4.2783075099839067E-04         1.0000000000000000E+03         1.1618099999996895E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    3                   38                    0                    0                    0                 -139                  -46                   86                  276                    3                    0
                  25              2400000         4.3246404938611567E-04         1.0000000000000000E+03         1.2350399999996895E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    2                   41                    0                    0                    0                 -143                  -46                   86                  283                    3                    0
                  26              2500000         4.3538107053171468E-04         1.0000000000000000E+03         1.2371199999996898E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    6                   39                    0                    0                    0                 -144                  -46                   86                  284                    3                    0
                  27              2600000         4.6717135619591684E-04         1.0000000000000000E+03         1.4064000000000414E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                    6                   45                    0                    0                    0                 -154                  -46                   86                  300                    3                    0
                  28              2700000         4.9398725695558494E-04         1.0000000000000000E+03         1.7314300000000446E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    8                    7                   57                    0                    0                    0                 -170                  -46                   86                  328                    3                    0
                  29              2800000         5.2389836760521533E-04         1.0000000000000000E+03         1.6675200000000424E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   16                   14                   49                    0                    0                    0                 -179                  -47                   88                  334                    3                    0
                  30              2900000         5.3747946778072051E-04         1.0000000000000000E+03         1.6931500000000364E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   36                    8                   49                    0                    0                    0                 -193                  -47                   88                  346                    3                    0
                  31              3000000         6.0101154729110754E-04         1.0000000000000000E+03         1.8474300000000383E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   30                    9                   57                    0                    0                    0                 -196                  -47                   88                  357                    3                    0
                  32              3100000         6.8862799461136747E-04         1.0000000000000000E+03         1.7703300000000320E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   45                    9                   51                    0                    0                    0                 -205                  -47                   88                  360                    3                    0
                  33              3200000         9.0122011647996965E-04         1.0000000000000000E+03         1.7739400000000319E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    8                   51                    0                    0                    0                 -206                  -47                   88                  361                    3                    0
                  34              3300000         1.2927637931712819E-03         1.0000000000000000E+03         1.8006900000000326E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                   10                   51                    0                    0                    0                 -207                  -47                   88                  363                    3                    0
                  35              3400000         1.7908163082272824E-03         1.0000000000000000E+03         1.7870200000000307E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    8                   52                    0                    0                    0                 -207                  -47                   88                  363                    3                    0
                  36              3500000         2.0398081976895251E-03         1.0000000000000000E+03         1.8010500000000323E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    8                   52                    0                    0                    0                 -207                  -47                   88                  363                    3                    0
                  37              3600000         2.7161095665003930E-03         1.0000000000000000E+03         1.8043400000000341E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   45                   11                   51                    0                    0                    0                 -207                  -47                   88                  363                    3                    0
                  38              3700000         2.9316296135680690E-03         1.0000000000000000E+03         1.8095800000000335E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                   10                   51                    0                    0                    0                 -207                  -47                   88                  363                    3                    0
                  39              3800000         3.5572065772430214E-03         1.0000000000000000E+03         1.8282200000000344E+02                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                   42                   14                   51                    0                    0                    0                 -207                  -47                   88                  364                    3                    0
                  40              3900000         7.0968153690940221E-03         1.0000000000000000E+03         1.8211900000000341E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   43                   13                   51                    0                    0                    0                 -207                  -47                   88                  364                    3                    0
