               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.6372524711600319E-06         1.1000000000000000E+03        -6.3878000000000284E+01                   8                    1                   13                    0                    0                    0                    0                    0                    0                    0                   32                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   15                    0                  -37                    0
                   3               200000         4.4419033334032875E-06         1.1000000000000000E+03        -9.9873000000000729E+01                   8                    1                   21                    0                    0                    0                    0                    0                    0                    0                   46                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   29                    0                  -59                    0
                   4               300000         7.3702459227185327E-06         1.1000000000000000E+03        -1.2094350000000009E+02                   7                    3                   26                    0                    0                    0                    0                    0                    0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   35                    0                  -71                    0
                   5               400000         9.4330669791159140E-06         1.1000000000000000E+03        -1.3805299999999775E+02                   6                    3                   33                    0                    0                    0                    0                    0                    0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   39                    0                  -81                    0
                   6               500000         1.0815714470751907E-05         1.1000000000000000E+03        -1.3355849999999481E+02                   6                    3                   28                    0                    0                    0                    0                    0                    0                    0                   57                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                   42                    0                  -80                    0
                   7               600000         1.1737632684665934E-05         1.1000000000000000E+03        -1.2992599999999382E+02                   8                    1                   26                    0                    0                    0                    0                    0                    0                    0                   60                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   43                    0                  -78                    0
                   8               700000         1.2949020469231342E-05         1.1000000000000000E+03        -1.3382849999999223E+02                   7                    2                   27                    0                    0                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   45                    0                  -81                    0
                   9               800000         1.3920602631168831E-05         1.1000000000000000E+03        -1.5375799999999009E+02                   6                    3                   35                    0                    0                    0                    0                    0                    0                    0                   62                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   47                    0                  -91                    0
                  10               900000         1.4826604458132758E-05         1.1000000000000000E+03        -1.3391799999998887E+02                   8                    1                   26                    0                    0                    0                    0                    0                    0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   47                    0                  -82                    0
                  11              1000000         1.5534033645435607E-05         1.1000000000000000E+03        -1.4021849999998875E+02                   5                    4                   29                    0                    0                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   47                    0                  -85                    0
                  12              1100000         1.6927101432393283E-05         1.1000000000000000E+03        -1.4856249999998784E+02                   5                    4                   31                    0                    0                    0                    0                    0                    0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   50                    0                  -90                    0
                  13              1200000         1.7791889883969765E-05         1.1000000000000000E+03        -1.3547349999998741E+02                   5                    5                   24                    0                    0                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   50                    0                  -84                    0
                  14              1300000         1.8861834013991893E-05         1.1000000000000000E+03        -1.4817099999998695E+02                   6                    4                   30                    0                    0                    0                    0                    0                    0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   50                    0                  -90                    0
                  15              1400000         1.9797592654633523E-05         1.1000000000000000E+03        -1.4245149999998665E+02                   5                    5                   27                    0                    0                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   50                    0                  -87                    0
                  16              1500000         2.0701583585336059E-05         1.1000000000000000E+03        -1.4273199999998613E+02                   5                    4                   26                    0                    2                    0                    0                    0                    0                    0                   65                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                    0                   52                    0                  -87                    0
                  17              1600000         2.1589695524437716E-05         1.1000000000000000E+03        -1.5241399999998615E+02                   6                    4                   29                    0                    1                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                    0                   54                    0                  -92                    0
                  18              1700000         2.2952480158452196E-05         1.1000000000000000E+03        -1.6207099999998621E+02                   6                    3                   34                    0                    0                    1                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                    0                   55                    0                  -97                    0
                  19              1800000         2.3822395816691655E-05         1.1000000000000000E+03        -1.5231349999998886E+02                   7                    2                   29                    0                    0                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                   -1                    0                   55                    0                  -92                    0
                  20              1900000         2.4882263183947546E-05         1.1000000000000000E+03        -1.6655249999998972E+02                   7                    2                   35                    0                    2                    0                    0                    0                    0                    0                   61                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                   -2                    0                   55                    0                  -97                    0
                  21              2000000         2.5934184524139206E-05         1.1000000000000000E+03        -1.4958250000000857E+02                   9                    0                   26                    0                    2                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                   -2                    0                   57                    0                  -90                    0
                  22              2100000         2.7380532350777042E-05         1.1000000000000000E+03        -1.5442500000000877E+02                   6                    3                   27                    0                    1                    0                    0                    0                    0                    0                   63                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                   -2                    0                   59                    0                  -93                    0
                  23              2200000         2.8489156640880681E-05         1.1000000000000000E+03        -1.5577300000000875E+02                   8                    1                   27                    0                    0                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -2                    0                   60                    0                  -94                    0
                  24              2300000         2.9310572129644166E-05         1.1000000000000000E+03        -1.6250100000000887E+02                   6                    2                   30                    0                    0                    0                    0                    0                    0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -2                    0                   62                    0                  -98                    0
                  25              2400000         3.0665505066791387E-05         1.1000000000000000E+03        -1.6965500000000873E+02                   8                    1                   32                    0                    0                    0                    0                    0                    0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -2                    0                   63                    0                 -102                    0
                  26              2500000         3.1874848653054975E-05         1.1000000000000000E+03        -1.7420450000000864E+02                   5                    4                   32                    0                    0                    0                    0                    0                    0                    0                   69                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -2                    0                   67                    0                 -106                    0
                  27              2600000         3.2891072008248892E-05         1.1000000000000000E+03        -1.7021300000000852E+02                   2                   10                   27                    0                    0                    1                    0                    0                    0                    0                   71                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                   -2                    0                   68                    0                 -105                    0
                  28              2700000         3.3513888464253356E-05         1.1000000000000000E+03        -1.7385250000000860E+02                   1                   11                   28                    0                    0                    0                    0                    0                    0                    0                   70                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -2                    0                   69                    0                 -107                    0
                  29              2800000         3.4252580092135213E-05         1.1000000000000000E+03        -1.6071300000000838E+02                   2                    9                   23                    0                    1                    0                    0                    0                    0                    0                   71                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                   -2                    0                   69                    0                 -101                    0
                  30              2900000         3.4577726836918144E-05         1.1000000000000000E+03        -1.6478150000000844E+02                   3                    7                   24                    0                    2                    0                    0                    0                    0                    0                   72                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    8                    0                   -3                    0                   71                    0                 -103                    0
                  31              3000000         3.5045196116801944E-05         1.1000000000000000E+03        -1.8723800000000864E+02                   4                    6                   33                    0                    3                    0                    0                    0                    0                    0                   69                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                   11                    0                   -4                    0                   72                    0                 -112                    0
                  32              3100000         3.5296565078921408E-05         1.1000000000000000E+03        -1.8142700000000877E+02                   4                    5                   30                    0                    2                    2                    0                    0                    0                    0                   68                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   12                    0                   -4                    0                   73                    0                 -109                    0
                  33              3200000         3.5414891368560801E-05         1.1000000000000000E+03        -1.7203250000000858E+02                   5                    4                   26                    0                    3                    1                    0                    0                    0                    0                   69                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   12                    0                   -4                    0                   73                    0                 -105                    0
                  34              3300000         3.6250495595152678E-05         1.1000000000000000E+03        -1.9447500000000906E+02                   4                    6                   35                    0                    0                    0                    0                    0                    0                    0                   65                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   16                    0                   -4                    0                   75                    0                 -116                    0
