               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.0713808460602232E-06         1.0000000000000000E+03        -5.2603000000000627E+01                   0                    8                    0                   33                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                  -10                  -22                    1                   11                    0                    1
                   3               200000         1.7691306070160037E-06         1.0000000000000000E+03        -7.0146999999765072E+01                   0                    6                    0                   46                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   10                    0                  -11                  -30                    1                   13                    1                    1
                   4               300000         2.3284459189240464E-06         1.0000000000000000E+03        -7.0658999999765030E+01                   0                    4                    0                   44                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   12                    0                  -11                  -31                    1                   13                    2                    1
                   5               400000         2.7925624098233237E-06         1.0000000000000000E+03        -8.0481999999765108E+01                   0                    8                    0                   50                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   12                    0                  -12                  -34                    1                   13                    2                    1
                   6               500000         3.2141678045506724E-06         1.0000000000000000E+03        -9.2209999999765145E+01                   0                    6                    0                   56                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   14                    0                  -12                  -38                    1                   13                    2                    1
                   7               600000         3.5515136958852587E-06         1.0000000000000000E+03        -9.9170999999765101E+01                   0                    9                    0                   56                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   15                    0                  -13                  -40                    1                   13                    3                    1
                   8               700000         3.8747501685773523E-06         1.0000000000000000E+03        -1.0571199999976504E+02                   0                    7                    0                   59                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   17                    0                  -13                  -43                    1                   13                    4                    1
                   9               800000         4.1592983251362502E-06         1.0000000000000000E+03        -1.1455299999976492E+02                   0                    9                    0                   60                    0                    1                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   19                    0                  -14                  -45                    1                   13                    4                    1
                  10               900000         4.4389792797187728E-06         1.0000000000000000E+03        -1.1929499999976500E+02                   0                   10                    0                   60                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                  -15                  -47                    1                   13                    5                    1
                  11              1000000         4.6889502984402964E-06         1.0000000000000000E+03        -1.2158699999976500E+02                   0                   10                    0                   62                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                  -15                  -48                    1                   13                    5                    1
                  12              1100000         4.9846595401612421E-06         1.0000000000000000E+03        -1.2459799999976508E+02                   0                   10                    0                   64                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                  -15                  -49                    1                   13                    5                    1
                  13              1200000         5.2477836136880979E-06         1.0000000000000000E+03        -1.2671699999994117E+02                   0                   10                    0                   63                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                  -15                  -50                    1                   13                    6                    1
                  14              1300000         5.5157352995592762E-06         1.0000000000000000E+03        -1.2897800000078493E+02                   0                   10                    0                   64                    0                    0                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                  -15                  -51                    1                   13                    7                    1
