               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.2609050633676560E-06         1.0000000000000000E+03        -4.8900000000000411E+01                   0                    9                    0                   31                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    7                    0                   -7                  -19                    0                    6                    0                    0
                   3               200000         1.9831043639217366E-06         1.0000000000000000E+03        -6.2180000000000398E+01                   0                    6                    0                   39                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -7                  -24                    1                    7                    0                    0
                   4               300000         2.5121363038826135E-06         1.0000000000000000E+03        -6.7012999999714879E+01                   0                    7                    0                   42                    0                    0                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                   -8                  -26                    1                    8                    0                    0
                   5               400000         3.0173587008614069E-06         1.0000000000000000E+03        -8.4859999999713295E+01                   0                    5                    0                   52                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                   -8                  -33                    1                    8                    1                    0
                   6               500000         3.5167962546572380E-06         1.0000000000000000E+03        -8.9390999999713287E+01                   0                    5                    0                   56                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                   -8                  -35                    1                    8                    1                    0
                   7               600000         3.9372171246456950E-06         1.0000000000000000E+03        -9.2711999999713370E+01                   0                    5                    0                   58                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                   -8                  -36                    1                    8                    1                    0
                   8               700000         4.3018365573131849E-06         1.0000000000000000E+03        -9.5066999999713303E+01                   0                    3                    0                   58                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                   -8                  -37                    1                    8                    1                    0
                   9               800000         4.6627031379045212E-06         1.0000000000000000E+03        -1.0216599999971334E+02                   0                    3                    0                   62                    0                    0                    0                    0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                   -8                  -40                    1                    8                    2                    0
                  10               900000         4.9743634408457206E-06         1.0000000000000000E+03        -1.0121999999971329E+02                   0                    3                    0                   62                    0                    0                    0                    0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                   -8                  -40                    1                    8                    2                    0
                  11              1000000         5.3128951497115243E-06         1.0000000000000000E+03        -1.0408999999971329E+02                   0                    3                    0                   60                    0                    0                    0                    0                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                   -8                  -41                    1                    8                    4                    0
