               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         8.3671436786397996E-04         1.0000000000000000E+03        -2.6519999999999233E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   3                16000         8.7586883927420788E-04         1.0000000000000000E+03        -5.3040000000003680E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                   4                24000         9.0758207784423733E-04         1.0000000000000000E+03        -5.3040000000009497E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                   5                32000         9.3906685008555101E-04         1.0000000000000000E+03        -5.3040000000015235E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                   6                40000         9.6376288839241200E-04         1.0000000000000000E+03        -7.9560000000016604E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                   7                48000         9.8510378595080225E-04         1.0000000000000000E+03        -7.9560000000016604E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                   8                56000         1.0062585352921443E-03         1.0000000000000000E+03        -7.9560000000016604E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                   9                64000         1.0283816992544142E-03         1.0000000000000000E+03        -7.9230000000016609E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  10                72000         1.0499398924340795E-03         1.0000000000000000E+03        -7.9560000000016604E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                  11                80000         1.0708420101861044E-03         1.0000000000000000E+03        -1.0575000000001664E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                  12                88000         1.0872512816577410E-03         1.0000000000000000E+03        -1.0575000000001664E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                  13                96000         1.1038141296132913E-03         1.0000000000000000E+03        -1.0608000000001665E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                  14               104000         1.1199929459731258E-03         1.0000000000000000E+03        -1.0608000000001665E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
