               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.3945155403733390E-04         1.1000000000000000E+03         3.6236500000000497E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -22                    0                    0                   44                    0                    0
                   3               200000         2.9191617878672477E-04         1.1000000000000000E+03         5.4666500000000497E+01                   9                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   20                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                  -30                    0                    0                   59                    0                    0
                   4               300000         3.0226910182202865E-04         1.1000000000000000E+03         5.9032500000000489E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -32                    0                    0                   63                    0                    0
                   5               400000         3.1391983098816724E-04         1.1000000000000000E+03         6.4575499999922130E+01                   9                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   24                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                  -34                    0                    0                   67                    0                    0
                   6               500000         3.1892034880888872E-04         1.1000000000000000E+03         6.6640499999844536E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   24                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -35                    0                    0                   69                    0                    0
                   7               600000         4.2085750439980037E-04         1.1000000000000000E+03         7.4248499999844498E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   27                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -38                    0                    0                   75                    0                    0
                   8               700000         4.3275925329412776E-04         1.1000000000000000E+03         8.2163499999844475E+01                   9                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   31                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                  -41                    0                    0                   81                    0                    0
                   9               800000         4.7867410415849515E-04         1.1000000000000000E+03         8.4485499999844436E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   31                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -42                    0                    0                   83                    0                    0
                  10               900000         4.9836943035837808E-04         1.1000000000000000E+03         8.6419499999844476E+01                   9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   32                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                  -43                    0                    0                   85                    0                    0
