               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         4.8343969895309853E-06         1.0000000000000000E+03        -2.4126999999999995E+01                   0                    2                   17                    0                    0                    0                    0                    1                    0                    0                    1                    0                   -1                   -9                    0                    0                    0                    0
                   3                16000         5.1731308928562549E-06         1.0000000000000000E+03        -2.1379999999999995E+01                   0                    1                   16                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -9                    0                    0                    0                    1
                   4                24000         5.3830690722695469E-06         1.0000000000000000E+03        -2.0942000000000000E+01                   0                    1                   16                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -9                    0                    0                    0                    1
                   5                32000         6.3685562253144460E-06         1.0000000000000000E+03        -2.6590999999999998E+01                   0                    1                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -11                    0                    0                    1                    1
                   6                40000         6.5433944487719351E-06         1.0000000000000000E+03        -2.6949999999999992E+01                   0                    1                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -11                    0                    0                    1                    1
                   7                48000         6.7227035330371077E-06         1.0000000000000000E+03        -2.6932999999999996E+01                   0                    1                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -11                    0                    0                    1                    1
                   8                56000         6.8461457095669658E-06         1.0000000000000000E+03        -2.6460000000000004E+01                   0                    0                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -1                  -11                    0                    0                    1                    1
                   9                64000         6.9745057652383021E-06         1.0000000000000000E+03        -2.6219999999999995E+01                   0                    1                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -11                    0                    0                    1                    1
                  10                72000         7.1638794435030988E-06         1.0000000000000000E+03        -2.9264999999999997E+01                   0                    1                   20                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -12                    0                    0                    1                    1
                  11                80000         7.3985234908220165E-06         1.0000000000000000E+03        -2.8757000000000005E+01                   0                    1                   20                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -12                    0                    0                    1                    1
                  12                88000         7.5524360634286308E-06         1.0000000000000000E+03        -2.9252000000000002E+01                   0                    1                   20                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -12                    0                    0                    1                    1
                  13                96000         7.7003155962089487E-06         1.0000000000000000E+03        -2.8695000000000000E+01                   0                    1                   20                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -12                    0                    0                    1                    1
                  14               104000         7.8555473457359028E-06         1.0000000000000000E+03        -2.9116000000000000E+01                   0                    1                   20                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -12                    0                    0                    1                    1
                  15               112000         8.0228374824091600E-06         1.0000000000000000E+03        -3.7053999999999995E+01                   0                    1                   26                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -15                    0                    0                    1                    1
                  16               120000         8.1457597098081112E-06         1.0000000000000000E+03        -3.6463999999999992E+01                   0                    1                   26                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                  -15                    0                    0                    1                    1
                  17               128000         1.2824548181662686E-05         1.0000000000000000E+03        -4.1936999999999991E+01                   0                    0                   32                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -18                    0                    0                    1                    2
                  18               136000         1.7892492109221287E-05         1.0000000000000000E+03        -4.9661999999999985E+01                   0                    0                   38                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -21                    0                    0                    1                    2
                  19               144000         2.2770834587656770E-05         1.0000000000000000E+03        -5.2214999999999982E+01                   0                    0                   40                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -22                    0                    0                    1                    2
                  20               152000         2.7500414830463211E-05         1.0000000000000000E+03        -5.7188999999999972E+01                   0                    0                   44                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -24                    0                    0                    1                    2
                  21               160000         3.2115595616788861E-05         1.0000000000000000E+03        -6.2228999999999964E+01                   0                    0                   48                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -26                    0                    0                    1                    2
                  22               168000         3.6799826297552663E-05         1.0000000000000000E+03        -6.9855000000039595E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -29                    0                    0                    1                    2
                  23               176000         4.1499899507981619E-05         1.0000000000000000E+03        -7.2375000000039634E+01                   0                    0                   56                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -30                    0                    0                    1                    2
                  24               184000         4.6132261915246054E-05         1.0000000000000000E+03        -7.4796000000039712E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -31                    0                    0                    1                    2
                  25               192000         5.0807880739511680E-05         1.0000000000000000E+03        -7.4829000000039699E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -31                    0                    0                    1                    2
                  26               200000         5.5555769695498776E-05         1.0000000000000000E+03        -7.5060000000039608E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -31                    0                    0                    1                    2
                  27               208000         6.0251886152137397E-05         1.0000000000000000E+03        -7.4829000000039699E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -31                    0                    0                    1                    2
                  28               216000         6.4944860496428879E-05         1.0000000000000000E+03        -7.4763000000039725E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -31                    0                    0                    1                    2
                  29               224000         6.9647569885823908E-05         1.0000000000000000E+03        -7.7415000000039711E+01                   0                    0                   60                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -32                    0                    0                    1                    2
                  30               232000         7.4632818075297310E-05         1.0000000000000000E+03        -8.2389000000039815E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -34                    0                    0                    1                    2
                  31               240000         7.9637923198654442E-05         1.0000000000000000E+03        -8.2224000000039879E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -34                    0                    0                    1                    2
                  32               248000         8.4702622439363211E-05         1.0000000000000000E+03        -8.2323000000039841E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -34                    0                    0                    1                    2
                  33               256000         8.9742688644566781E-05         1.0000000000000000E+03        -8.4876000000039866E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -35                    0                    0                    1                    2
                  34               264000         9.4881504710996251E-05         1.0000000000000000E+03        -8.4744000000039918E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                  -35                    0                    0                    1                    2
