               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.4127284980531698E-06         1.1000000000000000E+03        -7.4474500000017343E+01                   7                    2                   24                    0                   21                    1                    0                    0                    0                    0                    9                    0                    0                    0                    1                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                  -11                    0                   11                   10                  -35                    0
                   3               200000         1.7171072542952421E-06         1.1000000000000000E+03        -7.9524000000017324E+01                   8                    0                   27                    0                   23                    1                    0                    0                    0                    0                    8                    0                    0                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -13                    0                   14                   13                  -39                    0
                   4               300000         3.1913819067744993E-06         1.1000000000000000E+03        -8.6314500000017404E+01                   9                    0                   28                    0                   18                    0                    0                    0                    0                    0                   14                    0                    0                    1                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -13                    0                   20                   15                  -47                    1
                   5               400000         3.4020641617105149E-06         1.1000000000000000E+03        -8.7429500000017370E+01                   7                    2                   27                    0                   21                    1                    0                    0                    0                    0                   10                    0                    0                    1                    3                    0                    0                    1                    0                    0                    0                    0                    0                    1                    5                    0                  -16                    0                   21                   16                  -47                    1
                   6               500000         3.5365660580792997E-06         1.1000000000000000E+03        -8.5285500000017407E+01                   7                    2                   28                    0                   21                    2                    0                    0                    0                    0                    8                    0                    0                    1                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                  -17                    0                   21                   18                  -48                    1
                   7               600000         3.7752837279003486E-06         1.1000000000000000E+03        -1.1323400000001723E+02                   8                    1                   38                    0                   31                    0                    0                    0                    0                    0                    8                    0                    0                    1                    7                    0                    0                    1                    0                    0                    0                    0                    0                    2                    9                    0                  -21                    0                   22                   19                  -59                    1
                   8               700000         4.0717984863276937E-06         1.1000000000000000E+03        -1.1687200000001725E+02                   8                    1                   40                    0                   32                    0                    0                    0                    0                    0                    8                    0                    0                    2                    6                    0                    0                    1                    0                    0                    0                    0                    0                    2                    8                    0                  -21                    0                   22                   19                  -61                    1
                   9               800000         4.4710926145250121E-06         1.1000000000000000E+03        -1.2538750000001730E+02                   9                    0                   41                    0                   32                    0                    0                    0                    0                    0                   11                    0                    0                    2                    7                    0                    0                    0                    0                    0                    0                    0                    0                    1                    9                    0                  -21                    0                   27                   20                  -66                    1
                  10               900000         5.6452631370149726E-06         1.1000000000000000E+03        -1.3247150000000622E+02                   9                    0                   43                    0                   31                    0                    0                    0                    0                    0                   10                    0                    0                    2                    2                    0                    0                    0                    0                    0                    0                    0                    0                    1                    6                    0                  -21                    0                   35                   20                  -71                    3
                  11              1000000         7.4079585949353518E-06         1.1000000000000000E+03        -1.4895749999999708E+02                   9                    0                   46                    0                   34                    0                    0                    0                    0                    0                   15                    0                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                  -21                    0                   41                   20                  -79                    3
                  12              1100000         1.0210748211957313E-05         1.1000000000000000E+03        -1.5436549999999707E+02                   9                    0                   46                    0                   31                    0                    0                    0                    0                    0                   16                    0                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                  -21                    0                   47                   20                  -83                    3
                  13              1200000         1.0847596311441330E-05         1.1000000000000000E+03        -1.5071299999999707E+02                   8                    1                   44                    0                   32                    1                    0                    0                    0                    0                   16                    0                    0                    2                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                  -22                    0                   47                   21                  -82                    3
                  14              1300000         1.1118489846735763E-05         1.1000000000000000E+03        -1.4705299999999704E+02                   8                    1                   43                    0                   33                    1                    0                    0                    0                    0                   16                    0                    0                    2                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                  -23                    0                   48                   23                  -81                    3
                  15              1400000         1.2158595634391555E-05         1.1000000000000000E+03        -1.6169299999999706E+02                   8                    1                   48                    0                   36                    1                    0                    0                    0                    0                   16                    0                    0                    2                    1                    0                    0                    0                    0                    0                    0                    0                    0                    1                    6                    0                  -25                    0                   52                   25                  -88                    3
