               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         5.8161086444340194E-06         1.0000000000000000E+03        -6.4881000000008783E+01                   0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -25                    0                    0                    0                    0
                   3                16000         1.0389153054615943E-05         1.0000000000000000E+03        -7.4895000000067924E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -29                    0                    0                    0                    0
                   4                24000         1.5186022148333948E-05         1.0000000000000000E+03        -8.2422000000068053E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -32                    0                    0                    0                    0
                   5                32000         2.0377564929623424E-05         1.0000000000000000E+03        -8.7132000000068260E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                   6                40000         2.5736024660270556E-05         1.0000000000000000E+03        -8.9784000000068247E+01                   0                    0                   70                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -35                    0                    0                    0                    0
                   7                48000         3.2042195078133642E-05         1.0000000000000000E+03        -9.6915000000068531E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                   8                56000         3.8658109641950150E-05         1.0000000000000000E+03        -9.7113000000068453E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                   9                64000         4.5571496775908653E-05         1.0000000000000000E+03        -1.0182300000006866E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  10                72000         5.3101356257795473E-05         1.0000000000000000E+03        -1.0434300000006870E+02                   0                    0                   82                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -41                    0                    0                    0                    0
                  11                80000         6.1322212577609873E-05         1.0000000000000000E+03        -1.0427700000006872E+02                   0                    0                   82                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -41                    0                    0                    0                    0
                  12                88000         7.0426724850488598E-05         1.0000000000000000E+03        -1.0921800000006884E+02                   0                    0                   86                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -43                    0                    0                    0                    0
                  13                96000         8.1253282916446973E-05         1.0000000000000000E+03        -1.1147400000006898E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  14               104000         9.2626106416132962E-05         1.0000000000000000E+03        -1.1157300000006894E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  15               112000         1.0551499116425808E-04         1.0000000000000000E+03        -1.1406000000006900E+02                   0                    0                   90                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -45                    0                    0                    0                    0
                  16               120000         1.1897411862411275E-04         1.0000000000000000E+03        -1.1644800000006909E+02                   0                    0                   92                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -46                    0                    0                    0                    0
                  17               128000         1.3545202874391658E-04         1.0000000000000000E+03        -1.1644800000006909E+02                   0                    0                   92                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -46                    0                    0                    0                    0
                  18               136000         1.5168681574040223E-04         1.0000000000000000E+03        -1.1641500000006910E+02                   0                    0                   92                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -46                    0                    0                    0                    0
                  19               144000         1.7199207725550428E-04         1.0000000000000000E+03        -1.1883600000006918E+02                   0                    0                   94                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -47                    0                    0                    0                    0
                  20               152000         1.9324235400155717E-04         1.0000000000000000E+03        -1.1883600000006918E+02                   0                    0                   94                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -47                    0                    0                    0                    0
                  21               160000         2.1503990624722024E-04         1.0000000000000000E+03        -1.1877000000006920E+02                   0                    0                   94                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -47                    0                    0                    0                    0
                  22               168000         2.3660095186094551E-04         1.0000000000000000E+03        -1.1883600000006918E+02                   0                    0                   94                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -47                    0                    0                    0                    0
                  23               176000         2.6205126242032458E-04         1.0000000000000000E+03        -1.2122400000006927E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  24               184000         2.9366706962826133E-04         1.0000000000000000E+03        -1.2122400000006927E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  25               192000         3.3290006902810345E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  26               200000         3.9452095804820998E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  27               208000         4.5597469671911870E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  28               216000         5.1877608675484797E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  29               224000         5.8083896146629023E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  30               232000         6.4321325075981169E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  31               240000         7.0625028338733569E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  32               248000         7.6999497458368630E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  33               256000         8.3281491355189871E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  34               264000         8.9560274846276237E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  35               272000         9.5794764952387718E-04         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  36               280000         1.0199622714382741E-03         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  37               288000         1.0812183660745980E-03         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  38               296000         1.1444428362088139E-03         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  39               304000         1.2069716564814678E-03         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  40               312000         1.2691453055894727E-03         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  41               320000         1.3310565796547621E-03         1.0000000000000000E+03        -1.2361200000006936E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
