               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         8.2952718036249810E-06         1.0000000000000000E+03        -1.6333699999999811E+02                   8                    3                   49                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   21                    0                  -87                    0
                   3               200000         1.1848130244209300E-05         1.0000000000000000E+03        -1.6494249999999812E+02                   7                    4                   50                    0                    4                    0                    0                    0                    0                    0                   44                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   22                    0                  -88                    0
                   4               300000         1.3487916399213173E-05         1.0000000000000000E+03        -1.7124549999999812E+02                   7                    5                   52                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   22                    0                  -91                    0
                   5               400000         1.4959461117649969E-05         1.0000000000000000E+03        -1.6709149999999812E+02                   7                    5                   50                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   22                    0                  -89                    0
                   6               500000         1.6452050351081067E-05         1.0000000000000000E+03        -1.6919049999999811E+02                   7                    5                   51                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   22                    0                  -90                    0
                   7               600000         1.7627295881505256E-05         1.0000000000000000E+03        -1.6945649999999813E+02                   5                    7                   52                    0                    4                    0                    0                    0                    0                    0                   43                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   22                    0                  -91                    0
                   8               700000         1.8563423011603381E-05         1.0000000000000000E+03        -1.7015999999999812E+02                   6                    6                   51                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   23                    0                  -91                    0
                   9               800000         1.9564603283821432E-05         1.0000000000000000E+03        -1.7018199999999811E+02                   6                    6                   51                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   23                    0                  -91                    0
                  10               900000         2.0494697254486001E-05         1.0000000000000000E+03        -1.6715799999999814E+02                   6                    5                   50                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   26                    0                  -90                    0
                  11              1000000         2.1425418691387712E-05         1.0000000000000000E+03        -1.6665699999999816E+02                   6                    5                   50                    0                    4                    0                    0                    0                    0                    0                   45                    0                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   27                    0                  -90                    0
                  12              1100000         2.3792562660537423E-05         1.0000000000000000E+03        -1.7263449999999816E+02                   7                    4                   50                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -93                    0
                  13              1200000         2.6281811777159326E-05         1.0000000000000000E+03        -1.7466049999999817E+02                   7                    4                   51                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -94                    0
                  14              1300000         2.8849146219339548E-05         1.0000000000000000E+03        -1.7666449999999818E+02                   7                    4                   52                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -95                    0
                  15              1400000         3.1387304040492215E-05         1.0000000000000000E+03        -1.6839649999999816E+02                   7                    4                   48                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -91                    0
                  16              1500000         3.3703150557811829E-05         1.0000000000000000E+03        -1.7653799999999822E+02                   6                    5                   52                    0                    4                    0                    0                    0                    0                    0                   48                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -95                    0
                  17              1600000         3.7133150936502126E-05         1.0000000000000000E+03        -1.7980149999999824E+02                   5                    6                   54                    0                    4                    0                    0                    0                    0                    0                   47                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -97                    0
                  18              1700000         4.0219846012342825E-05         1.0000000000000000E+03        -1.8058999999999824E+02                   6                    5                   54                    0                    4                    0                    0                    0                    0                    0                   48                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -97                    0
                  19              1800000         4.3743353371207571E-05         1.0000000000000000E+03        -1.6521349999999819E+02                   5                    6                   47                    0                    4                    0                    0                    0                    0                    0                   47                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   31                    0                  -90                    0
                  20              1900000         4.7035403798510606E-05         1.0000000000000000E+03        -1.7572399999999820E+02                   6                    5                   51                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   32                    0                  -95                    0
                  21              2000000         5.0252847995335016E-05         1.0000000000000000E+03        -1.6638449999999813E+02                   7                    3                   47                    0                    3                    1                    0                    0                    0                    0                   50                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   33                    0                  -91                    0
                  22              2100000         5.4690541120708835E-05         1.0000000000000000E+03        -1.8156499999999826E+02                   6                    4                   54                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   34                    0                  -98                    0
                  23              2200000         6.2103297337219595E-05         1.0000000000000000E+03        -1.7745499999999825E+02                   6                    4                   52                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   34                    0                  -96                    0
                  24              2300000         6.6898898926788606E-05         1.0000000000000000E+03        -1.7664899999999827E+02                   6                    4                   52                    0                    3                    1                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   34                    0                  -96                    0
                  25              2400000         6.8529234798802614E-05         1.0000000000000000E+03        -1.8156499999999826E+02                   6                    4                   54                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   34                    0                  -98                    0
                  26              2500000         7.5300922467736231E-05         1.0000000000000000E+03        -1.7746199999999826E+02                   6                    4                   52                    0                    4                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                   34                    0                  -96                    0
                  27              2600000         7.6895671893279933E-05         1.0000000000000000E+03        -1.7372449999999816E+02                   5                    6                   49                    0                    6                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                   34                    0                  -94                    0
                  28              2700000         7.7472631376093449E-05         1.0000000000000000E+03        -1.7924449999999817E+02                   5                    6                   51                    0                    5                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                   -2                    0                   35                    0                  -97                    0
                  29              2800000         7.8072995385360095E-05         1.0000000000000000E+03        -1.7750449999999816E+02                   5                    6                   50                    0                    5                    0                    0                    0                    0                    0                   49                    0                    0                    1                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                   -2                    0                   35                    0                  -96                    0
