               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         2.5586504769401736E-06         1.0000000000000000E+03        -4.2140000000004783E+01                   0                    4                    0                   35                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    4                    0                  -12                  -22                    2                   19                    0                    1
                   3               200000         3.3910766931068842E-06         1.0000000000000000E+03        -5.5931000000004779E+01                   0                    6                    0                   43                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                  -14                  -29                    2                   21                    3                    1
                   4               300000         4.0356905228124972E-06         1.0000000000000000E+03        -6.0783000000004741E+01                   0                   11                    1                   37                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    2                    0                    1                    0                   10                    0                  -19                  -30                    2                   23                    5                    1
                   5               400000         4.5638944381021564E-06         1.0000000000000000E+03        -6.8832999999951227E+01                   0                    9                    0                   35                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                   14                    0                  -18                  -32                    3                   23                    5                    1
                   6               500000         5.0080037342358550E-06         1.0000000000000000E+03        -7.7633999999951129E+01                   0                   20                    0                   33                    0                    2                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   17                    0                  -23                  -35                    3                   26                    7                    1
                   7               600000         5.5231269890364665E-06         1.0000000000000000E+03        -8.3658999999951064E+01                   0                   15                    0                   33                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                   20                    0                  -23                  -37                    5                   27                    7                    1
                   8               700000         6.0809793935387926E-06         1.0000000000000000E+03        -8.8793999999951183E+01                   0                   14                    0                   37                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   20                    0                  -23                  -39                    6                   27                    7                    1
                   9               800000         6.5982713699450861E-06         1.0000000000000000E+03        -8.9031999999951026E+01                   0                   14                    0                   36                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   20                    0                  -23                  -39                    6                   27                    7                    1
                  10               900000         7.1187705860979731E-06         1.0000000000000000E+03        -9.5033999999951135E+01                   0                   19                    0                   44                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   17                    0                  -24                  -42                    6                   28                    8                    1
                  11              1000000         7.5617970261996603E-06         1.0000000000000000E+03        -1.0231299999995115E+02                   0                   13                    0                   46                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   21                    0                  -24                  -45                    6                   29                    8                    1
                  12              1100000         7.9953593554889360E-06         1.0000000000000000E+03        -1.0707499999995103E+02                   0                   15                    0                   43                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   23                    0                  -25                  -46                    6                   29                    9                    1
                  13              1200000         8.4336945781555168E-06         1.0000000000000000E+03        -1.1093899999995094E+02                   0                   16                    0                   39                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   26                    0                  -26                  -47                    7                   30                   10                    1
                  14              1300000         8.7851720871194446E-06         1.0000000000000000E+03        -1.1489799999995084E+02                   0                   22                    0                   35                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   30                    0                  -30                  -49                    8                   33                   12                    1
                  15              1400000         9.2046599265453679E-06         1.0000000000000000E+03        -1.2383199999995081E+02                   0                   22                    0                   37                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   30                    0                  -30                  -51                    8                   33                   12                    1
                  16              1500000         9.6327411997438628E-06         1.0000000000000000E+03        -1.2072299999995083E+02                   0                   26                    0                   37                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   28                    0                  -32                  -52                    8                   35                   14                    2
                  17              1600000         1.0113099552983746E-05         1.0000000000000000E+03        -1.2197099999995073E+02                   0                   25                    0                   33                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   32                    0                  -33                  -52                    8                   35                   14                    2
                  18              1700000         1.0511041094772702E-05         1.0000000000000000E+03        -1.2141799999995077E+02                   0                   26                    0                   34                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   32                    0                  -34                  -53                    8                   37                   15                    2
                  19              1800000         1.0997320110824282E-05         1.0000000000000000E+03        -1.2805700000024729E+02                   0                   23                    0                   34                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   35                    0                  -34                  -55                    9                   37                   15                    2
                  20              1900000         1.1420922952162140E-05         1.0000000000000000E+03        -1.3280700000030595E+02                   1                   23                    0                   39                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   34                    0                  -35                  -57                    9                   38                   15                    2
                  21              2000000         1.1766228520175731E-05         1.0000000000000000E+03        -1.3440800000030580E+02                   0                   24                    0                   41                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                   34                    0                  -35                  -58                    9                   38                   15                    2
                  22              2100000         1.2213966234524057E-05         1.0000000000000000E+03        -1.3589500000030591E+02                   0                   23                    0                   36                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   37                    0                  -35                  -58                    9                   38                   16                    2
                  23              2200000         1.2701258080167169E-05         1.0000000000000000E+03        -1.4406000000030591E+02                   0                   23                    0                   42                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   37                    0                  -35                  -61                    9                   38                   16                    2
                  24              2300000         1.3066616596104776E-05         1.0000000000000000E+03        -1.4568800000030561E+02                   0                   27                    1                   38                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                   38                    0                  -38                  -61                   10                   38                   17                    2
                  25              2400000         1.3333006400435248E-05         1.0000000000000000E+03        -1.4722900000030563E+02                   0                   28                    0                   41                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                   37                    0                  -38                  -62                   10                   39                   17                    2
                  26              2500000         1.3721221409619854E-05         1.0000000000000000E+03        -1.4712800000030555E+02                   0                   28                    0                   39                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                   39                    0                  -38                  -62                   10                   39                   17                    2
                  27              2600000         2.2041016275504898E-05         1.0000000000000000E+03        -1.9574100000030532E+02                   0                   37                    1                   47                    0                    1                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    2                    2                    0                   52                    0                  -48                  -79                   11                   45                   22                    3
                  28              2700000         2.8523487085636003E-05         1.0000000000000000E+03        -2.0954900000030503E+02                   1                   42                    1                   46                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    1                    5                    0                   59                    0                  -54                  -84                   14                   50                   23                    3
                  29              2800000         4.7602132721264727E-05         1.0000000000000000E+03        -2.4339200000030507E+02                   0                   36                    0                   60                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                    0                   60                    0                  -56                 -100                   20                   58                   25                    6
                  30              2900000         6.2984766607629433E-05         1.0000000000000000E+03        -2.5635000000026469E+02                   0                   44                    0                   53                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   68                    0                  -62                 -105                   21                   62                   30                    6
                  31              3000000         7.8987989170392129E-05         1.0000000000000000E+03        -2.7454800000023380E+02                   0                   45                    0                   60                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   71                    0                  -65                 -113                   23                   65                   33                    6
                  32              3100000         8.7411571571382977E-05         1.0000000000000000E+03        -2.8632200000023397E+02                   0                   51                    1                   48                    0                    0                    0                    1                    0                    7                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    0                   80                    0                  -71                 -114                   24                   65                   35                    6
                  33              3200000         9.6423832612109285E-05         1.0000000000000000E+03        -2.9219600000023343E+02                   0                   58                    0                   46                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    1                    1                    1                    0                   83                    0                  -72                 -115                   25                   65                   35                    6
                  34              3300000         1.0602777133999603E-04         1.0000000000000000E+03        -2.9122700000023309E+02                   0                   63                    0                   42                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    2                    0                    1                    0                   83                    0                  -74                 -115                   26                   65                   36                    7
                  35              3400000         1.1753560126544847E-04         1.0000000000000000E+03        -2.9149400000023252E+02                   0                   67                    0                   37                    0                    1                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    2                    0                    1                    0                   85                    0                  -76                 -115                   27                   65                   36                    8
                  36              3500000         1.2825118583354391E-04         1.0000000000000000E+03        -2.9238300000023219E+02                   0                   68                    0                   36                    0                    1                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    2                    1                    0                    0                   85                    0                  -76                 -115                   28                   65                   36                    8
                  37              3600000         1.4978079562751140E-04         1.0000000000000000E+03        -2.9714200000023192E+02                   0                   71                    0                   34                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    0                    2                    0                   89                    0                  -77                 -116                   29                   65                   36                    8
                  38              3700000         1.7761699943100398E-04         1.0000000000000000E+03        -2.9345500000023185E+02                   0                   72                    0                   32                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   86                    0                  -77                 -116                   30                   65                   36                   10
                  39              3800000         2.5554257265330551E-04         1.0000000000000000E+03        -2.7343100000023253E+02                   0                   63                    0                   36                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   77                    0                  -80                 -120                   32                   74                   38                   16
                  40              3900000         4.7920012133354558E-04         1.0000000000000000E+03        -2.7436200000022620E+02                   0                   66                    0                   37                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    1                    0                   76                    0                  -96                 -138                   39                   91                   45                   30
                  41              4000000         7.4970672938687907E-04         1.0000000000000000E+03        -2.7747800000022744E+02                   1                   50                    0                   54                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   73                    0                 -107                 -161                   45                  105                   52                   46
                  42              4100000         1.0369120491592976E-03         1.0000000000000000E+03        -2.8428800000022682E+02                   0                   63                    0                   42                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                    0                   77                    0                 -115                 -169                   47                  106                   57                   54
                  43              4200000         1.1979135700510941E-03         1.0000000000000000E+03        -2.9329700000022643E+02                   1                   60                    0                   42                    0                    1                    0                    0                    0                    9                    0                    0                    0                    0                    0                    3                    0                    0                    0                    0                    0                   81                    0                 -123                 -181                   49                  111                   60                   63
                  44              4300000         1.4808968282941327E-03         1.0000000000000000E+03        -2.8577800000022711E+02                   0                   54                    0                   47                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    4                    0                    1                    0                    0                    0                   76                    0                 -128                 -191                   51                  116                   63                   74
                  45              4400000         1.6847644597605094E-03         1.0000000000000000E+03        -2.8281300000022537E+02                   0                   69                    0                   31                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    4                    0                    0                    1                    2                    0                   82                    0                 -138                 -196                   55                  118                   67                   82
                  46              4500000         1.9450282253850211E-03         1.0000000000000000E+03        -3.0033600000022693E+02                   1                   49                    0                   54                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    2                    0                    1                    0                    0                    0                   82                    0                 -149                 -225                   61                  130                   75                   99
                  47              4600000         2.1556295367147864E-03         1.0000000000000000E+03        -2.7279800000022607E+02                   0                   64                    0                   36                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    2                    0                    0                    1                    1                    0                   77                    0                 -159                 -228                   65                  135                   81                  112
                  48              4700000         2.4277840642714984E-03         1.0000000000000000E+03        -2.9653700000022701E+02                   0                   56                    0                   47                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    3                    0                    0                    1                    0                    0                   81                    0                 -168                 -249                   69                  144                   86                  123
                  49              4800000         2.5859211182932599E-03         1.0000000000000000E+03        -2.9322600000022612E+02                   0                   61                    0                   37                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    3                    0                    1                    0                    1                    0                   85                    0                 -172                 -250                   70                  144                   88                  126
