               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         4.1839125200011495E-03         1.0000000000000000E+03        -2.6519999999999042E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   3                16000         4.2470475367873111E-03         1.0000000000000000E+03        -2.6519999999998189E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   4                24000         4.3098879529076409E-03         1.0000000000000000E+03        -2.6519999999997332E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   5                32000         4.3723715858609525E-03         1.0000000000000000E+03        -2.6519999999996302E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   6                40000         4.4351403851553960E-03         1.0000000000000000E+03        -2.6519999999995560E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   7                48000         4.4972565301656959E-03         1.0000000000000000E+03        -2.6519999999994512E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   8                56000         4.5589191053066981E-03         1.0000000000000000E+03        -2.6519999999993771E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   9                64000         4.6230457756102090E-03         1.0000000000000000E+03        -2.6519999999992905E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  10                72000         4.6855495789261898E-03         1.0000000000000000E+03        -2.6519999999992083E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  11                80000         4.7482149639097625E-03         1.0000000000000000E+03        -2.6519999999990982E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  12                88000         4.8101827754504882E-03         1.0000000000000000E+03        -2.6519999999990040E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  13                96000         4.8727946491560429E-03         1.0000000000000000E+03        -2.6519999999989157E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  14               104000         4.9360582506929075E-03         1.0000000000000000E+03        -2.6519999999988260E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  15               112000         4.9986859097051542E-03         1.0000000000000000E+03        -2.6519999999987389E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  16               120000         5.0617284947243992E-03         1.0000000000000000E+03        -2.6519999999986337E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  17               128000         5.1240250091994684E-03         1.0000000000000000E+03        -2.6519999999985440E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  18               136000         5.1874952535069007E-03         1.0000000000000000E+03        -2.6519999999984565E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  19               144000         5.2488090005408912E-03         1.0000000000000000E+03        -2.6519999999983668E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  20               152000         5.3117842815231468E-03         1.0000000000000000E+03        -2.6519999999982682E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                  21               160000         5.3531365638233141E-03         1.0000000000000000E+03        -5.3039999999985668E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                  22               168000         5.3852574107357328E-03         1.0000000000000000E+03        -5.3039999999991556E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                  23               176000         5.4163423580641454E-03         1.0000000000000000E+03        -5.3039999999996681E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                  24               184000         5.4482573504139762E-03         1.0000000000000000E+03        -5.2710000000002628E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                  25               192000         5.4800990221278677E-03         1.0000000000000000E+03        -5.3040000000008281E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
