               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.0545853365926851E-05         1.0000000000000000E+03        -3.1527000000000001E+01                   0                    0                   24                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -12                    0                    0                    0                    0
                   3                16000         1.6586671395054715E-05         1.0000000000000000E+03        -3.6731999999999999E+01                   0                    0                   28                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -14                    0                    0                    0                    0
                   4                24000         2.2088040804739974E-05         1.0000000000000000E+03        -4.4655000000000001E+01                   0                    0                   34                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -17                    0                    0                    0                    0
                   5                32000         2.7050073996661639E-05         1.0000000000000000E+03        -5.2049999999999983E+01                   0                    0                   40                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -20                    0                    0                    0                    0
                   6                40000         3.1793544637789057E-05         1.0000000000000000E+03        -6.4848000000048373E+01                   0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -25                    0                    0                    0                    0
                   7                48000         3.6307139599936506E-05         1.0000000000000000E+03        -6.7203000000112709E+01                   0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -26                    0                    0                    0                    0
                   8                56000         4.0879487188411093E-05         1.0000000000000000E+03        -7.4730000000112838E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -29                    0                    0                    0                    0
                   9                64000         4.5576759443309440E-05         1.0000000000000000E+03        -7.7217000000112890E+01                   0                    0                   60                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -30                    0                    0                    0                    0
                  10                72000         5.0568679854492982E-05         1.0000000000000000E+03        -8.2290000000112954E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -32                    0                    0                    0                    0
                  11                80000         5.5565738036804747E-05         1.0000000000000000E+03        -8.2356000000112928E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -32                    0                    0                    0                    0
                  12                88000         6.0552254602411120E-05         1.0000000000000000E+03        -8.2257000000112967E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -32                    0                    0                    0                    0
                  13                96000         6.5746084808661562E-05         1.0000000000000000E+03        -8.4711000000113032E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  14               104000         7.0865342439630424E-05         1.0000000000000000E+03        -8.4843000000112980E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  15               112000         7.6146056882502857E-05         1.0000000000000000E+03        -8.7429000000112993E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  16               120000         8.1815503201601944E-05         1.0000000000000000E+03        -8.9685000000113135E+01                   0                    0                   70                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -35                    0                    0                    0                    0
                  17               128000         8.7513400667186007E-05         1.0000000000000000E+03        -9.2271000000113148E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
