               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         3.8440915297164148E-06         1.0000000000000000E+03        -1.7299999999999893E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   3                16000         5.1610538925334906E-06         1.0000000000000000E+03         4.8000000000001819E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                   4                24000         6.6934485321357112E-06         1.0000000000000000E+03         4.0000000000017799E-03                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                   5                32000         7.6772867804533389E-06         1.0000000000000000E+03        -3.8000000000008916E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                   6                40000         8.7638096125050777E-06         1.0000000000000000E+03         4.7999999999969178E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                   7                48000         9.9103130860423076E-06         1.0000000000000000E+03        -3.4600000000004116E-01                   0                    6                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                   8                56000         1.0359555741842033E-05         1.0000000000000000E+03         7.5999999999943890E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                   9                64000         1.1103154923851334E-05         1.0000000000000000E+03        -3.0800000000007577E-01                   0                    6                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                   -2                    0                    0                    0                    0                    0
                  10                72000         1.1671450019762580E-05         1.0000000000000000E+03        -3.4000000000080410E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                    0                    0                    0                    0                    0
