               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         2.2626425362878275E-05         1.0000000000000000E+03        -1.8564000000000064E+01                   0                    0                   14                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -7                    0                    0                    0                    0
                   3                16000         3.1585096560777965E-05         1.0000000000000000E+03        -2.1084000000000060E+01                   0                    0                   16                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -8                    0                    0                    0                    0
                   4                24000         4.0026268152336184E-05         1.0000000000000000E+03        -2.3703000000000060E+01                   0                    0                   18                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -9                    0                    0                    0                    0
                   5                32000         4.7576311085039605E-05         1.0000000000000000E+03        -2.6388000000000062E+01                   0                    0                   20                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -10                    0                    0                    0                    0
                   6                40000         5.4607885650309852E-05         1.0000000000000000E+03        -3.1494000000000057E+01                   0                    0                   24                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -12                    0                    0                    0                    0
                   7                48000         6.0762478214150772E-05         1.0000000000000000E+03        -3.6798000000000059E+01                   0                    0                   28                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -14                    0                    0                    0                    0
                   8                56000         6.6287602797711646E-05         1.0000000000000000E+03        -4.1871000000000052E+01                   0                    0                   32                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -16                    0                    0                    0                    0
                   9                64000         7.1431308980720324E-05         1.0000000000000000E+03        -4.9629000000000048E+01                   0                    0                   38                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -19                    0                    0                    0                    0
                  10                72000         7.6196477700641603E-05         1.0000000000000000E+03        -5.6925000000000026E+01                   0                    0                   44                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -22                    0                    0                    0                    0
                  11                80000         8.0884633374105395E-05         1.0000000000000000E+03        -5.7189000000000036E+01                   0                    0                   44                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -22                    0                    0                    0                    0
                  12                88000         8.5628717629850510E-05         1.0000000000000000E+03        -5.9742000000000033E+01                   0                    0                   46                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -23                    0                    0                    0                    0
                  13                96000         9.0212986864603352E-05         1.0000000000000000E+03        -6.2229000000000028E+01                   0                    0                   48                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -24                    0                    0                    0                    0
                  14               104000         9.4835472740715195E-05         1.0000000000000000E+03        -6.7170000000110775E+01                   0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -26                    0                    0                    0                    0
                  15               112000         9.9465218213334172E-05         1.0000000000000000E+03        -6.7467000000110659E+01                   0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -26                    0                    0                    0                    0
                  16               120000         1.0410066514248416E-04         1.0000000000000000E+03        -7.0086000000110658E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -27                    0                    0                    0                    0
                  17               128000         1.0867719666754548E-04         1.0000000000000000E+03        -6.9723000000110801E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -27                    0                    0                    0                    0
                  18               136000         1.1330127605110211E-04         1.0000000000000000E+03        -6.9690000000110814E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -27                    0                    0                    0                    0
                  19               144000         1.1793093253913627E-04         1.0000000000000000E+03        -6.9888000000110736E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -27                    0                    0                    0                    0
                  20               152000         1.2261684709411152E-04         1.0000000000000000E+03        -6.9756000000110788E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -27                    0                    0                    0                    0
                  21               160000         1.2718186378848795E-04         1.0000000000000000E+03        -7.0020000000110684E+01                   0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -27                    0                    0                    0                    0
                  22               168000         1.3186441046471130E-04         1.0000000000000000E+03        -7.2309000000110814E+01                   0                    0                   56                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -28                    0                    0                    0                    0
                  23               176000         1.3663837746621141E-04         1.0000000000000000E+03        -7.2243000000110840E+01                   0                    0                   56                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -28                    0                    0                    0                    0
                  24               184000         1.4137850815833824E-04         1.0000000000000000E+03        -7.4796000000110865E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -29                    0                    0                    0                    0
                  25               192000         1.4605880367648112E-04         1.0000000000000000E+03        -7.4862000000110839E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -29                    0                    0                    0                    0
                  26               200000         1.5083122598937452E-04         1.0000000000000000E+03        -7.5027000000110775E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -29                    0                    0                    0                    0
                  27               208000         1.5563797788519562E-04         1.0000000000000000E+03        -7.7316000000110904E+01                   0                    0                   60                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -30                    0                    0                    0                    0
                  28               216000         1.6054237439358843E-04         1.0000000000000000E+03        -8.4711000000111085E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  29               224000         1.6572663638582250E-04         1.0000000000000000E+03        -8.4711000000111085E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  30               232000         1.7091302686910912E-04         1.0000000000000000E+03        -8.4810000000111046E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  31               240000         1.7601042923101612E-04         1.0000000000000000E+03        -8.5008000000110968E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  32               248000         1.8133787602467565E-04         1.0000000000000000E+03        -8.7297000000111098E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  33               256000         1.8663797418477202E-04         1.0000000000000000E+03        -8.7165000000111149E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  34               264000         1.9197675763380563E-04         1.0000000000000000E+03        -8.7198000000111136E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  35               272000         1.9731606587119590E-04         1.0000000000000000E+03        -8.7033000000111201E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  36               280000         2.0259234109248675E-04         1.0000000000000000E+03        -8.7264000000111110E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  37               288000         2.0805510957732056E-04         1.0000000000000000E+03        -8.9685000000111188E+01                   0                    0                   70                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -35                    0                    0                    0                    0
                  38               296000         2.1370493656884740E-04         1.0000000000000000E+03        -9.2370000000111162E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
                  39               304000         2.1952470588937619E-04         1.0000000000000000E+03        -9.2238000000111214E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
                  40               312000         2.2526839989699780E-04         1.0000000000000000E+03        -9.2238000000111214E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
                  41               320000         2.3109071939854522E-04         1.0000000000000000E+03        -9.2106000000111266E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
                  42               328000         2.3688346534026766E-04         1.0000000000000000E+03        -9.2106000000111266E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
                  43               336000         2.4265613042570220E-04         1.0000000000000000E+03        -9.2205000000111227E+01                   0                    0                   72                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -36                    0                    0                    0                    0
                  44               344000         2.4868516449245189E-04         1.0000000000000000E+03        -9.4758000000111252E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  45               352000         2.5483279814363590E-04         1.0000000000000000E+03        -9.4659000000111291E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  46               360000         2.6093177436076919E-04         1.0000000000000000E+03        -9.4725000000111265E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  47               368000         2.6701586195306069E-04         1.0000000000000000E+03        -9.4593000000111317E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  48               376000         2.7318610621757068E-04         1.0000000000000000E+03        -9.4593000000111317E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  49               384000         2.7940637740363455E-04         1.0000000000000000E+03        -9.4626000000111304E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  50               392000         2.8546241435060065E-04         1.0000000000000000E+03        -9.4593000000111317E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  51               400000         2.9177530318000538E-04         1.0000000000000000E+03        -9.7047000000111382E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  52               408000         2.9824796818668162E-04         1.0000000000000000E+03        -9.6981000000111408E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  53               416000         3.0465138750477964E-04         1.0000000000000000E+03        -9.7179000000111330E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  54               424000         3.1097249192902791E-04         1.0000000000000000E+03        -9.6981000000111408E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  55               432000         3.1737296912588751E-04         1.0000000000000000E+03        -9.7047000000111382E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  56               440000         3.2391060561229567E-04         1.0000000000000000E+03        -9.7047000000111382E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  57               448000         3.3038787143658193E-04         1.0000000000000000E+03        -9.6915000000111434E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  58               456000         3.3686060710586745E-04         1.0000000000000000E+03        -9.7047000000111382E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  59               464000         3.4327893430280979E-04         1.0000000000000000E+03        -9.7080000000111369E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  60               472000         3.4968902903723250E-04         1.0000000000000000E+03        -9.7146000000111343E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  61               480000         3.5608134540602920E-04         1.0000000000000000E+03        -9.7113000000111356E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  62               488000         3.6262209241677443E-04         1.0000000000000000E+03        -9.6981000000111408E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  63               496000         3.6900356150268925E-04         1.0000000000000000E+03        -9.7014000000111395E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  64               504000         3.7531790888650492E-04         1.0000000000000000E+03        -9.6948000000111421E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  65               512000         3.8180290597172699E-04         1.0000000000000000E+03        -9.6948000000111421E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  66               520000         3.8824179954062446E-04         1.0000000000000000E+03        -9.7080000000111369E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  67               528000         3.9460996907924245E-04         1.0000000000000000E+03        -9.7146000000111343E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  68               536000         4.0107748086887213E-04         1.0000000000000000E+03        -9.7014000000111395E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  69               544000         4.0789468809330272E-04         1.0000000000000000E+03        -9.9534000000111433E+01                   0                    0                   78                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -39                    0                    0                    0                    0
                  70               552000         4.1493085256249303E-04         1.0000000000000000E+03        -1.0188900000011154E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  71               560000         4.2229499623031014E-04         1.0000000000000000E+03        -1.0198800000011150E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  72               568000         4.2967519788656040E-04         1.0000000000000000E+03        -1.0192200000011152E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  73               576000         4.3718831546201868E-04         1.0000000000000000E+03        -1.0198800000011150E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
