               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         3.3829911155885758E-06         1.0000000000000000E+03        -3.8930000000002853E+00                   0                    5                    1                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -2                   -2                    1                    0                    0                    1
                   3                16000         4.9326300958324373E-06         1.0000000000000000E+03        -4.3060000000009744E+00                   0                    1                    2                    0                    0                    0                    1                    0                    0                    0                    1                    0                   -2                   -3                    1                    0                    0                    2
                   4                24000         5.7482054990140955E-06         1.0000000000000000E+03        -3.7250000000009136E+00                   0                    7                    2                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -3                   -3                    1                    0                    0                    2
                   5                32000         5.8817210370113959E-06         1.0000000000000000E+03        -4.3800000000012487E+00                   0                   10                    2                    0                    0                    0                    0                    1                    2                    0                    1                    0                   -4                   -3                    1                    0                    0                    2
                   6                40000         6.1227240177154778E-06         1.0000000000000000E+03        -1.4850000000013071E+00                   0                    9                    2                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -4                   -3                    1                    0                    0                    3
                   7                48000         6.3701602859410886E-06         1.0000000000000000E+03        -1.7490000000013173E+00                   0                    9                    1                    0                    0                    0                    0                    0                    3                    0                    1                    0                   -4                   -3                    1                    0                    0                    3
                   8                56000         6.5314562862325928E-06         1.0000000000000000E+03        -9.6900000000132369E-01                   0                    9                    1                    0                    0                    0                    0                    0                    3                    0                    1                    0                   -4                   -3                    1                    0                    0                    3
                   9                64000         6.9364674803560310E-06         1.0000000000000000E+03        -2.0690000000013331E+00                   0                    6                    2                    0                    0                    0                    0                    1                    2                    0                    1                    0                   -4                   -4                    1                    0                    0                    4
                  10                72000         7.2017772545235876E-06         1.0000000000000000E+03        -5.3970000000015661E+00                   0                    7                    3                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -4                   -5                    2                    0                    0                    4
                  11                80000         7.5014178945655323E-06         1.0000000000000000E+03        -5.1190000000012148E+00                   0                    7                    3                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -4                   -5                    2                    0                    0                    4
                  12                88000         7.6759548383935261E-06         1.0000000000000000E+03        -5.2160000000011895E+00                   0                    7                    3                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -4                   -5                    2                    0                    0                    4
                  13                96000         8.2062311611852192E-06         1.0000000000000000E+03        -2.8250000000020457E+00                   0                    9                    2                    0                    0                    0                    0                    0                    3                    0                    1                    0                   -5                   -5                    2                    0                    0                    5
                  14               104000         8.3631760230276266E-06         1.0000000000000000E+03        -3.1390000000066487E+00                   0                    8                    2                    0                    0                    0                    0                    1                    2                    0                    1                    0                   -5                   -5                    2                    0                    0                    5
                  15               112000         8.4991971515083089E-06         1.0000000000000000E+03        -2.7050000000065744E+00                   0                    7                    3                    0                    0                    0                    0                    0                    3                    0                    1                    0                   -5                   -6                    2                    0                    0                    6
                  16               120000         8.6804470165893869E-06         1.0000000000000000E+03        -3.3350000000084550E+00                   0                    6                    3                    0                    0                    0                    0                    1                    2                    0                    1                    0                   -5                   -6                    2                    0                    0                    6
                  17               128000         9.1324085074183831E-06         1.0000000000000000E+03        -1.1760000000084845E+00                   0                    9                    1                    0                    0                    0                    0                    0                    3                    0                    1                    0                   -6                   -6                    3                    0                    0                    7
                  18               136000         9.3197594339003908E-06         1.0000000000000000E+03         7.7099999999150726E-01                   0                    6                    1                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -6                   -6                    3                    0                    0                    8
                  19               144000         9.7550015492001168E-06         1.0000000000000000E+03        -1.9630000000084753E+00                   0                    7                    1                    1                    0                    0                    0                    0                    2                    0                    1                    0                   -6                   -7                    3                    0                    0                    8
                  20               152000         1.0634409772178181E-05         1.0000000000000000E+03        -6.7890000000082988E+00                   0                    9                    4                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -7                   -9                    5                    0                    0                    9
                  21               160000         1.0928480519638471E-05         1.0000000000000000E+03        -6.2850000000083526E+00                   0                    9                    3                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -7                   -9                    5                    0                    0                    9
                  22               168000         1.1072694297954527E-05         1.0000000000000000E+03        -7.3080000000097662E+00                   0                    8                    3                    0                    0                    0                    0                    1                    1                    0                    1                    0                   -7                   -9                    5                    0                    0                    9
                  23               176000         1.1259108531898184E-05         1.0000000000000000E+03        -7.0040000000188156E+00                   0                    7                    4                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -7                  -10                    5                    0                    0                   10
                  24               184000         1.1589614721337017E-05         1.0000000000000000E+03        -4.6910000000190033E+00                   0                    3                    3                    0                    0                    0                    0                    2                    0                    0                    1                    0                   -7                  -10                    5                    0                    0                   11
                  25               192000         1.2013943762514243E-05         1.0000000000000000E+03        -5.1020000000190535E+00                   0                   11                    2                    0                    0                    0                    1                    0                    2                    0                    1                    0                   -9                  -10                    6                    0                    0                   11
                  26               200000         1.2247488605897134E-05         1.0000000000000000E+03        -2.5490000000206310E+00                   0                   11                    2                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -9                  -10                    6                    0                    0                   12
                  27               208000         1.2564009143540885E-05         1.0000000000000000E+03        -3.0740000000225942E+00                   0                   10                    2                    0                    0                    0                    0                    2                    1                    0                    0                    0                   -9                  -10                    6                    0                    0                   12
                  28               216000         1.2908936190228051E-05         1.0000000000000000E+03        -2.6440000000243780E+00                   0                   10                    1                    0                    0                    0                    0                    1                    2                    0                    1                    0                   -9                  -10                    6                    0                    0                   12
                  29               224000         1.3221591044751708E-05         1.0000000000000000E+03        -1.1500000002473176E-01                   0                    9                    1                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -9                  -10                    6                    0                    0                   13
                  30               232000         1.3560312805259365E-05         1.0000000000000000E+03         7.3899999997524679E-01                   0                    9                    0                    0                    0                    0                    0                    0                    3                    0                    1                    0                   -9                  -10                    6                    0                    0                   13
                  31               240000         1.4123231711034237E-05         1.0000000000000000E+03        -3.1060000000252472E+00                   0                    7                    4                    0                    0                    0                    0                    1                    2                    0                    0                    0                   -9                  -12                    6                    0                    0                   14
                  32               248000         1.4582456899851239E-05         1.0000000000000000E+03        -6.3450000000258271E+00                   0                    7                    4                    0                    0                    0                    0                    0                    2                    0                    1                    0                   -9                  -13                    7                    0                    0                   14
                  33               256000         1.4870370505887125E-05         1.0000000000000000E+03        -7.4480000000259192E+00                   0                    6                    3                    0                    0                    0                    0                    0                    2                    0                    2                    0                   -9                  -13                    7                    0                    0                   14
                  34               264000         1.5032908974043086E-05         1.0000000000000000E+03        -6.2490000000259265E+00                   0                    6                    3                    0                    0                    0                    0                    0                    2                    0                    2                    0                   -9                  -13                    7                    0                    0                   14
                  35               272000         1.5216516665877302E-05         1.0000000000000000E+03        -4.0050000000257153E+00                   0                    4                    2                    0                    0                    0                    0                    0                    2                    0                    2                    0                   -9                  -13                    7                    0                    0                   15
                  36               280000         1.6536645142825845E-05         1.0000000000000000E+03        -4.5340000000257277E+00                   0                    1                    6                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -9                  -15                    7                    0                    0                   17
                  37               288000         1.8068580992329513E-05         1.0000000000000000E+03        -6.9120000000259649E+00                   0                    5                    5                    0                    0                    0                    0                    0                    2                    0                    1                    0                  -10                  -16                    7                    0                    1                   17
                  38               296000         1.8338915740416181E-05         1.0000000000000000E+03        -8.2990000000292348E+00                   0                    3                    5                    0                    0                    0                    0                    0                    1                    0                    1                    0                  -10                  -17                    8                    0                    1                   18
                  39               304000         1.9723768127401875E-05         1.0000000000000000E+03        -8.5680000000310415E+00                   0                    5                    7                    0                    0                    0                    0                    1                    1                    0                    0                    0                  -11                  -18                    8                    0                    1                   19
                  40               312000         1.9904497681504435E-05         1.0000000000000000E+03        -8.5030000000376411E+00                   0                    5                    6                    0                    0                    0                    0                    0                    2                    0                    1                    0                  -11                  -18                    8                    0                    1                   19
                  41               320000         2.0055809442855693E-05         1.0000000000000000E+03        -8.3880000000468673E+00                   0                    5                    6                    0                    0                    0                    0                    0                    2                    0                    1                    0                  -11                  -18                    8                    0                    1                   19
                  42               328000         2.0196142353332960E-05         1.0000000000000000E+03        -8.7150000000543901E+00                   0                    5                    6                    0                    0                    0                    0                    0                    2                    0                    1                    0                  -11                  -18                    8                    0                    1                   19
                  43               336000         2.0415569879845286E-05         1.0000000000000000E+03        -9.1190000000664977E+00                   0                    8                    6                    0                    0                    0                    0                    1                    2                    0                    1                    0                  -12                  -18                    8                    0                    1                   19
                  44               344000         2.0509188363395685E-05         1.0000000000000000E+03        -8.5200000000739031E+00                   0                    8                    5                    0                    0                    0                    0                    0                    3                    0                    2                    0                  -12                  -18                    8                    0                    1                   19
                  45               352000         2.0599358080437942E-05         1.0000000000000000E+03        -6.2400000000757752E+00                   0                    5                    5                    0                    0                    0                    0                    2                    1                    0                    1                    0                  -12                  -18                    8                    0                    1                   20
                  46               360000         2.0821246691296693E-05         1.0000000000000000E+03        -1.7970000000756485E+00                   0                    7                    3                    0                    0                    0                    0                    1                    2                    0                    0                    0                  -13                  -18                    9                    0                    1                   22
                  47               368000         2.1011705111589155E-05         1.0000000000000000E+03        -4.0830000000753852E+00                   0                    7                    4                    0                    0                    0                    0                    0                    3                    0                    1                    0                  -13                  -19                    9                    0                    1                   22
                  48               376000         2.1180194694531517E-05         1.0000000000000000E+03        -3.8430000000754330E+00                   0                    7                    4                    0                    0                    0                    0                    0                    3                    0                    1                    0                  -13                  -19                    9                    0                    1                   22
                  49               384000         2.1317836254488762E-05         1.0000000000000000E+03        -5.3400000000753742E+00                   0                    6                    4                    0                    0                    0                    0                    1                    2                    0                    1                    0                  -13                  -19                    9                    0                    1                   22
                  50               392000         2.1484586045993834E-05         1.0000000000000000E+03        -4.8350000000740714E+00                   0                    6                    4                    0                    0                    0                    0                    1                    2                    0                    1                    0                  -13                  -19                    9                    0                    1                   22
                  51               400000         2.1961961311315211E-05         1.0000000000000000E+03        -2.8270000000747579E+00                   0                    5                    3                    0                    0                    0                    0                    1                    1                    0                    0                    0                  -13                  -19                   10                    0                    1                   23
                  52               408000         2.2475726526280835E-05         1.0000000000000000E+03        -3.1000000000759442E+00                   0                    8                    2                    0                    0                    0                    0                    1                    2                    0                    1                    0                  -14                  -19                   10                    0                    1                   23
                  53               416000         2.2808825449164400E-05         1.0000000000000000E+03        -3.7200000000780049E+00                   0                   13                    2                    0                    0                    0                    0                    1                    2                    0                    0                    0                  -15                  -19                   11                    0                    1                   23
                  54               424000         2.2993710902746889E-05         1.0000000000000000E+03        -4.3940000000796431E+00                   0                   11                    1                    0                    0                    0                    0                    2                    1                    0                    1                    0                  -15                  -19                   11                    0                    1                   23
                  55               432000         2.3118577811223846E-05         1.0000000000000000E+03        -4.1170000000808615E+00                   0                   11                    0                    0                    0                    0                    0                    1                    2                    0                    2                    0                  -15                  -19                   11                    0                    1                   23
                  56               440000         2.3215791706950802E-05         1.0000000000000000E+03        -7.7480000000815803E+00                   0                   14                    2                    0                    0                    0                    0                    2                    2                    0                    2                    0                  -16                  -20                   11                    0                    1                   23
                  57               448000         2.3306985583518447E-05         1.0000000000000000E+03        -7.2950000000828856E+00                   0                   16                    2                    0                    0                    0                    0                    0                    4                    0                    2                    0                  -16                  -20                   11                    0                    1                   23
                  58               456000         2.3428165521990096E-05         1.0000000000000000E+03        -7.6290000000834652E+00                   0                   15                    2                    0                    0                    0                    0                    1                    3                    0                    2                    0                  -16                  -20                   11                    0                    1                   23
