               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.0277706590295309E-05         1.0000000000000000E+03        -2.6321999999999996E+01                   0                    0                   20                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -10                    0                    0                    0                    0
                   3                16000         1.5851418676397680E-05         1.0000000000000000E+03        -4.7009999999999984E+01                   0                    0                   36                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -18                    0                    0                    0                    0
                   4                24000         2.0782794004732553E-05         1.0000000000000000E+03        -5.4668999999999976E+01                   0                    0                   42                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -21                    0                    0                    0                    0
                   5                32000         2.5406936734618530E-05         1.0000000000000000E+03        -5.7287999999999975E+01                   0                    0                   44                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -22                    0                    0                    0                    0
                   6                40000         3.0028942499128081E-05         1.0000000000000000E+03        -5.9906999999999975E+01                   0                    0                   46                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -23                    0                    0                    0                    0
                   7                48000         3.4668367333600435E-05         1.0000000000000000E+03        -6.4749000000073480E+01                   0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -25                    0                    0                    0                    0
                   8                56000         3.9317297627743411E-05         1.0000000000000000E+03        -6.7335000000091796E+01                   0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -26                    0                    0                    0                    0
                   9                64000         4.4048593981175466E-05         1.0000000000000000E+03        -6.7368000000091783E+01                   0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -26                    0                    0                    0                    0
                  10                72000         4.8571609051984078E-05         1.0000000000000000E+03        -7.2441000000091847E+01                   0                    0                   56                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -28                    0                    0                    0                    0
                  11                80000         5.3297655574749930E-05         1.0000000000000000E+03        -7.4895000000091912E+01                   0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -29                    0                    0                    0                    0
                  12                88000         5.8277460091566081E-05         1.0000000000000000E+03        -8.2125000000092157E+01                   0                    0                   64                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -32                    0                    0                    0                    0
