               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.1203045123308262E-04         1.0000000000000000E+03         3.3544000000055561E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    6                    0                    0                    0                  -24                   -5                    6                   47                    2                    0
                   3               200000         2.2398782830355152E-04         1.0000000000000000E+03         2.6096000000058815E+01                   0                    0                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    1                    4                    0                    0                    0                  -35                  -12                   19                   69                    2                    0
                   4               300000         4.5686308204828283E-04         1.0000000000000000E+03         1.9892000000052612E+01                   0                    3                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                  -68                  -33                   48                  134                    9                    0
                   5               400000         6.4447892148375581E-04         1.0000000000000000E+03         1.4962000000047167E+01                   0                    3                    0                    0                    0                    0                    2                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                  -90                  -47                   66                  178                   13                    0
                   6               500000         7.7857945429294305E-04         1.0000000000000000E+03         1.5211000000042990E+01                   0                    2                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -114                  -62                   88                  225                   16                    2
                   7               600000         1.0231859953291702E-03         1.0000000000000000E+03         1.5075000000019871E+01                   0                    1                    0                    3                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -155                  -89                  117                  307                   28                    2
                   8               700000         1.1816269146611928E-03         1.0000000000000000E+03         2.3678999999980718E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    2                    0                    0                    0                 -177                 -101                  132                  349                   33                    4
                   9               800000         1.3835091196602667E-03         1.0000000000000000E+03         1.2768999999968550E+01                   0                    1                    0                    3                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -204                 -121                  157                  401                   38                    6
                  10               900000         1.5653722221683443E-03         1.0000000000000000E+03         3.3762999999955966E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                    0                    0                 -233                 -135                  172                  457                   45                    8
                  11              1000000         1.8033625259245372E-03         1.0000000000000000E+03         2.5133999999962633E+01                   0                    4                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                    0                    0                 -262                 -157                  192                  514                   57                    8
                  12              1100000         1.8990469347223249E-03         1.0000000000000000E+03         4.0919999999988214E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                    9                    0                    0                    0                 -274                 -160                  198                  539                   57                    8
                  13              1200000         2.0098434448939692E-03         1.0000000000000000E+03         4.8245999999988214E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   12                    0                    0                    0                 -283                 -163                  204                  557                   57                    8
                  14              1300000         2.0695392693660412E-03         1.0000000000000000E+03         4.8179999999988219E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   12                    0                    0                    0                 -289                 -166                  210                  569                   57                    8
                  15              1400000         2.2302351122101705E-03         1.0000000000000000E+03         2.1451999999983926E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                 -307                 -182                  236                  605                   60                    8
                  16              1500000         2.4135714678828937E-03         1.0000000000000000E+03         1.5130999999952543E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -334                 -203                  255                  659                   69                    9
