               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         3.8008529164623347E-05         1.0000000000000000E+03        -1.0130000000002406E+00                   0                    6                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   3                16000         4.1056394632590408E-05         1.0000000000000000E+03        -1.3250000000002384E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   4                24000         4.2087383658680602E-05         1.0000000000000000E+03        -1.3250000000002340E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   5                32000         4.2625068916647907E-05         1.0000000000000000E+03        -1.3250000000002251E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   6                40000         4.4111566817935441E-05         1.0000000000000000E+03        -1.3290000000002171E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   7                48000         4.5961265362806323E-05         1.0000000000000000E+03        -1.3250000000002145E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   8                56000         4.7822525562005981E-05         1.0000000000000000E+03        -9.7500000000020526E-01                   0                    6                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                   9                64000         5.0190831696696531E-05         1.0000000000000000E+03        -1.3250000000001985E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
                  10                72000         5.3083776360956723E-05         1.0000000000000000E+03        -1.3250000000001878E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -2                   -1                    1                    0                    0                    1
