               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         8.9589392775403807E-06         1.0000000000000000E+03        -3.6599999999999994E+01                   0                    0                   28                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -14                    0                    0                    0                    0
                   3                16000         1.4501631555236338E-05         1.0000000000000000E+03        -4.1903999999999996E+01                   0                    0                   32                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -16                    0                    0                    0                    0
                   4                24000         1.6894747124943361E-05         1.0000000000000000E+03        -4.5506000000000000E+01                   0                    3                   33                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                  -17                    0                    0                    0                    0
                   5                32000         1.6996842880194129E-05         1.0000000000000000E+03        -4.5238999999999990E+01                   0                    2                   32                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -1                  -17                    0                    0                    0                    0
                   6                40000         1.7092178290488149E-05         1.0000000000000000E+03        -4.6441000000000003E+01                   0                    1                   31                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -1                  -17                    0                    0                    0                    0
                   7                48000         1.7163703493256936E-05         1.0000000000000000E+03        -4.6078999999999994E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                   8                56000         1.7249052340805738E-05         1.0000000000000000E+03        -4.6091999999999985E+01                   0                    2                   31                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -1                  -17                    1                    0                    0                    0
                   9                64000         1.7349475236432563E-05         1.0000000000000000E+03        -4.6152999999999992E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  10                72000         1.7428287855435245E-05         1.0000000000000000E+03        -4.6671999999999990E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  11                80000         1.7508791402378546E-05         1.0000000000000000E+03        -4.6500999999999991E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  12                88000         1.7589754631518651E-05         1.0000000000000000E+03        -4.6886999999999993E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  13                96000         1.7689405376556443E-05         1.0000000000000000E+03        -4.6682999999999993E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  14               104000         1.7798045046787645E-05         1.0000000000000000E+03        -4.6731999999999999E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  15               112000         1.7871909724975502E-05         1.0000000000000000E+03        -4.6344999999999999E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  16               120000         1.7985397333648125E-05         1.0000000000000000E+03        -4.7120999999999988E+01                   0                    2                   31                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -1                  -17                    1                    0                    0                    0
                  17               128000         1.8090841200944762E-05         1.0000000000000000E+03        -4.6648999999999994E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  18               136000         1.8169523516714217E-05         1.0000000000000000E+03        -4.7080999999999989E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  19               144000         1.8260610294567722E-05         1.0000000000000000E+03        -4.6937999999999988E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
                  20               152000         1.8359342287197915E-05         1.0000000000000000E+03        -4.6936999999999998E+01                   0                    2                   31                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -1                  -17                    1                    0                    0                    0
                  21               160000         1.8440583226455825E-05         1.0000000000000000E+03        -4.6780999999999999E+01                   0                    2                   31                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -1                  -17                    1                    0                    0                    0
                  22               168000         1.8522036951194488E-05         1.0000000000000000E+03        -4.6291999999999987E+01                   0                    2                   31                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -1                  -17                    1                    0                    0                    0
                  23               176000         1.8602750847935407E-05         1.0000000000000000E+03        -4.6210000000000001E+01                   0                    1                   30                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -1                  -17                    1                    0                    0                    0
