               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.4613701305709516E-04         1.0000000000000000E+03         3.8693000000010080E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                  -22                   -2                    4                   43                    0                    0
                   3               200000         2.8634203451462719E-04         1.0000000000000000E+03         6.0581000000010079E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   17                    0                    0                    0                  -31                   -2                    4                   61                    0                    0
                   4               300000         3.7501239150522779E-04         1.0000000000000000E+03         6.8046999999997752E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   20                    0                    0                    0                  -38                   -4                    8                   75                    0                    0
                   5               400000         4.0734260206852003E-04         1.0000000000000000E+03         7.4907999999997770E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   22                    0                    0                    0                  -41                   -4                    8                   81                    0                    0
                   6               500000         4.8750557829234197E-04         1.0000000000000000E+03         8.2729999999997759E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   26                    0                    0                    0                  -44                   -4                    8                   87                    0                    0
                   7               600000         5.5115050354645186E-04         1.0000000000000000E+03         8.7570999999997710E+01                   0                    4                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   28                    0                    0                    0                  -47                   -4                    8                   91                    0                    0
                   8               700000         6.0561810609382138E-04         1.0000000000000000E+03         9.2296999999997681E+01                   0                    3                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    1                   30                    0                    0                    0                  -51                   -5                   10                   99                    0                    0
                   9               800000         6.8239875112715274E-04         1.0000000000000000E+03         9.8595999999997687E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   32                    0                    0                    0                  -53                   -5                   10                  104                    0                    0
                  10               900000         6.8783282302442995E-04         1.0000000000000000E+03         9.9966999999997668E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   32                    0                    0                    0                  -53                   -5                   10                  105                    0                    0
                  11              1000000         7.6163345038969717E-04         1.0000000000000000E+03         1.0041599999999768E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   34                    0                    0                    0                  -55                   -6                   12                  109                    0                    0
                  12              1100000         8.5012786155570948E-04         1.0000000000000000E+03         9.7783999999997675E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   32                    0                    0                    0                  -56                   -7                   14                  111                    0                    0
                  13              1200000         9.2819011782689881E-04         1.0000000000000000E+03         9.9780999999997690E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   32                    0                    0                    0                  -59                   -8                   16                  117                    0                    0
                  14              1300000         9.4457487523836984E-04         1.0000000000000000E+03         1.0236599999999765E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   33                    0                    0                    0                  -60                   -8                   16                  119                    0                    0
                  15              1400000         9.5230566428930604E-04         1.0000000000000000E+03         1.0450299999999771E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   34                    0                    0                    0                  -61                   -8                   16                  121                    0                    0
                  16              1500000         1.0052061583985417E-03         1.0000000000000000E+03         1.0969499999999765E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   36                    0                    0                    0                  -63                   -8                   16                  125                    0                    0
                  17              1600000         1.0093676706734989E-03         1.0000000000000000E+03         1.0927099999999767E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   36                    0                    0                    0                  -64                   -8                   16                  125                    0                    0
                  18              1700000         1.0135583083113048E-03         1.0000000000000000E+03         1.1421799999999764E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   38                    0                    0                    0                  -66                   -8                   16                  129                    0                    0
                  19              1800000         1.0177474762444068E-03         1.0000000000000000E+03         1.1985499999999757E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    4                   38                    0                    0                    0                  -69                   -8                   16                  134                    0                    0
                  20              1900000         1.0201350073711917E-03         1.0000000000000000E+03         1.2343199999999764E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    2                   41                    0                    0                    0                  -70                   -8                   16                  137                    0                    0
                  21              2000000         1.0234536041690600E-03         1.0000000000000000E+03         1.2575399999999756E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   42                    0                    0                    0                  -70                   -8                   16                  138                    0                    0
                  22              2100000         1.0279803060011534E-03         1.0000000000000000E+03         1.2586999999999757E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    1                   43                    0                    0                    0                  -70                   -8                   16                  138                    0                    0
                  23              2200000         1.0329294080080745E-03         1.0000000000000000E+03         1.2751300000004416E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   43                    0                    0                    0                  -70                   -8                   16                  139                    0                    0
                  24              2300000         1.0393128655043380E-03         1.0000000000000000E+03         1.2851700000029405E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   44                    0                    0                    0                  -70                   -8                   16                  139                    0                    0
                  25              2400000         1.0520216848609214E-03         1.0000000000000000E+03         1.2781400000038278E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   43                    0                    0                    0                  -70                   -8                   16                  139                    0                    0
                  26              2500000         1.0575113507112182E-03         1.0000000000000000E+03         1.2768000000045596E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   44                    0                    0                    0                  -70                   -8                   16                  139                    0                    0
                  27              2600000         1.1743493982218820E-03         1.0000000000000000E+03         1.3167300000059993E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    1                   45                    0                    0                    0                  -77                  -10                   20                  151                    0                    0
                  28              2700000         1.3219000790554781E-03         1.0000000000000000E+03         1.4830200000081078E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   51                    0                    0                    0                  -84                  -11                   20                  166                    1                    0
                  29              2800000         1.4827327593176325E-03         1.0000000000000000E+03         1.5657500000081077E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    4                    9                   50                    0                    0                    0                  -93                  -11                   20                  177                    1                    0
                  30              2900000         1.5343795357496530E-03         1.0000000000000000E+03         1.7187700000081082E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   11                    5                   57                    0                    0                    0                 -103                  -11                   20                  192                    1                    0
                  31              3000000         1.5810564461699087E-03         1.0000000000000000E+03         1.7480800000081086E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   11                   10                   55                    0                    0                    0                 -106                  -11                   20                  196                    1                    0
                  32              3100000         1.6335416593059571E-03         1.0000000000000000E+03         1.8965500000081124E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    8                   12                   60                    0                    0                    0                 -110                  -11                   20                  206                    1                    0
                  33              3200000         1.6899583201753917E-03         1.0000000000000000E+03         1.9135100000081107E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   13                   10                   61                    0                    0                    0                 -114                  -11                   20                  210                    1                    0
