               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.7564355159841098E-05         1.0000000000000000E+03        -1.5386049999996746E+02                   9                    0                   52                    0                   36                    0                    0                    0                    0                    0                   12                    0                    0                    2                    0                    1                    0                    0                    0                    0                    0                    0                    0                    2                    1                    0                  -12                    0                   11                    3                  -65                    0
                   3               200000         2.7400468869389568E-05         1.0000000000000000E+03        -1.5963349999996751E+02                   9                    0                   54                    0                   36                    0                    0                    0                    0                    0                   14                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    1                    0                  -12                    0                   14                    4                  -69                    0
                   4               300000         3.1195920383577595E-05         1.0000000000000000E+03        -1.6077099999996742E+02                   8                    1                   54                    0                   38                    0                    0                    0                    0                    0                   12                    0                    0                    1                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   14                    4                  -69                    0
                   5               400000         3.1550620014920747E-05         1.0000000000000000E+03        -1.5837099999996741E+02                   8                    1                   53                    0                   38                    0                    0                    0                    0                    0                   12                    0                    0                    1                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   14                    4                  -68                    0
                   6               500000         3.2141888971759631E-05         1.0000000000000000E+03        -1.6061199999996742E+02                   8                    1                   54                    0                   38                    0                    0                    0                    0                    0                   12                    0                    0                    1                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   14                    4                  -69                    0
                   7               600000         3.2698268936854893E-05         1.0000000000000000E+03        -1.6058199999996745E+02                   8                    1                   54                    0                   38                    0                    0                    0                    0                    0                   12                    0                    0                    1                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   14                    4                  -69                    0
                   8               700000         3.3280756346690275E-05         1.0000000000000000E+03        -1.5746499999996743E+02                   8                    1                   52                    0                   38                    0                    0                    0                    0                    0                   13                    0                    0                    1                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   15                    4                  -68                    0
                   9               800000         3.3837442904084483E-05         1.0000000000000000E+03        -1.5988199999996743E+02                   8                    1                   53                    0                   38                    0                    0                    0                    0                    0                   13                    0                    0                    0                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   16                    4                  -69                    0
                  10               900000         3.4392822357479854E-05         1.0000000000000000E+03        -1.6226199999996743E+02                   8                    1                   54                    0                   38                    0                    0                    0                    0                    0                   13                    0                    0                    0                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   16                    4                  -70                    0
                  11              1000000         3.4923890210619735E-05         1.0000000000000000E+03        -1.6214099999996745E+02                   8                    1                   54                    0                   38                    0                    0                    0                    0                    0                   13                    0                    0                    0                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   16                    4                  -70                    0
                  12              1100000         3.5870222725167560E-05         1.0000000000000000E+03        -1.5978299999996744E+02                   8                    1                   53                    0                   38                    0                    0                    0                    0                    0                   13                    0                    0                    0                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   16                    4                  -69                    0
                  13              1200000         3.6512228848261825E-05         1.0000000000000000E+03        -1.6214099999996745E+02                   8                    1                   54                    0                   38                    0                    0                    0                    0                    0                   13                    0                    0                    0                    1                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -13                    0                   16                    4                  -70                    0
