               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.0982168083687485E-04         1.0000000000000000E+03        -2.6519999999999104E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    0                    0                    0
                   3                16000         1.5944603502912060E-04         1.0000000000000000E+03        -5.3040000000000624E+00                   0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    0                    0                    0
                   4                24000         1.8474152037093592E-04         1.0000000000000000E+03        -5.5640000000004992E+00                   0                    3                    4                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                   -2                    0                    0                    0                    0
                   5                32000         1.9205715391591062E-04         1.0000000000000000E+03        -3.8040000000005132E+00                   0                    2                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                   -2                    1                    0                    0                    1
                   6                40000         2.0437925213992003E-04         1.0000000000000000E+03        -3.4730000000005310E+00                   0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                   -2                    1                    0                    0                    1
                   7                48000         2.3432141907889044E-04         1.0000000000000000E+03        -6.6300000000005390E+00                   0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                   -4                    1                    0                    0                    2
                   8                56000         2.5974934819058822E-04         1.0000000000000000E+03        -6.5970000000005395E+00                   0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                   -4                    1                    0                    0                    2
                   9                64000         2.6817677712558325E-04         1.0000000000000000E+03        -4.0130000000005479E+00                   0                    2                    4                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -2                   -4                    1                    0                    0                    3
                  10                72000         2.7074317254794505E-04         1.0000000000000000E+03        -4.3289999999995032E+00                   0                    1                    3                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -2                   -4                    1                    0                    0                    3
                  11                80000         2.9832197598439507E-04         1.0000000000000000E+03        -2.6579999999994262E+00                   0                    3                    1                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -3                   -4                    2                    0                    0                    4
                  12                88000         3.5398535470835212E-04         1.0000000000000000E+03        -1.2869999999994512E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -4                   -4                    3                    0                    0                    5
                  13                96000         3.5791005721487451E-04         1.0000000000000000E+03        -1.3249999999994466E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -4                   -4                    3                    0                    0                    5
                  14               104000         3.5858963644732348E-04         1.0000000000000000E+03        -1.3289999999994382E+00                   0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -4                   -4                    3                    0                    0                    5
                  15               112000         3.6193977405765519E-04         1.0000000000000000E+03        -1.0129999999994328E+00                   0                    6                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -4                   -4                    3                    0                    0                    5
                  16               120000         3.6353111207943693E-04         1.0000000000000000E+03        -1.1899999999994175E+00                   0                    9                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    0                    0                    5
                  17               128000         3.6422842373354757E-04         1.0000000000000000E+03        -1.1039999999994212E+00                   0                    9                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    0                    0                    5
                  18               136000         3.6472106567790195E-04         1.0000000000000000E+03        -1.1479999999994404E+00                   0                    9                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    0                    0                    5
                  19               144000         3.6620617780797526E-04         1.0000000000000000E+03        -1.1039999999994443E+00                   0                    9                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    0                    0                    5
                  20               152000         3.6719506588739440E-04         1.0000000000000000E+03        -1.4259999999994377E+00                   0                    8                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                   -5                   -4                    3                    0                    0                    5
                  21               160000         3.6866520578167849E-04         1.0000000000000000E+03        -3.3999999999436925E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  22               168000         3.7029805271451756E-04         1.0000000000000000E+03        -3.7999999999433709E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  23               176000         3.7082347447092392E-04         1.0000000000000000E+03        -3.4599999999944742E-01                   0                    6                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  24               184000         3.7161804192189900E-04         1.0000000000000000E+03        -3.3999999999450692E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  25               192000         3.7249527018541791E-04         1.0000000000000000E+03         6.0000000005360245E-03                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  26               200000         3.7364293337312736E-04         1.0000000000000000E+03        -3.3999999999474673E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  27               208000         3.7595523191088267E-04         1.0000000000000000E+03         2.7800000000051983E-01                   0                    8                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  28               216000         3.7695220795788605E-04         1.0000000000000000E+03        -3.3999999999488439E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  29               224000         3.7756593321869352E-04         1.0000000000000000E+03         4.8000000000488541E-02                   0                    7                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  30               232000         3.8039084283580081E-04         1.0000000000000000E+03        -9.9999999999515476E-02                   0                    6                    0                    0                    0                    0                    1                    0                    1                    0                    0                    0                   -5                   -4                    3                    1                    0                    5
                  31               240000         3.8204776751545581E-04         1.0000000000000000E+03         1.1620000000004649E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  32               248000         3.8424087217052335E-04         1.0000000000000000E+03         1.1180000000004422E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  33               256000         3.8658533420284590E-04         1.0000000000000000E+03         1.1940000000004045E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  34               264000         3.9125505397425418E-04         1.0000000000000000E+03         1.1180000000003401E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  35               272000         3.9319078752536889E-04         1.0000000000000000E+03         1.1560000000003181E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  36               280000         3.9469669725221998E-04         1.0000000000000000E+03         1.1180000000002988E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  37               288000         3.9545046735117007E-04         1.0000000000000000E+03         1.1560000000002910E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  38               296000         3.9617491138217834E-04         1.0000000000000000E+03         1.1180000000002877E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  39               304000         3.9660288890733871E-04         1.0000000000000000E+03         1.1180000000002837E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  40               312000         3.9740734785554527E-04         1.0000000000000000E+03         1.1180000000002721E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  41               320000         3.9920579044313182E-04         1.0000000000000000E+03         1.1180000000002486E+00                   0                    5                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    2                    0                    5
                  42               328000         4.0251626333496891E-04         1.0000000000000000E+03         2.2040000000002440E+00                   0                    2                    0                    0                    0                    0                    1                    0                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  43               336000         4.0329940634188411E-04         1.0000000000000000E+03         2.2040000000002404E+00                   0                    2                    0                    0                    0                    0                    1                    0                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  44               344000         4.0671985714675179E-04         1.0000000000000000E+03         2.2700000000002403E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  45               352000         4.0936841126729926E-04         1.0000000000000000E+03         2.2700000000002412E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  46               360000         4.1003243714693541E-04         1.0000000000000000E+03         2.2700000000002412E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  47               368000         4.1108485376250718E-04         1.0000000000000000E+03         2.2700000000002394E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  48               376000         4.1281913845267330E-04         1.0000000000000000E+03         2.2700000000002385E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  49               384000         4.1420247511116695E-04         1.0000000000000000E+03         2.2700000000002376E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  50               392000         4.1571746246883825E-04         1.0000000000000000E+03         2.2700000000002385E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  51               400000         4.1950378279140591E-04         1.0000000000000000E+03         2.2700000000002385E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  52               408000         4.2226398130735230E-04         1.0000000000000000E+03         2.2700000000002358E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  53               416000         4.2349947835830325E-04         1.0000000000000000E+03         2.2660000000002349E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  54               424000         4.2697599061699545E-04         1.0000000000000000E+03         2.5820000000002401E+00                   0                    4                    0                    0                    0                    0                    0                    0                    2                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
                  55               432000         4.2945988303627847E-04         1.0000000000000000E+03         2.2660000000002394E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -5                   -4                    3                    3                    0                    5
