               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         6.3205144732028942E-06         1.0000000000000000E+03        -6.4716000000011235E+01                   0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -25                    0                    0                    0                    0
                   3                16000         1.1306657033271400E-05         1.0000000000000000E+03        -8.4678000000025605E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                   4                24000         1.6623314101204556E-05         1.0000000000000000E+03        -8.7297000000025605E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                   5                32000         2.2629317062661824E-05         1.0000000000000000E+03        -9.9600000000025915E+01                   0                    0                   78                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -39                    0                    0                    0                    0
                   6                40000         2.9673463609496223E-05         1.0000000000000000E+03        -1.0195500000002602E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                   7                48000         3.7203417106423635E-05         1.0000000000000000E+03        -1.0427700000002613E+02                   0                    0                   82                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -41                    0                    0                    0                    0
                   8                56000         4.5946825242042226E-05         1.0000000000000000E+03        -1.0918500000002626E+02                   0                    0                   86                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -43                    0                    0                    0                    0
                   9                64000         5.6977884950722423E-05         1.0000000000000000E+03        -1.1154000000002637E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  10                72000         6.9402563366918448E-05         1.0000000000000000E+03        -1.1406000000002641E+02                   0                    0                   90                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -45                    0                    0                    0                    0
                  11                80000         8.3630449962699300E-05         1.0000000000000000E+03        -1.1644800000002650E+02                   0                    0                   92                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -46                    0                    0                    0                    0
