               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         4.4268821347542424E-04         1.0000000000000000E+03         1.1021000000000102E+01                   8                    1                    0                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                    1                    0                    0                    0                    0                    0                    1                    0                    0                  -19                    0                   12                   34                   -7                    1
                   3               200000         4.4326692798306040E-04         1.0000000000000000E+03         2.8182000000003022E+01                   8                    1                    0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    1                    0                    1                    0                    0                    0                    3                    0                    0                  -28                    0                   12                   49                   -7                    1
                   4               300000         4.4385426753588156E-04         1.0000000000000000E+03         3.3521999999994556E+01                   8                    1                    1                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                    0                    1                    0                    4                    0                    0                    0                    4                    0                    0                  -34                    0                   12                   57                   -8                    1
                   5               400000         4.4441519797508905E-04         1.0000000000000000E+03         4.4494999999994576E+01                   8                    1                    3                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   18                    0                    0                    1                    0                    1                    0                    0                    0                    5                    0                    0                  -39                    0                   12                   68                  -10                    1
                   6               500000         4.4493455574282054E-04         1.0000000000000000E+03         6.1324000000016667E+01                   8                    1                    2                    0                    5                    1                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                    0                    0                    0                    9                    0                    0                    0                    4                    0                    0                  -49                    0                   12                   83                   -9                    1
                   7               600000         4.4544060176727660E-04         1.0000000000000000E+03         7.4646000000020251E+01                   8                    1                    2                    0                    7                    1                    0                    0                    0                    0                    0                    0                    0                    0                   26                    0                    0                    0                    0                   11                    0                    0                    0                    6                    0                    0                  -57                    0                   12                   95                   -9                    1
                   8               700000         4.4593829247142289E-04         1.0000000000000000E+03         8.7629000000020298E+01                   8                    1                    3                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                   30                    0                    0                    0                    0                    9                    0                    0                    0                   10                    0                    0                  -63                    0                   12                  109                  -10                    1
                   9               800000         4.4643558834496727E-04         1.0000000000000000E+03         9.0862000000020288E+01                   8                    1                    5                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                   31                    0                    0                    1                    0                   11                    0                    0                    0                   12                    0                    0                  -69                    0                   12                  117                  -12                    1
                  10               900000         4.4692700246575060E-04         1.0000000000000000E+03         9.9559000000020276E+01                   8                    1                    5                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                   38                    0                    0                    0                    0                   14                    0                    0                    0                    6                    0                    0                  -72                    0                   12                  124                  -12                    1
                  11              1000000         4.4751798391873704E-04         1.0000000000000000E+03         1.0445900000002035E+02                   8                    1                    4                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                   38                    0                    0                    1                    0                   16                    0                    0                    0                    7                    0                    0                  -76                    0                   12                  129                  -11                    1
                  12              1100000         4.4830232209871389E-04         1.0000000000000000E+03         1.0863000000002036E+02                   8                    1                    4                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                   37                    0                    0                    1                    0                   15                    0                    0                    0                   11                    0                    0                  -78                    0                   12                  133                  -11                    1
                  13              1200000         4.4896151169049228E-04         1.0000000000000000E+03         1.1434100000002023E+02                   8                    1                    3                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   40                    0                    0                    1                    0                   16                    0                    0                    0                    7                    0                    0                  -78                    0                   12                  134                  -10                    1
