               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         6.1157552192020253E-04         1.0000000000000000E+03         1.2728999999999068E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                  -23                    8                   68                   17                    0
                   3               200000         1.0225920615931701E-03         1.0000000000000000E+03         9.5679999999973138E+00                   0                    0                    0                    1                    0                    0                    2                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -56                  -42                   16                  111                   32                    1
                   4               300000         1.7254550032640805E-03         1.0000000000000000E+03         8.7319999999954714E+00                   0                    2                    0                    6                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -96                  -76                   30                  189                   57                    2
                   5               400000         2.2289091107557070E-03         1.0000000000000000E+03         1.4593999999994173E+01                   0                    0                    0                    1                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -119                  -94                   37                  236                   74                    2
                   6               500000         3.2009539033117881E-03         1.0000000000000000E+03         1.4091999999993329E+01                   0                    2                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -155                 -121                   54                  307                   92                    2
                   7               600000         4.3065313660123720E-03         1.0000000000000000E+03         5.0369999999827986E+00                   0                    0                    0                    8                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -188                 -149                   71                  374                  108                    2
                   8               700000         4.8348456558672832E-03         1.0000000000000000E+03         1.2008999999980158E+01                   0                    1                    0                    2                    0                    0                    0                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -219                 -170                   86                  435                  125                    2
                   9               800000         5.5899480396039468E-03         1.0000000000000000E+03         1.4052999999977599E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -254                 -197                   99                  505                  146                    2
                  10               900000         6.0552935314243236E-03         1.0000000000000000E+03         1.5298999999976186E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -280                 -218                  110                  558                  161                    2
                  11              1000000         6.9156731121507572E-03         1.0000000000000000E+03         1.4052999999973872E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -315                 -247                  121                  627                  185                    2
                  12              1100000         7.7602130089025239E-03         1.0000000000000000E+03         1.1581999999971078E+01                   0                    1                    0                    2                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -345                 -274                  129                  687                  207                    2
                  13              1200000         8.4358856001488704E-03         1.0000000000000000E+03         1.5013999999970025E+01                   0                    0                    0                    0                    1                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -378                 -301                  141                  754                  229                    2
                  14              1300000         9.3151207597859959E-03         1.0000000000000000E+03         1.2726999999968770E+01                   0                    2                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -414                 -328                  158                  825                  247                    2
                  15              1400000         9.9476353853119332E-03         1.0000000000000000E+03         1.6495999999967552E+01                   0                    2                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -442                 -347                  173                  881                  259                    2
                  16              1500000         1.0768229091175604E-02         1.0000000000000000E+03         1.3687999999965575E+01                   0                    0                    0                    1                    1                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -476                 -375                  190                  950                  278                    2
                  17              1600000         1.1425492562951471E-02         1.0000000000000000E+03         1.5788999999964098E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                 -504                 -395                  203                 1005                  292                    2
                  18              1700000         1.2386272976852887E-02         1.0000000000000000E+03         1.3290999999960734E+01                   0                    2                    0                    1                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -548                 -430                  223                 1093                  317                    2
                  19              1800000         1.3150375097756292E-02         1.0000000000000000E+03         1.4112999999959140E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -584                 -459                  236                 1166                  339                    2
                  20              1900000         1.3777487888159542E-02         1.0000000000000000E+03         1.3998999999957936E+01                   0                    1                    0                    2                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -619                 -487                  250                 1235                  360                    2
                  21              2000000         1.4371782898686094E-02         1.0000000000000000E+03         1.5339999999956888E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -649                 -511                  262                 1296                  378                    2
                  22              2100000         1.4858040105084727E-02         1.0000000000000000E+03         1.2826999999956413E+01                   0                    0                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -680                 -536                  275                 1358                  396                    2
                  23              2200000         1.5824722084009524E-02         1.0000000000000000E+03         1.4070999999953690E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -719                 -565                  294                 1436                  416                    2
                  24              2300000         1.6621892406739662E-02         1.0000000000000000E+03         1.4619999999951231E+01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -751                 -594                  300                 1499                  443                    2
                  25              2400000         1.7155222959283963E-02         1.0000000000000000E+03         1.4013999999950677E+01                   0                    0                    0                    3                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -780                 -619                  309                 1558                  462                    2
                  26              2500000         1.7908972964782700E-02         1.0000000000000000E+03         1.2769999999941483E+01                   0                    0                    0                    4                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -820                 -652                  325                 1637                  486                    3
                  27              2600000         1.8596793475245892E-02         1.0000000000000000E+03         1.0076999999939957E+01                   0                    0                    0                    6                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -855                 -679                  343                 1707                  503                    3
                  28              2700000         1.9630816908629663E-02         1.0000000000000000E+03         1.3308999999938921E+01                   0                    0                    0                    2                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -907                 -719                  365                 1811                  534                    3
                  29              2800000         2.0716681976623557E-02         1.0000000000000000E+03         1.4096999999932160E+01                   0                    1                    0                    0                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -946                 -751                  376                 1888                  561                    3
                  30              2900000         2.1800868640931250E-02         1.0000000000000000E+03         1.4070999999931301E+01                   0                    0                    0                    1                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -988                 -787                  390                 1972                  589                    4
                  31              3000000         2.2646488058225597E-02         1.0000000000000000E+03         9.4339999999298563E+00                   0                    4                    0                    1                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1027                 -821                  403                 2047                  616                    5
                  32              3100000         2.3187123978010232E-02         1.0000000000000000E+03         1.3853999999916704E+01                   0                    4                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                -1063                 -848                  418                 2119                  636                    5
