               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         2.2227877001117678E-05         1.0000000000000000E+03         5.4322999999998977E+01                   0                    2                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                   15                    0                    0                    0                  -29                   -2                    4                   56                    0                    0
                   3               200000         3.3981622582941661E-05         1.0000000000000000E+03         5.7903999999998966E+01                   0                    1                    0                    0                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                   17                    0                    0                    0                  -34                   -4                    7                   67                    0                    0
                   4               300000         5.5061363961564229E-05         1.0000000000000000E+03         7.2743999999974974E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   21                    0                    0                    0                  -42                   -5                   10                   83                    0                    0
                   5               400000         6.9113566190002001E-05         1.0000000000000000E+03         7.8162999999975028E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    3                   23                    0                    0                    0                  -47                   -6                   12                   92                    0                    0
                   6               500000         7.4287583890741152E-05         1.0000000000000000E+03         9.0889999999974989E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   29                    0                    0                    0                  -52                   -6                   12                  102                    0                    0
                   7               600000         8.3721106165725361E-05         1.0000000000000000E+03         9.9873999999974913E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   32                    0                    0                    0                  -55                   -6                   12                  109                    0                    0
                   8               700000         8.7659685811121064E-05         1.0000000000000000E+03         1.0518699999997493E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   34                    0                    0                    0                  -58                   -6                   12                  114                    0                    0
                   9               800000         9.1580890831300532E-05         1.0000000000000000E+03         1.1611099999997489E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    4                   37                    0                    0                    0                  -63                   -6                   12                  123                    0                    0
                  10               900000         1.0584096898689824E-04         1.0000000000000000E+03         1.2137599999997481E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    4                   39                    0                    0                    0                  -67                   -7                   14                  131                    0                    0
                  11              1000000         1.0915673067493539E-04         1.0000000000000000E+03         1.2090899999997487E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    4                   39                    0                    0                    0                  -67                   -7                   14                  131                    0                    0
                  12              1100000         1.5737871245604664E-04         1.0000000000000000E+03         1.1447199999997487E+02                   0                    2                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    1                    1                   39                    0                    0                    0                  -72                  -11                   22                  141                    0                    0
                  13              1200000         1.6093892105565279E-04         1.0000000000000000E+03         1.1813399999997483E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   38                    0                    0                    0                  -73                  -11                   22                  144                    0                    0
                  14              1300000         1.6665334636213388E-04         1.0000000000000000E+03         1.1634699999997488E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    5                   37                    0                    0                    0                  -75                  -12                   24                  147                    0                    0
                  15              1400000         1.7027331153251935E-04         1.0000000000000000E+03         1.1843699999997490E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    5                   38                    0                    0                    0                  -76                  -12                   24                  149                    0                    0
                  16              1500000         1.7271824942960377E-04         1.0000000000000000E+03         1.2296699999997486E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    5                   39                    0                    0                    0                  -80                  -12                   24                  154                    0                    0
                  17              1600000         1.7512042435542853E-04         1.0000000000000000E+03         1.2748399999998426E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    4                    4                   41                    0                    0                    0                  -82                  -12                   24                  158                    0                    0
                  18              1700000         1.7701481522429367E-04         1.0000000000000000E+03         1.3306100000010071E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    6                   43                    0                    0                    0                  -82                  -12                   24                  161                    0                    0
                  19              1800000         1.8051591529287124E-04         1.0000000000000000E+03         1.3367300000010073E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    2                   45                    0                    0                    0                  -82                  -12                   24                  161                    0                    0
                  20              1900000         1.8576533224317664E-04         1.0000000000000000E+03         1.3802900000010084E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   47                    0                    0                    0                  -82                  -12                   24                  163                    0                    0
                  21              2000000         1.9618131108285988E-04         1.0000000000000000E+03         1.3772700000010073E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   46                    0                    0                    0                  -83                  -12                   24                  164                    0                    0
                  22              2100000         2.0017537323763278E-04         1.0000000000000000E+03         1.4014900000010081E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   48                    0                    0                    0                  -83                  -12                   24                  165                    0                    0
                  23              2200000         2.0585542522836119E-04         1.0000000000000000E+03         1.3803000000010087E+02                   0                    1                    0                    1                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    3                   47                    0                    0                    0                  -85                  -13                   25                  167                    0                    0
                  24              2300000         2.0876447198411155E-04         1.0000000000000000E+03         1.3575600000010070E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    4                   45                    0                    0                    0                  -85                  -13                   26                  167                    0                    0
                  25              2400000         2.1123564722254058E-04         1.0000000000000000E+03         1.3474400000010067E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    4                   44                    0                    0                    0                  -86                  -13                   26                  167                    0                    0
