               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         5.8049430375574323E-05         1.0000000000000000E+03        -2.4540000000000104E+00                   0                    3                    1                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -1                    0                    0                    0                    0
                   3                16000         6.0888328798008233E-05         1.0000000000000000E+03         3.7899999999993605E-01                   0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -1                    0                    0                    0                    1
                   4                24000         1.6655579942759688E-04         1.0000000000000000E+03         2.2699999999999374E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                   5                32000         1.6858057409850687E-04         1.0000000000000000E+03         2.2699999999999338E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                   6                40000         1.6989157614864567E-04         1.0000000000000000E+03         2.3079999999999323E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                   7                48000         1.7384911733218795E-04         1.0000000000000000E+03         2.2479999999999332E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                   8                56000         1.7620675964385662E-04         1.0000000000000000E+03         2.2699999999999285E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                   9                64000         1.7939831469171357E-04         1.0000000000000000E+03         2.2699999999999250E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  10                72000         1.8279522425012262E-04         1.0000000000000000E+03         2.2699999999999205E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  11                80000         1.8413026750552523E-04         1.0000000000000000E+03         2.3899999999999215E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  12                88000         1.8553887742416822E-04         1.0000000000000000E+03         2.3079999999999385E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  13                96000         1.8728824830909431E-04         1.0000000000000000E+03         2.2699999999999392E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  14               104000         1.8903543903845579E-04         1.0000000000000000E+03         2.2699999999999338E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  15               112000         1.9079771474456270E-04         1.0000000000000000E+03         2.2659999999999285E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  16               120000         1.9171694241159300E-04         1.0000000000000000E+03         2.3079999999999252E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  17               128000         1.9296416314530749E-04         1.0000000000000000E+03         2.2699999999999214E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  18               136000         1.9500940695637941E-04         1.0000000000000000E+03         2.2699999999999205E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  19               144000         1.9967228082293876E-04         1.0000000000000000E+03         2.2699999999999179E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  20               152000         2.0152207187967125E-04         1.0000000000000000E+03         2.2699999999999161E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  21               160000         2.0460776968258184E-04         1.0000000000000000E+03         2.2699999999999196E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  22               168000         2.0567744923127688E-04         1.0000000000000000E+03         2.2659999999999338E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  23               176000         2.0957625370961202E-04         1.0000000000000000E+03         2.2699999999999312E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  24               184000         2.1050362247132680E-04         1.0000000000000000E+03         2.2699999999999374E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  25               192000         2.1117722163876691E-04         1.0000000000000000E+03         2.2699999999999374E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  26               200000         2.1224304581730552E-04         1.0000000000000000E+03         2.2699999999999374E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  27               208000         2.1368525772210321E-04         1.0000000000000000E+03         2.2699999999999374E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  28               216000         2.1572587809710075E-04         1.0000000000000000E+03         2.2659999999999427E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  29               224000         2.1796503864825916E-04         1.0000000000000000E+03         2.2699999999999427E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  30               232000         2.2184489313802733E-04         1.0000000000000000E+03         2.2699999999999401E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  31               240000         2.2232418621947935E-04         1.0000000000000000E+03         2.2619999999999392E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  32               248000         2.2594411212912958E-04         1.0000000000000000E+03         2.3139999999999370E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  33               256000         2.2744637443449211E-04         1.0000000000000000E+03         2.2619999999999369E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  34               264000         2.2949800896798889E-04         1.0000000000000000E+03         1.9579999999999462E+00                   0                    2                    0                    0                    0                    0                    0                    2                    0                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
                  35               272000         2.3054762788278168E-04         1.0000000000000000E+03         2.3079999999999536E+00                   0                    3                    0                    0                    0                    0                    0                    1                    1                    0                    0                    0                   -2                   -1                    0                    0                    0                    2
