               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         7.9005994494420693E-06         1.0000000000000000E+03        -3.9218999999999994E+01                   0                    0                   30                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -15                    0                    0                    0                    0
                   3                16000         1.3160713722796631E-05         1.0000000000000000E+03        -4.9529999999999987E+01                   0                    0                   38                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -19                    0                    0                    0                    0
                   4                24000         1.7924190179849828E-05         1.0000000000000000E+03        -5.9774999999999977E+01                   0                    0                   46                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -23                    0                    0                    0                    0
                   5                32000         2.2578346355071413E-05         1.0000000000000000E+03        -6.4848000000037345E+01                   0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -25                    0                    0                    0                    0
                   6                40000         2.7169106919146524E-05         1.0000000000000000E+03        -6.7269000000109784E+01                   0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -26                    0                    0                    0                    0
                   7                48000         3.1935791909501683E-05         1.0000000000000000E+03        -7.7052000000110056E+01                   0                    0                   60                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -30                    0                    0                    0                    0
                   8                56000         3.6812893129280730E-05         1.0000000000000000E+03        -7.7382000000109926E+01                   0                    0                   60                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -30                    0                    0                    0                    0
                   9                64000         4.1597389367600216E-05         1.0000000000000000E+03        -7.9704000000110042E+01                   0                    0                   62                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -31                    0                    0                    0                    0
                  10                72000         4.6541202661998749E-05         1.0000000000000000E+03        -7.9869000000109978E+01                   0                    0                   62                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -31                    0                    0                    0                    0
                  11                80000         5.1465504670794449E-05         1.0000000000000000E+03        -8.4876000000110068E+01                   0                    0                   66                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -33                    0                    0                    0                    0
                  12                88000         5.6753908096999693E-05         1.0000000000000000E+03        -8.7264000000110158E+01                   0                    0                   68                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                    0                    0                    0                    0
                  13                96000         6.2255628427380872E-05         1.0000000000000000E+03        -8.9718000000110223E+01                   0                    0                   70                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -35                    0                    0                    0                    0
                  14               104000         6.7984390133410310E-05         1.0000000000000000E+03        -9.4692000000110326E+01                   0                    0                   74                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -37                    0                    0                    0                    0
                  15               112000         7.4279668874100988E-05         1.0000000000000000E+03        -9.6915000000110481E+01                   0                    0                   76                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -38                    0                    0                    0                    0
                  16               120000         8.1061377171353410E-05         1.0000000000000000E+03        -9.9402000000110533E+01                   0                    0                   78                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -39                    0                    0                    0                    0
                  17               128000         8.8435211345466508E-05         1.0000000000000000E+03        -1.0195500000011056E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  18               136000         9.5814442984074838E-05         1.0000000000000000E+03        -1.0202100000011053E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  19               144000         1.0310417586728334E-04         1.0000000000000000E+03        -1.0192200000011057E+02                   0                    0                   80                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -40                    0                    0                    0                    0
                  20               152000         1.1177135439764240E-04         1.0000000000000000E+03        -1.0686300000011069E+02                   0                    0                   84                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -42                    0                    0                    0                    0
                  21               160000         1.2051219379482250E-04         1.0000000000000000E+03        -1.0669800000011075E+02                   0                    0                   84                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -42                    0                    0                    0                    0
                  22               168000         1.2943283165985141E-04         1.0000000000000000E+03        -1.0676400000011073E+02                   0                    0                   84                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -42                    0                    0                    0                    0
                  23               176000         1.3837858816929756E-04         1.0000000000000000E+03        -1.0683000000011070E+02                   0                    0                   84                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -42                    0                    0                    0                    0
                  24               184000         1.4713533810973360E-04         1.0000000000000000E+03        -1.0676400000011073E+02                   0                    0                   84                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -42                    0                    0                    0                    0
                  25               192000         1.5663580761719699E-04         1.0000000000000000E+03        -1.0911900000011083E+02                   0                    0                   86                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -43                    0                    0                    0                    0
                  26               200000         1.6790388879302934E-04         1.0000000000000000E+03        -1.1157300000011089E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  27               208000         1.7943833565020801E-04         1.0000000000000000E+03        -1.1160600000011088E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  28               216000         1.9090205497294325E-04         1.0000000000000000E+03        -1.1154000000011091E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  29               224000         2.0247206707430920E-04         1.0000000000000000E+03        -1.1160600000011088E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  30               232000         2.1393486346237605E-04         1.0000000000000000E+03        -1.1157300000011089E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  31               240000         2.2506681911326068E-04         1.0000000000000000E+03        -1.1160600000011088E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  32               248000         2.3638932194041063E-04         1.0000000000000000E+03        -1.1163900000011087E+02                   0                    0                   88                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -44                    0                    0                    0                    0
                  33               256000         2.4958231580592680E-04         1.0000000000000000E+03        -1.1392800000011100E+02                   0                    0                   90                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -45                    0                    0                    0                    0
                  34               264000         2.6514565513531448E-04         1.0000000000000000E+03        -1.1644800000011104E+02                   0                    0                   92                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -46                    0                    0                    0                    0
                  35               272000         2.8583646893110063E-04         1.0000000000000000E+03        -1.1883600000011113E+02                   0                    0                   94                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -47                    0                    0                    0                    0
                  36               280000         3.0746197033197154E-04         1.0000000000000000E+03        -1.1883600000011113E+02                   0                    0                   94                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -47                    0                    0                    0                    0
                  37               288000         3.3892137302142164E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  38               296000         3.6971611961944632E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  39               304000         4.0135540483501278E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  40               312000         4.3307876672059965E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  41               320000         4.6430000825489076E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  42               328000         4.9569398115818341E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  43               336000         5.2780031799556579E-04         1.0000000000000000E+03        -1.2122400000011122E+02                   0                    0                   96                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -48                    0                    0                    0                    0
                  44               344000         5.5979501340693493E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  45               352000         6.2119516176955181E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  46               360000         6.8338871664548617E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  47               368000         7.4598365687584807E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  48               376000         8.0910469186087398E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  49               384000         8.7201582373534325E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  50               392000         9.3494213090474594E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  51               400000         9.9749486888080392E-04         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  52               408000         1.0609448560510817E-03         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  53               416000         1.1227979545139607E-03         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  54               424000         1.1843055295385685E-03         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
                  55               432000         1.2469646301566956E-03         1.0000000000000000E+03        -1.2361200000011131E+02                   0                    0                   98                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -49                    0                    0                    0                    0
