               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.7988889560363486E-05         1.0000000000000000E+03        -1.6192199999999937E+02                   8                    1                   53                    0                   23                    1                    0                    0                    0                    0                   25                    0                    0                    5                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                   -9                    0                   19                    5                  -78                    0
                   3               200000         2.1862242867877761E-05         1.0000000000000000E+03        -1.6355699999999939E+02                   8                    1                   54                    0                   23                    0                    0                    0                    0                    0                   24                    0                    0                    5                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                   -9                    0                   19                    5                  -79                    0
                   4               300000         2.2496890516036979E-05         1.0000000000000000E+03        -1.6180699999999936E+02                   8                    1                   53                    0                   23                    0                    0                    0                    0                    0                   24                    0                    0                    5                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                   -9                    0                   19                    5                  -78                    0
                   5               400000         2.3061661611869130E-05         1.0000000000000000E+03        -1.6203499999999937E+02                   8                    1                   53                    0                   23                    1                    0                    0                    0                    0                   24                    0                    0                    5                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   -9                    0                   19                    5                  -78                    0
                   6               500000         2.3266734610401346E-05         1.0000000000000000E+03        -1.6001299999999938E+02                   8                    1                   52                    0                   23                    1                    0                    0                    0                    0                   24                    0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   -9                    0                   20                    5                  -77                    0
                   7               600000         2.3470720876500028E-05         1.0000000000000000E+03        -1.6188699999999940E+02                   8                    1                   53                    0                   23                    1                    0                    0                    0                    0                   24                    0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   -9                    0                   20                    5                  -78                    0
                   8               700000         2.3675233730731146E-05         1.0000000000000000E+03        -1.5604599999999940E+02                   8                    1                   50                    0                   23                    1                    0                    0                    0                    0                   24                    0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   -9                    0                   20                    5                  -75                    0
                   9               800000         2.5412741430190070E-05         1.0000000000000000E+03        -1.6435799999999941E+02                   8                    1                   54                    0                   24                    0                    0                    0                    0                    0                   24                    0                    0                    4                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                   -9                    0                   20                    5                  -79                    0
                  10               900000         3.1893451601368573E-05         1.0000000000000000E+03        -1.6124799999999937E+02                   8                    1                   52                    0                   24                    0                    0                    0                    0                    0                   24                    0                    0                    4                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -9                    0                   21                    5                  -78                    0
                  11              1000000         3.3631086124562611E-05         1.0000000000000000E+03        -1.6129099999999934E+02                   8                    2                   52                    0                   23                    1                    0                    0                    0                    0                   24                    0                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -9                    0                   21                    5                  -78                    0
                  12              1100000         3.5328487653752778E-05         1.0000000000000000E+03        -1.6571899999999937E+02                   8                    2                   54                    0                   24                    0                    0                    0                    0                    0                   24                    0                    0                    3                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -9                    0                   21                    5                  -80                    0
                  13              1200000         4.0268053768860588E-05         1.0000000000000000E+03        -1.6571599999999938E+02                   8                    2                   53                    0                   25                    0                    0                    0                    0                    0                   24                    0                    0                    3                    0                    0                    0                    1                    0                    0                    0                    0                    0                    1                    2                    0                  -10                    0                   21                    5                  -79                    0
                  14              1300000         4.1679650946695945E-05         1.0000000000000000E+03        -1.6595699999999940E+02                   8                    1                   54                    0                   25                    0                    0                    0                    0                    0                   23                    0                    0                    2                    1                    0                    0                    1                    0                    0                    0                    0                    0                    0                    3                    0                  -10                    0                   23                    5                  -80                    0
                  15              1400000         4.2214236584152604E-05         1.0000000000000000E+03        -1.6420599999999936E+02                   8                    1                   53                    0                   25                    0                    0                    0                    0                    0                   23                    0                    0                    2                    1                    0                    0                    1                    0                    0                    0                    0                    0                    0                    3                    0                  -10                    0                   23                    5                  -79                    0
                  16              1500000         4.2734427507962388E-05         1.0000000000000000E+03        -1.6395199999999937E+02                   8                    1                   53                    0                   25                    0                    0                    0                    0                    0                   23                    0                    0                    2                    1                    0                    0                    1                    0                    0                    0                    0                    0                    0                    3                    0                  -10                    0                   23                    5                  -79                    0
                  17              1600000         4.3358092341571104E-05         1.0000000000000000E+03        -1.6392299999999929E+02                   8                    1                   52                    0                   25                    1                    0                    0                    0                    0                   24                    0                    0                    2                    1                    0                    0                    0                    0                    0                    0                    0                    0                    1                    3                    0                  -10                    0                   24                    5                  -79                    0
                  18              1700000         4.3715839526875262E-05         1.0000000000000000E+03        -1.5899299999999931E+02                   8                    1                   50                    0                   25                    1                    0                    0                    0                    0                   24                    0                    0                    2                    1                    0                    0                    0                    0                    0                    0                    0                    0                    1                    3                    0                  -10                    0                   24                    5                  -77                    0
                  19              1800000         4.4834933336892064E-05         1.0000000000000000E+03        -1.6304899999999935E+02                   8                    1                   51                    0                   26                    0                    0                    0                    0                    0                   23                    0                    0                    3                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    3                    0                  -10                    0                   24                    5                  -78                    0
                  20              1900000         4.6734544055188105E-05         1.0000000000000000E+03        -1.6748799999999932E+02                   8                    1                   52                    0                   27                    0                    0                    0                    0                    0                   23                    0                    0                    2                    0                    0                    0                    1                    0                    0                    0                    0                    0                    1                    4                    0                  -11                    0                   26                    5                  -80                    0
