               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.3761451575716531E-03         1.0000000000000000E+03         5.2757000000003394E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   13                    0                    0                    0                  -24                    0                    0                   47                    0                    0
                   3               200000         3.5852762330953400E-03         1.0000000000000000E+03         4.8179999999994834E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   12                    0                    0                    0                  -34                   -6                   12                   67                    0                    0
                   4               300000         4.5289356131574966E-03         1.0000000000000000E+03         6.5535999999981641E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   19                    0                    0                    0                  -41                   -6                   12                   81                    0                    0
                   5               400000         5.4496940036416275E-03         1.0000000000000000E+03         7.7791999999967516E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   24                    0                    0                    0                  -46                   -6                   12                   91                    0                    0
                   6               500000         6.6174147268671943E-03         1.0000000000000000E+03         8.2214999999967517E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   25                    0                    0                    0                  -50                   -7                   14                   99                    0                    0
                   7               600000         6.8169311716398890E-03         1.0000000000000000E+03         8.6964999999967461E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   28                    0                    0                    0                  -51                   -7                   14                  102                    0                    0
                   8               700000         7.7152265896237677E-03         1.0000000000000000E+03         8.7749999999967486E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   28                    0                    0                    0                  -54                   -8                   16                  107                    0                    0
                   9               800000         8.1324280767630843E-03         1.0000000000000000E+03         9.5012999999967477E+01                   0                    0                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                   31                    0                    0                    0                  -57                   -8                   16                  113                    0                    0
                  10               900000         8.1378063436043976E-03         1.0000000000000000E+03         9.4946999999967474E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   31                    0                    0                    0                  -57                   -8                   16                  113                    0                    0
                  11              1000000         8.7104753638727363E-03         1.0000000000000000E+03         1.0180899999996743E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   34                    0                    0                    0                  -59                   -8                   16                  118                    0                    0
                  12              1100000         9.3602602934223754E-03         1.0000000000000000E+03         1.0443799999996740E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   35                    0                    0                    0                  -60                   -8                   16                  120                    0                    0
                  13              1200000         9.8331477747543739E-03         1.0000000000000000E+03         1.0106099999996744E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   33                    0                    0                    0                  -62                   -9                   18                  122                    0                    0
                  14              1300000         9.8384264768565377E-03         1.0000000000000000E+03         1.0205999999996747E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   33                    0                    0                    0                  -62                   -9                   18                  123                    0                    0
                  15              1400000         1.0401943280554117E-02         1.0000000000000000E+03         1.0548499999996739E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   35                    0                    0                    0                  -63                   -9                   18                  125                    0                    0
                  16              1500000         1.0634304686697210E-02         1.0000000000000000E+03         1.1003999999996739E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   36                    0                    0                    0                  -65                   -9                   18                  129                    0                    0
                  17              1600000         1.0812887326521876E-02         1.0000000000000000E+03         1.1500999999996736E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   38                    0                    0                    0                  -67                   -9                   18                  133                    0                    0
