               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.3230709781067008E-06         1.1000000000000000E+03        -1.4421000000000102E+01                   6                    0                    0                    0                    1                    1                    0                    0                    0                    0                   12                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                    0                    2                    1                   -7                    0
                   3               200000         1.4387893070189051E-06         1.1000000000000000E+03        -1.6686500000000226E+01                   5                    1                    1                    0                    0                    1                    0                    0                    0                    0                   11                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                    0                    3                    1                   -9                    0
                   4               300000         3.8151746329489859E-06         1.1000000000000000E+03        -2.8937000000000900E+01                   8                    0                    5                    0                    0                    0                    0                    0                    0                    0                   18                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                    0                    7                    3                  -18                    1
                   5               400000         7.2831254644416106E-06         1.1000000000000000E+03        -2.9292999999993391E+01                   8                    2                    1                    0                    0                    0                    0                    0                    0                    0                   23                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                   14                    3                  -22                    3
                   6               500000         1.0082983629019909E-05         1.1000000000000000E+03        -3.3138499999993797E+01                   7                    2                    2                    0                    0                    0                    0                    0                    0                    0                   24                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                   17                    3                  -25                    3
                   7               600000         1.3064955050659019E-05         1.1000000000000000E+03        -3.6915999999993808E+01                   8                    1                    1                    0                    0                    0                    0                    0                    0                    0                   29                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                   21                    3                  -28                    3
                   8               700000         1.4219638909829057E-05         1.1000000000000000E+03        -4.4837499999993831E+01                   7                    3                    3                    0                    0                    0                    0                    0                    0                    0                   31                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                   23                    3                  -33                    3
                   9               800000         1.4959001493774719E-05         1.1000000000000000E+03        -4.3087999999993819E+01                   8                    2                    2                    0                    0                    0                    0                    0                    0                    0                   32                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                   23                    3                  -32                    3
                  10               900000         1.6086876575605662E-05         1.1000000000000000E+03        -4.8680999999993830E+01                   8                    2                    4                    0                    0                    0                    0                    0                    0                    0                   33                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                   24                    3                  -35                    3
                  11              1000000         1.6456878991920208E-05         1.1000000000000000E+03        -6.4229999999995911E+01                   6                    4                   12                    0                    2                    0                    0                    0                    0                    0                   30                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                   25                    4                  -43                    3
                  12              1100000         1.7318815876117777E-05         1.1000000000000000E+03        -4.7413999999995823E+01                   8                    1                    3                    0                    1                    1                    0                    0                    0                    0                   33                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                   27                    4                  -35                    3
                  13              1200000         1.9265993050911595E-05         1.1000000000000000E+03        -4.7793499999995916E+01                   7                    3                    2                    0                    0                    0                    0                    0                    0                    0                   35                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                   29                    5                  -37                    3
                  14              1300000         2.3177598603126006E-05         1.1000000000000000E+03        -5.4089999999995868E+01                   6                    2                    5                    0                    0                    0                    0                    0                    0                    0                   35                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                   32                    5                  -41                    3
                  15              1400000         2.6963460186869133E-05         1.1000000000000000E+03        -6.3899000000000257E+01                   6                    3                    7                    0                    0                    0                    0                    0                    0                    0                   39                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                   35                    5                  -47                    3
                  16              1500000         3.2174474553868465E-05         1.1000000000000000E+03        -5.8802000000010352E+01                   8                    1                    3                    0                    0                    0                    0                    0                    0                    0                   43                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                   38                    7                  -46                    3
                  17              1600000         3.8253491675672271E-05         1.1000000000000000E+03        -6.9093500000023170E+01                   7                    2                    6                    0                    0                    0                    0                    0                    0                    0                   45                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -5                    0                   42                    7                  -52                    3
                  18              1700000         4.2549487045357287E-05         1.1000000000000000E+03        -8.3082000000026540E+01                   8                    1                   10                    0                    1                    1                    0                    0                    0                    0                   48                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -6                    0                   46                    7                  -60                    3
                  19              1800000         4.4136178475137967E-05         1.1000000000000000E+03        -8.4328500000026494E+01                   9                    0                    8                    0                    1                    0                    0                    0                    0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -6                    0                   50                    7                  -61                    3
                  20              1900000         4.5787666092163889E-05         1.1000000000000000E+03        -8.3964500000026462E+01                   7                    2                    7                    0                    2                    0                    0                    0                    0                    0                   50                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -6                    0                   51                    7                  -61                    3
                  21              2000000         4.6348960569618514E-05         1.1000000000000000E+03        -8.2543500000026498E+01                   7                    2                    6                    0                    1                    1                    0                    0                    0                    0                   51                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -6                    0                   51                    7                  -61                    3
                  22              2100000         4.7440019713674242E-05         1.1000000000000000E+03        -7.9544500000026630E+01                   5                    3                    6                    0                    1                    1                    0                    0                    0                    0                   51                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -6                    0                   54                    7                  -62                    4
                  23              2200000         4.7554219724312806E-05         1.1000000000000000E+03        -8.4373500000026496E+01                   5                    2                    9                    0                    0                    1                    0                    0                    0                    0                   49                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -6                    0                   54                    7                  -64                    4
                  24              2300000         4.8954132770788971E-05         1.1000000000000000E+03        -8.9292000000026590E+01                   8                    1                    9                    0                    0                    1                    0                    0                    0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -6                    0                   54                    7                  -66                    4
                  25              2400000         5.0484140099496897E-05         1.1000000000000000E+03        -8.7630000000026556E+01                   8                    1                    8                    0                    0                    1                    0                    0                    0                    0                   55                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -6                    0                   55                    7                  -66                    4
                  26              2500000         5.1714226787994830E-05         1.1000000000000000E+03        -8.2396000000026547E+01                   6                    3                    5                    0                    0                    0                    0                    0                    0                    0                   53                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -6                    0                   56                    7                  -64                    4
                  27              2600000         5.4355095346370655E-05         1.1000000000000000E+03        -1.0025450000002655E+02                   7                    2                   13                    0                    0                    0                    0                    0                    0                    0                   55                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -6                    0                   57                    7                  -73                    4
                  28              2700000         5.6938482940782907E-05         1.1000000000000000E+03        -9.5868500000026629E+01                   7                    2                   11                    0                    0                    0                    0                    0                    0                    0                   55                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -6                    0                   57                    7                  -71                    4
                  29              2800000         5.8841404489882176E-05         1.1000000000000000E+03        -9.2607500000026562E+01                   5                    4                    8                    0                    2                    1                    0                    0                    0                    0                   54                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -7                    0                   59                    7                  -70                    4
                  30              2900000         5.9985497200036394E-05         1.1000000000000000E+03        -9.9579000000026483E+01                   6                    3                   10                    0                    1                    0                    0                    0                    0                    0                   53                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    5                    0                   -7                    0                   61                    7                  -73                    4
                  31              3000000         6.1328088670983838E-05         1.1000000000000000E+03        -9.4989500000026510E+01                   5                    3                    8                    0                    1                    0                    0                    0                    0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    5                    0                   -7                    0                   62                    7                  -71                    4
                  32              3100000         6.2896909225099347E-05         1.1000000000000000E+03        -9.3116000000026574E+01                   6                    3                    6                    0                    2                    1                    0                    0                    0                    0                   56                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -7                    0                   62                    7                  -70                    4
                  33              3200000         6.4332949179466396E-05         1.1000000000000000E+03        -1.1144500000002645E+02                   8                    2                   13                    0                    3                    0                    0                    0                    0                    0                   53                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                   -8                    0                   62                    7                  -77                    4
                  34              3300000         6.6366051139657268E-05         1.1000000000000000E+03        -9.4192500000026428E+01                   7                    3                    4                    0                    1                    0                    0                    0                    0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                   -8                    0                   64                    7                  -70                    4
                  35              3400000         6.8561264568883372E-05         1.1000000000000000E+03        -1.1040950000002650E+02                   7                    3                   10                    0                    2                    1                    0                    0                    0                    0                   56                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                   -8                    0                   66                    7                  -78                    4
                  36              3500000         7.0199568729269323E-05         1.1000000000000000E+03        -1.0263050000003339E+02                   5                    5                    8                    0                    1                    0                    0                    0                    0                    0                   53                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                   -8                    0                   66                    7                  -76                    5
                  37              3600000         7.1378898810266184E-05         1.1000000000000000E+03        -1.0473600000003343E+02                   6                    4                    9                    0                    1                    1                    0                    0                    0                    0                   55                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    6                    0                   -8                    0                   66                    7                  -77                    5
                  38              3700000         7.3203755823092654E-05         1.1000000000000000E+03        -1.0199000000003339E+02                   8                    2                    6                    0                    3                    0                    0                    0                    0                    0                   53                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                   -9                    0                   67                    7                  -74                    5
                  39              3800000         7.4829545577811306E-05         1.1000000000000000E+03        -9.7471000000033470E+01                   6                    4                    4                    0                    3                    1                    0                    0                    0                    0                   53                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    8                    0                   -9                    0                   68                    7                  -73                    5
                  40              3900000         7.6521650049075354E-05         1.1000000000000000E+03        -1.0821400000003662E+02                   8                    1                    7                    0                    5                    0                    0                    0                    0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                  -10                    0                   71                    7                  -77                    5
                  41              4000000         7.8864242947078913E-05         1.1000000000000000E+03        -1.1039750000003690E+02                   7                    2                    7                    0                    3                    1                    0                    0                    0                    0                   52                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   12                    0                  -10                    0                   73                    7                  -79                    5
                  42              4100000         8.0804308208186126E-05         1.1000000000000000E+03        -1.1632650000003730E+02                   7                    2                   10                    0                    4                    1                    0                    0                    0                    0                   57                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                  -10                    0                   74                    8                  -84                    5
                  43              4200000         8.3117623836567945E-05         1.1000000000000000E+03        -1.0554850000008670E+02                   7                    2                    4                    0                    4                    1                    0                    0                    0                    0                   54                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                  -11                    0                   77                    8                  -79                    6
                  44              4300000         8.5103975694567161E-05         1.1000000000000000E+03        -1.2001550000009416E+02                   7                    2                    9                    0                    3                    0                    0                    0                    0                    0                   55                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                  -11                    0                   79                    8                  -87                    6
                  45              4400000         8.8049132709953510E-05         1.1000000000000000E+03        -1.1843050000015883E+02                   9                    0                    8                    0                    2                    0                    0                    0                    0                    0                   56                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   14                    0                  -11                    0                   79                    8                  -86                    6
                  46              4500000         9.1051821550991495E-05         1.1000000000000000E+03        -1.2547550000038257E+02                   7                    1                   11                    0                    3                    1                    0                    0                    0                    0                   58                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   12                    0                  -11                    0                   83                    8                  -91                    6
