               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         9.6986376925643210E-08         1.1000000000000000E+03        -3.6160499999998834E+01                   7                    1                   13                    0                   16                    2                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -7                    0                    0                    5                  -14                    0
                   3               200000         8.8859420716986759E-07         1.1000000000000000E+03        -5.4445999999998286E+01                   8                    1                   19                    0                   19                    1                    0                    0                    0                    0                    6                    0                    0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -9                    0                    3                    8                  -24                    0
                   4               300000         1.9182892780573494E-06         1.1000000000000000E+03        -7.8614000000006229E+01                   8                    1                   27                    0                   19                    0                    0                    0                    0                    0                    8                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                  -10                    0                   10                   10                  -37                    0
                   5               400000         2.5345865270339251E-06         1.1000000000000000E+03        -8.7482000000006224E+01                   8                    1                   29                    0                   19                    1                    0                    0                    0                    0                   12                    0                    0                    1                    1                    0                    0                    0                    0                    0                    0                    0                    0                    1                    1                    0                  -11                    0                   13                   11                  -43                    0
                   6               500000         4.0316878590157997E-06         1.1000000000000000E+03        -1.0699900000000615E+02                   8                    1                   31                    0                   22                    1                    0                    0                    0                    0                   17                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    2                    0                  -12                    0                   24                   11                  -53                    0
                   7               600000         4.3042744680942033E-06         1.1000000000000000E+03        -1.1071000000000618E+02                   8                    1                   33                    0                   23                    1                    0                    0                    0                    0                   17                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -12                    0                   24                   11                  -55                    0
                   8               700000         4.6762591174388616E-06         1.1000000000000000E+03        -1.1253250000000598E+02                   7                    4                   31                    0                   23                    1                    0                    0                    0                    0                   18                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    2                    0                  -12                    0                   26                   11                  -56                    0
                   9               800000         5.1437588131867896E-06         1.1000000000000000E+03        -1.2436650000000600E+02                   7                    4                   35                    0                   23                    0                    0                    0                    0                    0                   20                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                  -12                    0                   29                   11                  -63                    0
                  10               900000         5.6958119479090180E-06         1.1000000000000000E+03        -1.2559350000000211E+02                   7                    4                   34                    0                   22                    0                    0                    0                    0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                  -12                    0                   31                   11                  -64                    0
