               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         2.6520198531616373E-06         1.1000000000000000E+03        -1.7946000000002513E+01                   8                    1                   15                    0                   21                    0                    0                    0                    0                    0                    2                    0                    0                    1                    9                    0                    0                    1                    0                    1                    0                    0                    0                    3                    0                    0                  -25                    0                    6                   36                  -20                    0
                   3               200000         2.9588399172827720E-06         1.1000000000000000E+03        -1.4477999999997412E+01                   8                    1                   16                    0                   19                    1                    0                    0                    0                    0                    1                    0                    0                    0                   11                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                    0                  -27                    0                    8                   42                  -21                    0
                   4               300000         3.2287675952884026E-06         1.1000000000000000E+03        -1.5687999999999320E+01                   8                    1                   19                    0                   20                    1                    0                    0                    0                    0                    0                    0                    0                    0                   16                    0                    0                    0                    0                    1                    0                    0                    0                    0                    1                    0                  -29                    0                    8                   46                  -24                    0
                   5               400000         3.6023529296454813E-06         1.1000000000000000E+03        -1.0828000000003200E+01                   8                    1                   20                    0                   22                    0                    0                    0                    0                    0                    0                    0                    0                    0                   18                    0                    0                    1                    0                    2                    0                    0                    0                    1                    1                    0                  -34                    0                    8                   53                  -25                    0
                   6               500000         1.1265202258899453E-05         1.1000000000000000E+03         3.0850499999992270E+01                   9                    0                    1                    0                    1                    0                    0                    0                    0                    0                    0                    0                    0                    0                   11                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                  -34                    0                   30                   63                  -18                    4
                   7               600000         2.1823203130584375E-05         1.1000000000000000E+03         4.1149999999926319E+00                   8                    1                    7                    0                   10                    1                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                    0                  -47                    0                   66                   78                  -45                    9
                   8               700000         2.2099090282052772E-05         1.1000000000000000E+03        -1.0937000000008052E+01                   8                    1                   21                    0                   18                    1                    0                    0                    0                    0                    0                    0                    0                    0                   14                    0                    0                    0                    0                    1                    0                    0                    0                    7                    0                    0                  -59                    0                   66                   95                  -59                    9
                   9               800000         2.2424998966547637E-05         1.1000000000000000E+03         4.3319999999904066E+00                   8                    1                   19                    0                   17                    1                    0                    0                    0                    0                    0                    0                    0                    0                   17                    0                    0                    0                    0                    2                    0                    0                    0                    8                    0                    0                  -64                    0                   66                  104                  -57                    9
                  10               900000         2.2793408202365231E-05         1.1000000000000000E+03         4.4439999999905853E+00                   8                    1                   24                    0                   16                    1                    0                    0                    0                    0                    0                    0                    0                    0                   21                    0                    0                    0                    0                    2                    0                    0                    0                    9                    0                    0                  -69                    0                   66                  114                  -62                    9
