               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.2715073621526521E-03         1.0000000000000000E+03        -1.7299999999999982E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   3                16000         1.2741393094323050E-03         1.0000000000000000E+03        -1.3899999999999935E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   4                24000         1.2752874882632622E-03         1.0000000000000000E+03        -1.7299999999999893E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   5                32000         1.2760296615096718E-03         1.0000000000000000E+03        -1.7299999999999849E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   6                40000         1.2778118759721436E-03         1.0000000000000000E+03        -1.7299999999999804E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   7                48000         1.2841516998270918E-03         1.0000000000000000E+03        -1.7299999999999938E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   8                56000         1.2890672708163861E-03         1.0000000000000000E+03        -1.3899999999999935E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                   9                64000         1.2929998069688853E-03         1.0000000000000000E+03        -1.7299999999999938E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  10                72000         1.3019429084093551E-03         1.0000000000000000E+03        -1.7299999999999849E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  11                80000         1.3042423308859187E-03         1.0000000000000000E+03        -1.3499999999999890E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  12                88000         1.3070810379298154E-03         1.0000000000000000E+03        -1.7299999999999760E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  13                96000         1.3119728343614636E-03         1.0000000000000000E+03        -1.7299999999999760E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  14               104000         1.3191858664064332E-03         1.0000000000000000E+03        -1.7299999999999760E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  15               112000         1.3276668718635587E-03         1.0000000000000000E+03         1.3900000000000279E-01                   0                    4                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  16               120000         1.3300511634746690E-03         1.0000000000000000E+03        -1.7299999999999582E-01                   0                    3                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    0                    0                    0
                  17               128000         1.3442272942671210E-03         1.0000000000000000E+03         1.2910000000000039E+00                   0                    2                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  18               136000         1.3530208586716151E-03         1.0000000000000000E+03         9.7500000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  19               144000         1.3625234977569754E-03         1.0000000000000000E+03         9.7900000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  20               152000         1.3667903433391578E-03         1.0000000000000000E+03         9.7900000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  21               160000         1.3732872450396083E-03         1.0000000000000000E+03         9.7900000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  22               168000         1.3793422996857595E-03         1.0000000000000000E+03         9.7900000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  23               176000         1.3897518784689894E-03         1.0000000000000000E+03         9.7900000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  24               184000         1.4066252147927033E-03         1.0000000000000000E+03         1.2910000000000035E+00                   0                    2                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  25               192000         1.4128316773605628E-03         1.0000000000000000E+03         9.7900000000000331E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  26               200000         1.4370545524257643E-03         1.0000000000000000E+03         9.7900000000000287E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  27               208000         1.4453870501276807E-03         1.0000000000000000E+03         1.3350000000000031E+00                   0                    2                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  28               216000         1.4532081819772504E-03         1.0000000000000000E+03         9.7900000000000287E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  29               224000         1.4615551762557570E-03         1.0000000000000000E+03         9.7900000000000287E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  30               232000         1.4791657571786177E-03         1.0000000000000000E+03         9.7900000000000287E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  31               240000         1.4850990621938366E-03         1.0000000000000000E+03         9.7900000000000242E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  32               248000         1.4951607818876121E-03         1.0000000000000000E+03         1.2910000000000026E+00                   0                    2                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  33               256000         1.5009449253584116E-03         1.0000000000000000E+03         9.7900000000000242E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  34               264000         1.5076666041600136E-03         1.0000000000000000E+03         1.2910000000000026E+00                   0                    2                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  35               272000         1.5149468284713593E-03         1.0000000000000000E+03         9.7900000000000198E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  36               280000         1.5211831650157024E-03         1.0000000000000000E+03         9.7900000000000198E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  37               288000         1.5247672633465861E-03         1.0000000000000000E+03         9.7900000000000154E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  38               296000         1.5302003849736402E-03         1.0000000000000000E+03         9.7900000000000065E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  39               304000         1.5390291483352758E-03         1.0000000000000000E+03         9.7900000000000020E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  40               312000         1.5505209286582019E-03         1.0000000000000000E+03         9.7900000000000020E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  41               320000         1.5620026166691010E-03         1.0000000000000000E+03         9.7900000000000020E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  42               328000         1.5706523374412044E-03         1.0000000000000000E+03         9.7900000000000020E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  43               336000         1.5909846329404296E-03         1.0000000000000000E+03         9.7900000000000020E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  44               344000         1.6015464204267699E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  45               352000         1.6127926943245831E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  46               360000         1.6132990516427015E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  47               368000         1.6229873201360947E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  48               376000         1.6307062696629209E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  49               384000         1.6363647340291809E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  50               392000         1.6408051690817002E-03         1.0000000000000000E+03         9.7899999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  51               400000         1.6446663003769168E-03         1.0000000000000000E+03         9.7499999999999976E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  52               408000         1.6583412215965610E-03         1.0000000000000000E+03         1.2909999999999999E+00                   0                    2                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  53               416000         1.6734410671512909E-03         1.0000000000000000E+03         9.7899999999999843E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
                  54               424000         1.6776136587748536E-03         1.0000000000000000E+03         9.7899999999999798E-01                   0                    1                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -1                    0                    0                    1                    0                    0
