               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.7616856850421899E-05         1.0000000000000000E+03         6.0784000000004120E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   17                    0                    0                    0                  -27                    0                    0                   53                    0                    0
                   3               200000         3.8955529073885081E-05         1.0000000000000000E+03         8.1284999999997794E+01                   0                    0                    0                    0                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    2                   25                    0                    0                    0                  -36                    0                    0                   70                    0                    0
                   4               300000         4.4150390612266933E-05         1.0000000000000000E+03         9.5882999999997779E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    1                   31                    0                    0                    0                  -42                    0                    0                   82                    0                    0
                   5               400000         4.9216750187413008E-05         1.0000000000000000E+03         9.7567999999997767E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   31                    0                    0                    0                  -42                    0                    0                   83                    0                    0
                   6               500000         5.3563824002394714E-05         1.0000000000000000E+03         1.0396299999999779E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   33                    0                    0                    0                  -46                    0                    0                   89                    0                    0
                   7               600000         5.8059916331684943E-05         1.0000000000000000E+03         1.1390499999999767E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   38                    0                    0                    0                  -49                    0                    0                   96                    0                    0
                   8               700000         6.1611239880082381E-05         1.0000000000000000E+03         1.1763399999999767E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    6                   37                    0                    0                    0                  -52                    0                    0                  100                    0                    0
                   9               800000         6.3332308236076470E-05         1.0000000000000000E+03         1.1737199999999777E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    6                   36                    0                    0                    0                  -54                    0                    0                  102                    0                    0
                  10               900000         6.6108242655368155E-05         1.0000000000000000E+03         1.2270699999999771E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    4                   40                    0                    0                    0                  -55                    0                    0                  105                    0                    0
                  11              1000000         6.9346286496166766E-05         1.0000000000000000E+03         1.3123700000021378E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    5                   43                    0                    0                    0                  -57                    0                    0                  111                    0                    0
                  12              1100000         7.4276325894213639E-05         1.0000000000000000E+03         1.3533800000021373E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   46                    0                    0                    0                  -58                    0                    0                  114                    0                    0
                  13              1200000         8.0419570937337274E-05         1.0000000000000000E+03         1.3860800000021393E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   46                    0                    0                    0                  -59                    0                    0                  116                    0                    0
                  14              1300000         8.9020437092907995E-05         1.0000000000000000E+03         1.3866200000021388E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    2                   47                    0                    0                    0                  -59                    0                    0                  116                    0                    0
                  15              1400000         9.2669462601839976E-05         1.0000000000000000E+03         1.3983900000021399E+02                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   47                    0                    0                    0                  -60                    0                    0                  117                    0                    0
                  16              1500000         9.5900730585296064E-05         1.0000000000000000E+03         1.4028900000021392E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    1                    7                   45                    0                    0                    0                  -62                    0                    0                  119                    0                    0
                  17              1600000         1.0008951650205464E-04         1.0000000000000000E+03         1.3984700000021377E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    6                   45                    0                    0                    0                  -63                    0                    0                  120                    0                    0
                  18              1700000         1.0277089494404965E-04         1.0000000000000000E+03         1.4721000000021400E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    4                   49                    0                    0                    0                  -64                    0                    0                  124                    0                    0
                  19              1800000         1.0548151977260129E-04         1.0000000000000000E+03         1.4658100000021386E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    4                   49                    0                    0                    0                  -64                    0                    0                  124                    0                    0
                  20              1900000         1.0764246545968337E-04         1.0000000000000000E+03         1.4881500000021398E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    4                    6                   48                    0                    0                    0                  -67                    0                    0                  127                    0                    0
                  21              2000000         1.0965943111595785E-04         1.0000000000000000E+03         1.5036400000021379E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                    6                   49                    0                    0                    0                  -69                    0                    0                  130                    0                    0
