               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         2.3061592100314071E-04         1.0000000000000000E+03         8.4849999999998946E+00                   0                    2                    0                    4                    1                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -34                  -26                    7                   65                   19                    2
                   3               200000         6.5893781699831130E-04         1.0000000000000000E+03         8.1439999999987176E+00                   0                    0                    0                    4                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                  -76                  -62                   19                  150                   49                    2
                   4               300000         1.0892006876248969E-03         1.0000000000000000E+03         1.2402999999997604E+01                   0                    0                    0                    2                    1                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -110                  -91                   29                  216                   73                    4
                   5               400000         1.4613867890871600E-03         1.0000000000000000E+03         2.3570000000009088E+00                   0                    3                    0                    6                    0                    0                    2                    0                    1                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -144                 -121                   40                  282                   95                    4
                   6               500000         1.8606632613837010E-03         1.0000000000000000E+03         9.0679999999999445E+00                   0                    1                    0                    4                    0                    0                    1                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -186                 -156                   51                  367                  126                    4
                   7               600000         2.0979541501867384E-03         1.0000000000000000E+03         8.0130000000036343E+00                   0                    1                    0                    6                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                 -214                 -185                   54                  420                  151                    7
                   8               700000         2.4772691657270027E-03         1.0000000000000000E+03         1.2827000000003997E+01                   0                    0                    0                    2                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -243                 -209                   60                  479                  174                    7
                   9               800000         3.0549940112234325E-03         1.0000000000000000E+03         8.0460000000016265E+00                   0                    0                    0                    6                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -279                 -242                   71                  551                  200                    7
                  10               900000         3.3346249537233000E-03         1.0000000000000000E+03         8.9030000000038712E+00                   0                    2                    0                    6                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -310                 -270                   75                  612                  226                    7
                  11              1000000         3.6721088595064607E-03         1.0000000000000000E+03         1.0299000000002229E+01                   0                    1                    0                    1                    0                    0                    2                    0                    1                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                 -342                 -296                   84                  676                  249                    7
