               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         3.3987305294417776E-05         1.0000000000000000E+03        -7.9560000000000990E+00                   0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                    0                    0                    0                    0
                   3                16000         5.0512245760299759E-05         1.0000000000000000E+03        -1.0575000000000102E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                   4                24000         6.7016663766905789E-05         1.0000000000000000E+03        -1.0608000000000104E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                   5                32000         8.3700376719737370E-05         1.0000000000000000E+03        -1.0542000000000101E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                   6                40000         1.0027524903942675E-04         1.0000000000000000E+03        -1.0542000000000101E+01                   0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -4                    0                    0                    0                    0
                   7                48000         1.1099159848552020E-04         1.0000000000000000E+03        -1.1207000000000106E+01                   0                    3                    7                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -4                    0                    0                    0                    0
                   8                56000         1.1163419624571018E-04         1.0000000000000000E+03        -1.0650000000000107E+01                   0                    3                    7                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -4                    0                    0                    0                    0
                   9                64000         1.1205426735044247E-04         1.0000000000000000E+03        -1.1295000000000108E+01                   0                    3                    7                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -4                    0                    0                    0                    0
                  10                72000         1.1228048448210828E-04         1.0000000000000000E+03        -1.1692000000000109E+01                   0                    2                    7                    0                    0                    0                    0                    1                    0                    0                    1                    0                   -1                   -4                    0                    0                    0                    0
                  11                80000         1.1244917892194033E-04         1.0000000000000000E+03        -1.0563000000000107E+01                   0                    3                    7                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -4                    0                    0                    0                    0
                  12                88000         1.1267686335075741E-04         1.0000000000000000E+03        -1.0700000000000108E+01                   0                    3                    7                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -4                    0                    0                    0                    0
                  13                96000         1.1303983800710600E-04         1.0000000000000000E+03        -1.1985000000000108E+01                   0                    3                    6                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                   -4                    1                    0                    0                    0
                  14               104000         1.1369371512614691E-04         1.0000000000000000E+03        -1.2219000000000108E+01                   0                    3                    6                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                   -4                    1                    0                    0                    0
                  15               112000         1.1394982386959896E-04         1.0000000000000000E+03        -1.1814000000000108E+01                   0                    3                    6                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                   -4                    1                    0                    0                    0
                  16               120000         1.1434482711550306E-04         1.0000000000000000E+03        -1.2267000000000110E+01                   0                    3                    6                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                   -4                    1                    0                    0                    0
                  17               128000         1.1512010898027692E-04         1.0000000000000000E+03        -9.1520000000017987E+00                   0                    1                    5                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -1                   -4                    1                    0                    0                    1
                  18               136000         1.1968969238815617E-04         1.0000000000000000E+03        -7.4740000000033442E+00                   0                    3                    3                    1                    0                    0                    0                    0                    0                    0                    1                    0                   -2                   -4                    1                    0                    0                    2
                  19               144000         1.5545762640230263E-04         1.0000000000000000E+03        -2.6520000000033011E+00                   0                    0                    2                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -2                   -4                    2                    0                    0                    4
                  20               152000         1.6790944022709243E-04         1.0000000000000000E+03        -2.8250000000037065E+00                   0                    3                    2                    0                    0                    0                    0                    1                    0                    0                    0                    0                   -3                   -4                    2                    0                    0                    4
                  21               160000         1.7215221188562451E-04         1.0000000000000000E+03        -5.1060000000037942E+00                   0                    3                    3                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -3                   -5                    2                    0                    0                    4
                  22               168000         1.7313164280024766E-04         1.0000000000000000E+03        -5.2930000000037918E+00                   0                    4                    4                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -3                   -5                    2                    0                    0                    4
                  23               176000         1.7818171816526840E-04         1.0000000000000000E+03        -6.0420000000038012E+00                   0                    1                    3                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -3                   -6                    3                    0                    0                    5
                  24               184000         1.9348758761896084E-04         1.0000000000000000E+03        -9.2820000000032117E+00                   0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                   -8                    3                    0                    0                    6
                  25               192000         2.1215289962105296E-04         1.0000000000000000E+03        -9.2820000000008509E+00                   0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                   -8                    3                    0                    0                    6
                  26               200000         2.2633172682430262E-04         1.0000000000000000E+03        -1.4487000000000608E+01                   0                    0                   11                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -10                    3                    0                    0                    6
                  27               208000         2.3684457407213458E-04         1.0000000000000000E+03        -1.7139000000000607E+01                   0                    0                   13                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -11                    3                    0                    0                    6
                  28               216000         2.4756008253616526E-04         1.0000000000000000E+03        -1.7172000000000608E+01                   0                    0                   13                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -11                    3                    0                    0                    6
                  29               224000         2.5694709328730908E-04         1.0000000000000000E+03        -1.9791000000000608E+01                   0                    0                   15                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -12                    3                    0                    0                    6
                  30               232000         2.6630273447914883E-04         1.0000000000000000E+03        -2.2542000000000613E+01                   0                    0                   17                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -13                    3                    0                    0                    6
                  31               240000         2.7480100313626883E-04         1.0000000000000000E+03        -2.2377000000000606E+01                   0                    0                   17                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -13                    3                    0                    0                    6
                  32               248000         2.8245223478078291E-04         1.0000000000000000E+03        -2.4963000000000605E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  33               256000         2.9000241077322016E-04         1.0000000000000000E+03        -2.5062000000000609E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  34               264000         2.9767080630684983E-04         1.0000000000000000E+03        -2.5029000000000607E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  35               272000         3.0536227778643209E-04         1.0000000000000000E+03        -2.4963000000000605E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  36               280000         3.1298157636375928E-04         1.0000000000000000E+03        -2.5029000000000607E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  37               288000         3.2072961319259052E-04         1.0000000000000000E+03        -2.4963000000000605E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  38               296000         3.2839664753611496E-04         1.0000000000000000E+03        -2.4897000000000602E+01                   0                    0                   19                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -14                    3                    0                    0                    6
                  39               304000         3.3596346241867480E-04         1.0000000000000000E+03        -2.7648000000000607E+01                   0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -15                    3                    0                    0                    6
                  40               312000         3.4310828114624361E-04         1.0000000000000000E+03        -2.7615000000000606E+01                   0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -15                    3                    0                    0                    6
                  41               320000         3.5024604292183787E-04         1.0000000000000000E+03        -2.7549000000000603E+01                   0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -15                    3                    0                    0                    6
                  42               328000         3.5741875939524571E-04         1.0000000000000000E+03        -2.7681000000000608E+01                   0                    0                   21                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -3                  -15                    3                    0                    0                    6
                  43               336000         3.6183122117287197E-04         1.0000000000000000E+03        -2.7890000000000605E+01                   0                    3                   20                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -4                  -15                    3                    0                    0                    6
                  44               344000         3.6197865305474049E-04         1.0000000000000000E+03        -2.8612000000000606E+01                   0                    3                   20                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -4                  -15                    3                    0                    0                    6
                  45               352000         3.6217521994489049E-04         1.0000000000000000E+03        -2.8781000000000606E+01                   0                    2                   19                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -4                  -15                    3                    0                    0                    6
                  46               360000         3.6229427375786060E-04         1.0000000000000000E+03        -2.8645000000000596E+01                   0                    2                   19                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -4                  -15                    3                    0                    0                    6
                  47               368000         3.6245277398810855E-04         1.0000000000000000E+03        -2.8033000000000602E+01                   0                    2                   19                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -4                  -15                    3                    0                    0                    6
                  48               376000         3.6255902915860872E-04         1.0000000000000000E+03        -2.8121000000000603E+01                   0                    2                   19                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -4                  -15                    3                    0                    0                    6
                  49               384000         3.6267262964247631E-04         1.0000000000000000E+03        -2.8059000000000601E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  50               392000         3.6278511441379107E-04         1.0000000000000000E+03        -2.8379000000000602E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  51               400000         3.6292363295047780E-04         1.0000000000000000E+03        -2.7694000000000599E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  52               408000         3.6321777653671784E-04         1.0000000000000000E+03        -2.7808000000000600E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  53               416000         3.6345661159015418E-04         1.0000000000000000E+03        -2.7693000000000602E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  54               424000         3.6371805641485252E-04         1.0000000000000000E+03        -2.8041000000000601E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  55               432000         3.6387444200416681E-04         1.0000000000000000E+03        -2.7722000000000602E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  56               440000         3.6404356154811599E-04         1.0000000000000000E+03        -2.8571000000000602E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  57               448000         3.6416924059157137E-04         1.0000000000000000E+03        -2.7765000000000605E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  58               456000         3.6428355837459436E-04         1.0000000000000000E+03        -2.8318000000000602E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  59               464000         3.6442019127889047E-04         1.0000000000000000E+03        -2.7400000000000603E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  60               472000         3.6468828323139635E-04         1.0000000000000000E+03        -2.8306000000000598E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  61               480000         3.6483097965086858E-04         1.0000000000000000E+03        -2.7760000000000598E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  62               488000         3.6496954004946802E-04         1.0000000000000000E+03        -2.7643000000000594E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  63               496000         3.6511417258104233E-04         1.0000000000000000E+03        -2.8151000000000600E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  64               504000         3.6524727669338237E-04         1.0000000000000000E+03        -2.7633000000000596E+01                   0                    2                   17                    0                    0                    0                    0                    0                    0                    0                    2                    0                   -4                  -15                    3                    0                    1                    6
                  65               512000         3.6536418347367052E-04         1.0000000000000000E+03        -2.8152000000000598E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  66               520000         3.6556831133281818E-04         1.0000000000000000E+03        -2.8380000000000599E+01                   0                    3                   18                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -4                  -15                    3                    0                    1                    6
                  67               528000         3.6569049062667682E-04         1.0000000000000000E+03        -2.8918000000000603E+01                   0                    4                   17                    0                    0                    0                    1                    0                    0                    0                    2                    0                   -5                  -15                    3                    0                    1                    6
                  68               536000         3.6582601269536036E-04         1.0000000000000000E+03        -2.9322000000000592E+01                   0                    6                   17                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -5                  -15                    3                    0                    1                    6
                  69               544000         3.6595037567888305E-04         1.0000000000000000E+03        -2.9253000000000590E+01                   0                    5                   16                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    6
                  70               552000         3.6608398173771034E-04         1.0000000000000000E+03        -3.0067000000000601E+01                   0                    3                   14                    0                    0                    0                    0                    0                    1                    0                    5                    0                   -5                  -15                    3                    0                    1                    6
                  71               560000         3.6623618809939829E-04         1.0000000000000000E+03        -2.9991000000000593E+01                   0                    3                   14                    0                    0                    0                    0                    0                    1                    0                    5                    0                   -5                  -15                    3                    0                    1                    6
                  72               568000         3.6636015216775272E-04         1.0000000000000000E+03        -2.9674000000000593E+01                   0                    3                   14                    0                    0                    0                    0                    0                    1                    0                    5                    0                   -5                  -15                    3                    0                    1                    6
                  73               576000         3.6647104662104952E-04         1.0000000000000000E+03        -2.9438000000000589E+01                   0                    4                   15                    0                    0                    0                    0                    0                    1                    0                    4                    0                   -5                  -15                    3                    0                    1                    6
                  74               584000         3.6659135143821088E-04         1.0000000000000000E+03        -2.9555000000000589E+01                   0                    5                   16                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    6
                  75               592000         3.6675252689983185E-04         1.0000000000000000E+03        -2.9629000000000595E+01                   0                    5                   16                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    6
                  76               600000         3.6686265866119614E-04         1.0000000000000000E+03        -2.9936000000000597E+01                   0                    4                   15                    0                    0                    0                    0                    0                    1                    0                    4                    0                   -5                  -15                    3                    0                    1                    6
                  77               608000         3.6694645084116311E-04         1.0000000000000000E+03        -2.9594000000000584E+01                   0                    5                   16                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    6
                  78               616000         3.6709947104633439E-04         1.0000000000000000E+03        -2.5846000000000590E+01                   0                    4                   16                    0                    0                    0                    0                    0                    1                    0                    2                    0                   -5                  -15                    3                    0                    1                    7
                  79               624000         3.6720561397102485E-04         1.0000000000000000E+03        -2.6774000000000594E+01                   0                    3                   15                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    7
                  80               632000         3.6731930150402331E-04         1.0000000000000000E+03        -2.6145000000000589E+01                   0                    3                   15                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    7
                  81               640000         3.6743031057126318E-04         1.0000000000000000E+03        -2.6128000000000586E+01                   0                    3                   15                    0                    0                    0                    0                    0                    1                    0                    3                    0                   -5                  -15                    3                    0                    1                    7
                  82               648000         3.6756360218902960E-04         1.0000000000000000E+03        -2.7961000000000595E+01                   0                    3                   14                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -5                  -15                    4                    0                    1                    7
                  83               656000         3.6771086838904734E-04         1.0000000000000000E+03        -2.6544000000000601E+01                   0                    3                   14                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -5                  -15                    4                    0                    1                    7
                  84               664000         3.6785793602239775E-04         1.0000000000000000E+03        -2.6415000000000592E+01                   0                    3                   14                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -5                  -15                    4                    0                    1                    7
                  85               672000         3.6795128037718147E-04         1.0000000000000000E+03        -2.7435000000000599E+01                   0                    3                   14                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -5                  -15                    4                    0                    1                    7
                  86               680000         3.6807331578974175E-04         1.0000000000000000E+03        -2.7332000000000583E+01                   0                    5                   16                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -5                  -15                    4                    0                    1                    7
                  87               688000         3.6821696447674612E-04         1.0000000000000000E+03        -2.7540000000000596E+01                   0                    3                   14                    0                    0                    0                    0                    0                    0                    0                    3                    0                   -5                  -15                    4                    0                    1                    7
