               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.1592473970464471E-05         1.0000000000000000E+03         5.6983000000008722E+01                   0                    4                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   17                    0                    0                    0                  -26                    0                    0                   50                    0                    0
                   3               200000         2.1876302780032134E-05         1.0000000000000000E+03         7.0593999999976234E+01                   0                    2                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                   22                    0                    0                    0                  -31                    0                    0                   61                    0                    0
                   4               300000         2.9098128904686453E-05         1.0000000000000000E+03         9.2706999999976162E+01                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    1                   30                    0                    0                    0                  -40                    0                    0                   79                    0                    0
                   5               400000         3.5930510694635699E-05         1.0000000000000000E+03         9.5263999999976235E+01                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    4                    4                   28                    0                    0                    0                  -45                    0                    0                   84                    0                    0
                   6               500000         3.9900481777901340E-05         1.0000000000000000E+03         1.0858199999997613E+02                   0                    0                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    1                    3                   35                    0                    0                    0                  -48                    0                    0                   93                    0                    0
                   7               600000         4.3435175832201480E-05         1.0000000000000000E+03         1.1746199999997607E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   39                    0                    0                    0                  -50                    0                    0                   99                    0                    0
                   8               700000         4.7410008457407187E-05         1.0000000000000000E+03         1.1783299999997608E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    4                   38                    0                    0                    0                  -51                    0                    0                  100                    0                    0
                   9               800000         5.0438198866323156E-05         1.0000000000000000E+03         1.2486199999997605E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    2                   42                    0                    0                    0                  -53                    0                    0                  105                    0                    0
                  10               900000         5.3646578640533147E-05         1.0000000000000000E+03         1.2380599999997608E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    4                   40                    0                    0                    0                  -55                    0                    0                  106                    0                    0
                  11              1000000         5.6058114731363615E-05         1.0000000000000000E+03         1.2624999999997641E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    7                   39                    0                    0                    0                  -58                    0                    0                  109                    0                    0
                  12              1100000         5.9339839732055330E-05         1.0000000000000000E+03         1.3521700000005754E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                    4                   44                    0                    0                    0                  -62                    0                    0                  117                    0                    0
                  13              1200000         6.1725396842951847E-05         1.0000000000000000E+03         1.3896100000005762E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    2                    6                   45                    0                    0                    0                  -62                    0                    0                  119                    0                    0
                  14              1300000         6.3916676432957379E-05         1.0000000000000000E+03         1.4183900000005767E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    6                    6                   45                    0                    0                    0                  -66                    0                    0                  123                    0                    0
                  15              1400000         6.6220846141936315E-05         1.0000000000000000E+03         1.4121000000005753E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    6                    7                   45                    0                    0                    0                  -67                    0                    0                  124                    0                    0
                  16              1500000         6.8644587352640227E-05         1.0000000000000000E+03         1.4532000000005766E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    7                    7                   46                    0                    0                    0                  -69                    0                    0                  127                    0                    0
                  17              1600000         7.0702108410889845E-05         1.0000000000000000E+03         1.5152600000005785E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                    8                   48                    0                    0                    0                  -70                    0                    0                  131                    0                    0
                  18              1700000         7.2500180153172640E-05         1.0000000000000000E+03         1.4973500000005765E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    7                   10                   46                    0                    0                    0                  -72                    0                    0                  132                    0                    0
                  19              1800000         7.4296118232485117E-05         1.0000000000000000E+03         1.5437900000005777E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    6                    8                   49                    0                    0                    0                  -72                    0                    0                  134                    0                    0
                  20              1900000         7.9064512243085230E-05         1.0000000000000000E+03         1.6121300000005792E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                    6                   53                    0                    0                    0                  -73                    0                    0                  138                    0                    0
                  21              2000000         8.3109464595768751E-05         1.0000000000000000E+03         1.6417400000005790E+02                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                    5                    4                   56                    0                    0                    0                  -74                    0                    0                  140                    0                    0
                  22              2100000         8.5727757144224407E-05         1.0000000000000000E+03         1.6857100000005806E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    4                    6                   56                    0                    0                    0                  -75                    0                    0                  143                    0                    0
                  23              2200000         8.8114603859914997E-05         1.0000000000000000E+03         1.6728800000005810E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                    8                   54                    0                    0                    0                  -76                    0                    0                  143                    0                    0
                  24              2300000         9.1670370645392492E-05         1.0000000000000000E+03         1.6745000000005800E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    7                    4                   56                    0                    0                    0                  -76                    0                    0                  143                    0                    0
                  25              2400000         9.5096016150827392E-05         1.0000000000000000E+03         1.6705300000005801E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    5                   10                   53                    0                    0                    0                  -77                    0                    0                  144                    0                    0
                  26              2500000         9.7571257249984476E-05         1.0000000000000000E+03         1.6540400000005789E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    7                   10                   52                    0                    0                    0                  -78                    0                    0                  144                    0                    0
                  27              2600000         1.5798335207868524E-04         1.0000000000000000E+03         1.8513400000005848E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    3                    9                   61                    0                    0                    0                  -82                    0                    0                  156                    0                    0
                  28              2700000         1.9452847759058507E-04         1.0000000000000000E+03         1.8108700000005763E+02                   0                    0                    1                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                   24                    7                   58                    0                    0                    0                  -98                    0                    0                  167                    0                    0
                  29              2800000         2.1522682595753232E-04         1.0000000000000000E+03         1.8377300000005724E+02                   0                    0                    1                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                   35                    9                   56                    0                    0                    0                 -109                    0                    0                  177                    0                    0
                  30              2900000         3.2063318889674326E-04         1.0000000000000000E+03         1.8001700000005690E+02                   0                    0                    1                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                   48                    5                   54                    0                    0                    0                 -116                    0                    0                  180                    0                    0
                  31              3000000         5.4611234533590513E-04         1.0000000000000000E+03         1.8075100000005685E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                    9                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  32              3100000         9.0837028340789777E-04         1.0000000000000000E+03         1.7972600000005667E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   48                    6                   53                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  33              3200000         1.1061033729638037E-03         1.0000000000000000E+03         1.8045300000005685E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   45                   12                   50                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  34              3300000         1.4504407171207095E-03         1.0000000000000000E+03         1.8252800000005715E+02                   0                    0                    1                    0                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                   43                   13                   51                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  35              3400000         1.7932946088882950E-03         1.0000000000000000E+03         1.8058200000005678E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                    9                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  36              3500000         2.3065756900268698E-03         1.0000000000000000E+03         1.8042900000005679E+02                   0                    1                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                   45                   10                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  37              3600000         2.8713004371910189E-03         1.0000000000000000E+03         1.7983000000005677E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                    9                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  38              3700000         3.5346070430908746E-03         1.0000000000000000E+03         1.7995600000005672E+02                   0                    0                    0                    0                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                   45                   10                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  39              3800000         4.7728047332677983E-03         1.0000000000000000E+03         1.8019600000005670E+02                   0                    0                    0                    0                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                   45                   10                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  40              3900000         7.7217506028372076E-03         1.0000000000000000E+03         1.7891000000005656E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   48                    5                   54                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  41              4000000         1.0935668582253925E-02         1.0000000000000000E+03         1.8048900000005682E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    7                   53                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  42              4100000         1.3449666152308097E-02         1.0000000000000000E+03         1.7985900000005668E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   48                    5                   54                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  43              4200000         1.6968604369241275E-02         1.0000000000000000E+03         1.7879200000005656E+02                   0                    0                    0                    0                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                   47                    6                   54                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  44              4300000         2.0056083126765017E-02         1.0000000000000000E+03         1.7891400000005663E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                    9                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  45              4400000         2.2996121532289446E-02         1.0000000000000000E+03         1.7981000000005668E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    8                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  46              4500000         2.6052159595243707E-02         1.0000000000000000E+03         1.8090000000005685E+02                   0                    0                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                   45                   11                   51                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  47              4600000         2.9002257470662689E-02         1.0000000000000000E+03         1.7891400000005663E+02                   0                    0                    0                    0                    0                    0                    0                    1                    0                    8                    0                    0                    0                    0                    0                    0                    0                   45                   10                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  48              4700000         3.2619275148352757E-02         1.0000000000000000E+03         1.7882700000005661E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    7                   53                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  49              4800000         3.6312550785320134E-02         1.0000000000000000E+03         1.7972800000005668E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   45                   12                   50                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  50              4900000         3.9912449597924435E-02         1.0000000000000000E+03         1.7951600000005666E+02                   0                    0                    0                    0                    0                    0                    0                    0                    1                    8                    0                    0                    0                    0                    0                    0                    0                   46                    9                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  51              5000000         4.3251171447178660E-02         1.0000000000000000E+03         1.7881200000005663E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   47                    8                   52                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  52              5100000         5.3279706574535991E-02         1.0000000000000000E+03         1.7945800000005667E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   46                   10                   51                    0                    0                    0                 -116                    0                    0                  181                    0                    0
                  53              5200000         6.3834947933938263E-02         1.0000000000000000E+03         1.8033500000005671E+02                   0                    1                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   45                    7                   54                    0                    0                    0                 -115                    0                    0                  181                    0                    0
                  54              5300000         7.6582030545641819E-02         1.0000000000000000E+03         1.8362100000005688E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   43                   12                   52                    0                    0                    0                 -116                    0                    0                  183                    0                    0
                  55              5400000         9.0630632867260585E-02         1.0000000000000000E+03         1.8962500000005704E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   42                    8                   57                    0                    0                    0                 -116                    0                    0                  186                    0                    0
                  56              5500000         1.0660866030167394E-01         1.0000000000000000E+03         1.9008700000005706E+02                   0                    0                    0                    0                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                   40                   12                   55                    0                    0                    0                 -116                    0                    0                  186                    0                    0
