               Entry              Nevents                           Time                    Temperature                         Energy               C_Pt*               CO_Pt*                 CO2*              CHO_Pt*                   H*                H_Pt*              COH_Pt*             COOH_Pt*               OH_Pt*                 COH*                   O*               CH_Pt*                O_Pt*                  CO*                   C*                 CH3*                COOH*              CH2_Pt*              CH3_Pt*                 CH2*              CO2_Pt*                 CHO*                 H2O*                  CH*                  OH*              H2O_Pt*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.1000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         1.7141659569363536E-06         1.1000000000000000E+03        -1.0146799999999759E+02                   8                    1                   35                    0                   30                    0                    0                    0                    0                    0                   10                    0                    0                    0                    3                    0                    0                    1                    0                    0                    0                    0                    0                    2                    2                    0                  -15                    0                   13                   12                  -48                    0
                   3               200000         2.1223348032422435E-06         1.1000000000000000E+03        -1.0024199999999757E+02                   8                    1                   35                    0                   35                    0                    0                    0                    0                    0                    7                    0                    0                    0                    5                    0                    0                    1                    0                    2                    0                    0                    0                    0                    3                    0                  -19                    0                   15                   16                  -48                    0
                   4               300000         2.6123581377364005E-06         1.1000000000000000E+03        -1.1857899999999759E+02                   8                    1                   41                    0                   35                    1                    0                    0                    0                    0                    7                    0                    0                    1                    5                    0                    0                    0                    0                    2                    0                    0                    0                    1                    5                    0                  -20                    0                   18                   17                  -57                    0
                   5               400000         2.9624832192868877E-06         1.1000000000000000E+03        -1.1164299999999760E+02                   8                    1                   40                    0                   34                    0                    0                    0                    0                    0                    7                    0                    0                    0                    6                    0                    0                    1                    0                    1                    0                    0                    0                    1                    5                    0                  -21                    0                   20                   19                  -57                    1
                   6               500000         3.3420988831937165E-06         1.1000000000000000E+03        -1.3016699999999284E+02                   8                    1                   48                    0                   34                    0                    0                    0                    0                    0                    9                    0                    0                    0                    4                    1                    0                    1                    0                    2                    0                    0                    0                    4                    3                    0                  -25                    0                   23                   23                  -67                    2
                   7               600000         3.6652495760667808E-06         1.1000000000000000E+03        -1.2296399999999080E+02                   8                    1                   47                    0                   33                    1                    0                    0                    0                    0                    8                    0                    0                    0                    5                    0                    0                    0                    0                    1                    0                    0                    0                    6                    4                    0                  -25                    0                   23                   25                  -66                    2
                   8               700000         4.0757799065307379E-06         1.1000000000000000E+03        -1.2703599999998283E+02                   8                    2                   49                    0                   35                    1                    0                    0                    0                    0                    7                    0                    0                    0                    6                    0                    0                    0                    0                    1                    0                    0                    0                    6                    4                    0                  -27                    0                   23                   28                  -68                    2
                   9               800000         4.4252031149731101E-06         1.1000000000000000E+03        -1.2021299999997638E+02                   8                    2                   46                    0                   35                    0                    0                    0                    0                    0                    7                    0                    0                    1                    7                    0                    0                    0                    0                    0                    0                    0                    0                    6                    5                    0                  -27                    0                   23                   29                  -66                    2
                  10               900000         4.7901844776234491E-06         1.1000000000000000E+03        -1.0674799999996988E+02                   8                    2                   41                    0                   34                    0                    0                    0                    0                    0                    8                    0                    0                    1                    6                    0                    0                    0                    0                    1                    0                    0                    0                    8                    4                    0                  -29                    0                   24                   31                  -62                    3
                  11              1000000         5.1462298856942238E-06         1.1000000000000000E+03        -1.1232999999996990E+02                   8                    2                   45                    0                   31                    0                    0                    0                    0                    0                    8                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    9                    4                    0                  -29                    0                   25                   33                  -66                    3
