               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*                   O*                  CO*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2                 8000         1.1164077396831199E-05         1.0000000000000000E+03        -5.4840000000033777E+00                   0                    1                    4                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -1                   -3                    0                    0                    0                    1
                   3                16000         1.3072711783248572E-05         1.0000000000000000E+03        -9.2080000000109639E+00                   0                    2                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                   -1                   -4                    1                    0                    0                    1
                   4                24000         1.8487444954635600E-05         1.0000000000000000E+03        -1.2150000000011152E+01                   0                    3                    8                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -2                   -6                    1                    0                    0                    2
                   5                32000         1.8975858962045934E-05         1.0000000000000000E+03        -1.2073000000011152E+01                   0                    3                    8                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -2                   -6                    1                    0                    0                    2
                   6                40000         1.9473853024724473E-05         1.0000000000000000E+03        -1.1810000000011151E+01                   0                    4                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                   -2                   -6                    1                    0                    0                    2
                   7                48000         1.9681619826770323E-05         1.0000000000000000E+03        -1.2263000000011154E+01                   0                    3                    8                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -2                   -6                    1                    0                    0                    2
                   8                56000         1.9855521802188127E-05         1.0000000000000000E+03        -1.2448000000011152E+01                   0                    3                    8                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -2                   -6                    1                    0                    0                    2
                   9                64000         2.0031934604553239E-05         1.0000000000000000E+03        -1.2714000000011151E+01                   0                    3                    7                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -2                   -6                    2                    0                    0                    2
                  10                72000         2.0297538952509597E-05         1.0000000000000000E+03        -1.3578000000011153E+01                   0                    3                    7                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -2                   -6                    2                    0                    0                    2
                  11                80000         2.2301039836016015E-05         1.0000000000000000E+03        -8.5900000000147045E+00                   0                    3                    5                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -3                   -6                    2                    0                    0                    4
                  12                88000         2.2834055867018448E-05         1.0000000000000000E+03        -7.6900000000218727E+00                   0                    3                    5                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -3                   -6                    2                    0                    0                    4
                  13                96000         2.6035973155812143E-05         1.0000000000000000E+03        -8.8980000000241954E+00                   0                    1                    5                    0                    0                    0                    0                    0                    0                    0                    1                    0                   -3                   -7                    3                    0                    0                    5
                  14               104000         2.7951809019605100E-05         1.0000000000000000E+03        -9.8360000000303849E+00                   0                    8                    6                    0                    0                    0                    0                    2                    0                    0                    0                    0                   -5                   -7                    3                    0                    0                    5
                  15               112000         2.8515124876669647E-05         1.0000000000000000E+03        -8.1350000000315141E+00                   0                    7                    3                    0                    0                    0                    0                    0                    1                    0                    1                    0                   -5                   -7                    4                    0                    0                    6
