               Entry              Nevents                           Time                    Temperature                         Energy                CH3*                   H*              CH3_Pt*                   O*                O_Pt*                  CO*               CO_Pt*              CH2_Pt*               CH_Pt*                C_Pt*               OH_Pt*              H2O_Pt*              CO2_Pt*             COOH_Pt*              CHO_Pt*                 CO2*                 H2O*                 CH2*                  CH*                   C*                 CHO*                  OH*                COOH*                  CH4                   O2                   CO                   H2                  CO2                  H2O
                   1                    0         0.0000000000000000E+00         1.0000000000000000E+03         0.0000000000000000E+00                   0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0
                   2               100000         3.6071721970548922E-06         1.0000000000000000E+03        -2.2087000000000799E+01                   0                    3                    0                   24                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                  -12                  -16                    1                   21                    2                    0
                   3               200000         4.8398589117976092E-06         1.0000000000000000E+03        -3.5271000000000768E+01                   0                    3                    0                   34                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    3                    0                  -12                  -21                    1                   21                    2                    0
                   4               300000         6.1356431528220370E-06         1.0000000000000000E+03        -4.0473000000000788E+01                   0                    2                    0                   37                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    4                    0                  -12                  -23                    1                   21                    2                    0
                   5               400000         7.0036947905805601E-06         1.0000000000000000E+03        -4.7597000000000762E+01                   0                    5                    0                   36                    0                    0                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    5                    0                  -13                  -26                    1                   21                    5                    0
                   6               500000         7.7207678314074361E-06         1.0000000000000000E+03        -5.1720000000000752E+01                   0                    5                    0                   35                    0                    1                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    7                    0                  -14                  -27                    1                   22                    5                    0
                   7               600000         8.3738556033075631E-06         1.0000000000000000E+03        -5.4441000000000784E+01                   0                    7                    0                   33                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   11                    0                  -16                  -28                    2                   23                    5                    0
                   8               700000         8.9813006445687404E-06         1.0000000000000000E+03        -5.9419000000000757E+01                   0                    8                    0                   31                    0                    1                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   12                    0                  -17                  -29                    2                   24                    6                    0
                   9               800000         9.5611418845964862E-06         1.0000000000000000E+03        -6.4007999999423063E+01                   0                    9                    0                   31                    0                    2                    0                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                  -18                  -31                    2                   25                    7                    0
                  10               900000         1.0181573566318194E-05         1.0000000000000000E+03        -6.8181999999242350E+01                   0                    9                    0                   32                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   13                    0                  -18                  -33                    3                   25                    9                    0
                  11              1000000         1.0921173322268549E-05         1.0000000000000000E+03        -7.3166999999241938E+01                   0                   17                    0                   26                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   17                    0                  -21                  -33                    3                   25                   10                    0
                  12              1100000         1.1569807620275549E-05         1.0000000000000000E+03        -6.7740999999241822E+01                   0                   14                    0                   27                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   16                    0                  -22                  -33                    3                   29                   10                    0
                  13              1200000         1.2248365534717670E-05         1.0000000000000000E+03        -7.2041999999241824E+01                   0                   15                    0                   32                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   15                    0                  -22                  -35                    3                   29                   10                    0
                  14              1300000         1.2788255677826404E-05         1.0000000000000000E+03        -6.8969999999241807E+01                   0                   14                    0                   31                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   16                    0                  -23                  -35                    3                   31                   10                    0
                  15              1400000         1.3486383297129229E-05         1.0000000000000000E+03        -7.2707999999241835E+01                   0                   15                    0                   32                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   15                    0                  -23                  -36                    3                   31                   11                    0
                  16              1500000         1.4206789956433108E-05         1.0000000000000000E+03        -8.1431999999241611E+01                   0                   13                    0                   31                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                    0                   20                    0                  -24                  -39                    3                   31                   12                    0
                  17              1600000         1.4687751615867532E-05         1.0000000000000000E+03        -8.4594999999241736E+01                   0                   16                    0                   34                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   18                    0                  -24                  -40                    4                   31                   12                    0
                  18              1700000         1.5210999684940805E-05         1.0000000000000000E+03        -9.5434999999241654E+01                   0                   19                    0                   34                    0                    0                    1                    0                    0                    7                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   21                    0                  -26                  -43                    4                   32                   13                    0
                  19              1800000         1.5838342069449921E-05         1.0000000000000000E+03        -9.2305999999241564E+01                   0                   20                    0                   31                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   22                    0                  -28                  -43                    4                   35                   14                    0
                  20              1900000         1.6358416302481848E-05         1.0000000000000000E+03        -9.1382999999241633E+01                   0                   21                    0                   29                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   23                    0                  -30                  -44                    4                   38                   16                    0
                  21              2000000         1.6837146304396862E-05         1.0000000000000000E+03        -9.2220999999241599E+01                   0                   21                    0                   32                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   21                    0                  -30                  -45                    5                   39                   16                    0
                  22              2100000         1.7349133025619047E-05         1.0000000000000000E+03        -9.5018999999241643E+01                   0                   17                    0                   33                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   23                    0                  -30                  -47                    5                   39                   16                    1
                  23              2200000         1.7921562069763477E-05         1.0000000000000000E+03        -1.0583499999924166E+02                   0                   17                    0                   41                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   23                    0                  -30                  -51                    5                   39                   16                    1
                  24              2300000         1.8352482955943368E-05         1.0000000000000000E+03        -1.0892199999924161E+02                   0                   15                    0                   41                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   25                    0                  -30                  -52                    5                   39                   16                    1
                  25              2400000         1.8835164535204250E-05         1.0000000000000000E+03        -1.0821199999924163E+02                   0                   15                    0                   41                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   25                    0                  -30                  -52                    5                   39                   16                    1
                  26              2500000         1.9274775683601219E-05         1.0000000000000000E+03        -1.0788099999924171E+02                   0                   17                    0                   43                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   23                    0                  -30                  -52                    5                   39                   16                    1
                  27              2600000         3.4365082389838869E-05         1.0000000000000000E+03        -1.5199599999932042E+02                   0                   21                    0                   49                    0                    0                    1                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   35                    0                  -37                  -69                    6                   43                   22                    3
                  28              2700000         5.0295665806846822E-05         1.0000000000000000E+03        -1.8013099999932012E+02                   0                   28                    0                   45                    0                    0                    0                    0                    0                    6                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   46                    0                  -45                  -81                    9                   49                   29                    4
                  29              2800000         6.7004985210049662E-05         1.0000000000000000E+03        -2.1407099999931978E+02                   0                   32                    0                   54                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   56                    0                  -51                  -94                   10                   54                   32                    4
                  30              2900000         7.7395255919591292E-05         1.0000000000000000E+03        -2.1761099999931980E+02                   0                   40                    0                   48                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    0                    0                    0                    0                    1                    0                   56                    0                  -57                  -97                   12                   60                   36                    6
                  31              3000000         9.6676134050606424E-05         1.0000000000000000E+03        -2.2144599999931989E+02                   0                   35                    0                   56                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   55                    0                  -59                 -104                   14                   62                   36                   11
                  32              3100000         1.1408092439373267E-04         1.0000000000000000E+03        -2.2849299999931981E+02                   0                   33                    0                   60                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                    0                   57                    0                  -60                 -108                   15                   63                   36                   12
                  33              3200000         1.2314464591989919E-04         1.0000000000000000E+03        -2.4008199999931963E+02                   0                   45                    0                   52                    0                    0                    0                    0                    0                    8                    0                    0                    0                    0                    0                    1                    0                    0                    0                    1                    0                   61                    0                  -65                 -111                   15                   65                   40                   12
                  34              3300000         1.4101672697080833E-04         1.0000000000000000E+03        -2.5183899999931964E+02                   0                   39                    0                   53                    0                    0                    0                    0                    0                    9                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                   67                    0                  -67                 -117                   16                   67                   41                   14
